yr,mon,week,yearwk,us,hfca,mal_notest_a_chw,mal_notest_a_hf,mal_notest_b_chw,mal_notest_b_hf,mal_htz_a_chw,mal_htz_a_hf,mal_htz_b_chw,mal_htz_b_hf,mal_rdt_a_chw,mal_rdt_a_hf,mal_rdt_b_chw,mal_rdt_b_hf,mal_ttal_a_chw,mal_ttal_a_hf,mal_ttal_b_chw,mal_ttal_b_hf,mal_ttas_a_chw,mal_ttas_a_hf,mal_ttas_b_chw,mal_ttas_b_hf,tot_htz_a_chw,tot_htz_a_hf,tot_htz_b_chw,tot_htz_b_hf,tot_rdt_a_chw,tot_rdt_a_hf,tot_rdt_b_chw,tot_rdt_b_hf,tot_a_chw,tot_a_hf,tot_b_chw,tot_b_hf,len
2014,7,28,2014W28,Facazissa,cs_facazissa,,,,,,,,,0,3,0,26,,,,,,,,,,,,,0,6,0,51,0,14,39,75,7
2014,7,28,2014W28,Moine,cs_moine,,,,,,,,,,1,,1,,,,,,,,,,,,,,4,,7,,32,,59,7
2014,7,28,2014W28,Motaze,cs_motaze,,,,,,,,,0,12,0,40,,,,,,,,,,,,,0,67,0,120,34,80,82,183,7
2014,7,28,2014W28,Panjane,cs_panjane,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,5,0,9,0,24,10,53,7
2014,7,28,2014W28,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,0,3,2,6,1,28,7
2014,7,28,2014W28,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,1,,5,,7,,29,7
2014,7,28,2014W28,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,3,0,16,0,7,0,46,7
2014,7,28,2014W28,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,7,28,2014W28,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,7,29,2014W29,Magude-Sede,cs_magude,,,,,,,,,0,5,0,1,,,,,,,,,,,,,0,21,0,3,45,333,158,119,7
2014,7,29,2014W29,Facazissa,cs_facazissa,,,,,,,,,0,3,0,8,,,,,,,,,,,,,0,7,0,25,0,9,17,62,7
2014,7,29,2014W29,Moine,cs_moine,,,,,,,,,,0,,1,,,,,,,,,,,,,,0,,6,,34,,78,7
2014,7,29,2014W29,Motaze,cs_motaze,,,,,,,,,2,13,19,30,,,,,,,,,,,,,0,42,0,85,1,95,39,169,7
2014,7,29,2014W29,Panjane,cs_panjane,,,,,,,,,0,0,1,4,,,,,,,,,,,,,0,6,1,12,0,26,22,63,7
2014,7,29,2014W29,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,7,0,18,7
2014,7,29,2014W29,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,4,,6,,14,,57,7
2014,7,29,2014W29,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,2,0,15,0,7,0,36,7
2014,7,29,2014W29,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,7,29,2014W29,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,1,3,2014W3,Magude-Sede,cs_magude,,,,,,,,,39,10,58,162,,,,,,,,,,,,,42,12,74,246,51,165,208,832,6
2014,1,3,2014W3,Facazissa,cs_facazissa,,,,,,,,,0,0,5,0,,,,,,,,,,,,,0,0,10,0,5,0,34,0,6
2014,1,3,2014W3,Moine,cs_moine,,,,,,,,,,5,,16,,,,,,,,,,,,,,27,,39,,36,,74,6
2014,1,3,2014W3,Motaze,cs_motaze,,,,,,,,,12,21,21,96,,,,,,,,,,,,,21,59,40,175,61,109,96,312,6
2014,1,3,2014W3,Panjane,cs_panjane,,,,,,,,,1,2,0,6,,,,,,,,,,,,,1,6,0,20,1,31,4,61,6
2014,1,3,2014W3,Mahel,cs_mahel,,,,,,,,,0,0,2,2,,,,,,,,,,,,,0,13,5,21,4,15,30,35,6
2014,1,3,2014W3,Chicutso,cs_chicutso,,,,,,,,,,0,,2,,,,,,,,,,,,,,3,,15,,16,,65,6
2014,1,3,2014W3,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,39,0,10,0,42,0,14,6
2014,1,3,2014W3,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2014,1,3,2014W3,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2014,7,30,2014W30,Magude-Sede,cs_magude,,,,,,,,,0,4,0,5,,,,,,,,,,,,,0,15,0,33,25,122,176,233,7
2014,7,30,2014W30,Facazissa,cs_facazissa,,,,,,,,,0,3,0,7,,,,,,,,,,,,,0,2,0,25,0,16,14,42,7
2014,7,30,2014W30,Moine,cs_moine,,,,,,,,,,0,,0,,,,,,,,,,,,,,1,,0,,24,,47,7
2014,7,30,2014W30,Motaze,cs_motaze,,,,,,,,,2,15,24,33,,,,,,,,,,,,,0,50,0,98,0,87,0,176,7
2014,7,30,2014W30,Panjane,cs_panjane,,,,,,,,,0,1,0,5,,,,,,,,,,,,,0,5,0,13,0,15,0,63,7
2014,7,30,2014W30,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,16,6,53,7
2014,7,30,2014W30,Chicutso,cs_chicutso,,,,,,,,,,0,,2,,,,,,,,,,,,,,3,,7,,9,,45,7
2014,7,30,2014W30,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,4,0,17,0,8,0,49,7
2014,7,30,2014W30,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,7,30,2014W30,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,8,31,2014W31,Magude-Sede,cs_magude,,,,,,,,,0,4,0,2,,,,,,,,,,,,,1,28,18,25,13,240,129,187,7
2014,8,31,2014W31,Facazissa,cs_facazissa,,,,,,,,,0,1,0,10,,,,,,,,,,,,,0,6,0,21,0,8,35,42,7
2014,8,31,2014W31,Moine,cs_moine,,,,,,,,,,0,,1,,,,,,,,,,,,,,1,,2,,25,,57,7
2014,8,31,2014W31,Motaze,cs_motaze,,,,,,,,,3,17,44,25,,,,,,,,,,,,,0,68,2,98,17,105,43,226,7
2014,8,31,2014W31,Panjane,cs_panjane,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,4,0,9,1,24,55,57,7
2014,8,31,2014W31,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,1,2,9,9,29,7
2014,8,31,2014W31,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,2,,9,,15,,56,7
2014,8,31,2014W31,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,2,,,,,,,,,,,,,0,0,0,12,0,3,0,37,7
2014,8,31,2014W31,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,8,31,2014W31,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,8,32,2014W32,Magude-Sede,cs_magude,,,,,,,,,0,9,0,1,,,,,,,,,,,,,0,52,0,9,28,315,147,150,7
2014,8,32,2014W32,Facazissa,cs_facazissa,,,,,,,,,0,0,0,6,,,,,,,,,,,,,0,3,0,9,0,9,61,43,7
2014,8,32,2014W32,Moine,cs_moine,,,,,,,,,,0,,1,,,,,,,,,,,,,,2,,6,,31,,90,7
2014,8,32,2014W32,Motaze,cs_motaze,,,,,,,,,3,16,78,41,,,,,,,,,,,,,0,68,0,123,22,90,26,241,7
2014,8,32,2014W32,Panjane,cs_panjane,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,6,0,11,0,25,4,65,7
2014,8,32,2014W32,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,1,1,6,9,16,7
2014,8,32,2014W32,Chicutso,cs_chicutso,,,,,,,,,,1,,0,,,,,,,,,,,,,,2,,6,,12,,54,7
2014,8,32,2014W32,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,1,0,16,0,4,0,46,7
2014,8,32,2014W32,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,8,32,2014W32,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,8,33,2014W33,Magude-Sede,cs_magude,,,,,,,,,0,4,0,1,,,,,,,,,,,,,0,24,0,4,34,154,189,52,7
2014,8,33,2014W33,Facazissa,cs_facazissa,,,,,,,,,0,3,0,7,,,,,,,,,,,,,0,12,0,29,0,18,31,53,7
2014,8,33,2014W33,Moine,cs_moine,,,,,,,,,,0,,1,,,,,,,,,,,,,,3,,2,,23,,89,7
2014,8,33,2014W33,Motaze,cs_motaze,,,,,,,,,3,13,67,22,,,,,,,,,,,,,1,61,1,143,30,89,80,242,7
2014,8,33,2014W33,Panjane,cs_panjane,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,0,4,0,22,3,64,7
2014,8,33,2014W33,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,2,3,15,28,7
2014,8,33,2014W33,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,2,,12,,9,,62,7
2014,8,33,2014W33,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,6,0,22,0,16,0,39,7
2014,8,33,2014W33,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,8,33,2014W33,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,8,34,2014W34,Magude-Sede,cs_magude,,,,,,,,,0,3,0,2,,,,,,,,,,,,,0,13,0,23,18,95,143,143,7
2014,8,34,2014W34,Facazissa,cs_facazissa,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,2,0,23,0,10,8,43,7
2014,8,34,2014W34,Moine,cs_moine,,,,,,,,,,1,,3,,,,,,,,,,,,,,4,,9,,24,,109,7
2014,8,34,2014W34,Motaze,cs_motaze,,,,,,,,,4,8,40,15,,,,,,,,,,,,,1,40,3,134,28,60,34,271,7
2014,8,34,2014W34,Panjane,cs_panjane,,,,,,,,,0,0,0,5,,,,,,,,,,,,,0,5,0,12,0,29,3,88,7
2014,8,34,2014W34,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,3,1,7,6,21,7
2014,8,34,2014W34,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,1,,6,,17,,55,7
2014,8,34,2014W34,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,0,14,0,5,0,67,7
2014,8,34,2014W34,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,8,34,2014W34,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,9,35,2014W35,Magude-Sede,cs_magude,,,,,,,,,0,11,1,17,,,,,,,,,,,,,0,48,14,56,20,47,121,549,7
2014,9,35,2014W35,Facazissa,cs_facazissa,,,,,,,,,0,1,0,10,,,,,,,,,,,,,0,7,0,29,0,15,32,58,7
2014,9,35,2014W35,Moine,cs_moine,,,,,,,,,,0,,5,,,,,,,,,,,,,,2,,11,,13,,81,7
2014,9,35,2014W35,Motaze,cs_motaze,,,,,,,,,0,5,3,24,,,,,,,,,,,,,4,20,29,98,12,56,27,275,7
2014,9,35,2014W35,Panjane,cs_panjane,,,,,,,,,0,2,0,3,,,,,,,,,,,,,0,5,0,8,0,21,24,47,7
2014,9,35,2014W35,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,1,5,0,10,2,61,7
2014,9,35,2014W35,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,4,,16,,70,7
2014,9,35,2014W35,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,1,0,13,0,8,0,34,7
2014,9,35,2014W35,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,9,35,2014W35,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,9,36,2014W36,Magude-Sede,cs_magude,,,,,,,,,1,6,0,37,,,,,,,,,,,,,1,20,8,98,16,117,102,352,7
2014,9,36,2014W36,Facazissa,cs_facazissa,,,,,,,,,0,2,0,7,,,,,,,,,,,,,0,4,0,29,0,24,37,54,7
2014,9,36,2014W36,Moine,cs_moine,,,,,,,,,,3,,6,,,,,,,,,,,,,,3,,9,,13,,70,7
2014,9,36,2014W36,Motaze,cs_motaze,,,,,,,,,0,7,3,15,,,,,,,,,,,,,0,25,3,63,12,84,60,231,7
2014,9,36,2014W36,Panjane,cs_panjane,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,4,0,10,0,20,7,58,7
2014,9,36,2014W36,Mahel,cs_mahel,,,,,,,,,0,0,0,2,,,,,,,,,,,,,0,1,0,4,0,3,0,32,7
2014,9,36,2014W36,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,2,,9,,5,,36,7
2014,9,36,2014W36,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,7,0,7,0,49,7
2014,9,36,2014W36,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,9,36,2014W36,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,9,37,2014W37,Magude-Sede,cs_magude,,,,,,,,,0,50,19,198,,,,,,,,,,,,,5,45,29,83,37,117,219,408,7
2014,9,37,2014W37,Facazissa,cs_facazissa,,,,,,,,,0,2,0,6,,,,,,,,,,,,,0,2,0,25,0,17,61,43,7
2014,9,37,2014W37,Moine,cs_moine,,,,,,,,,,6,,17,,,,,,,,,,,,,,8,,22,,23,,74,7
2014,9,37,2014W37,Motaze,cs_motaze,,,,,,,,,4,10,6,17,,,,,,,,,,,,,5,35,9,150,65,65,140,264,7
2014,9,37,2014W37,Panjane,cs_panjane,,,,,,,,,0,3,0,1,,,,,,,,,,,,,0,12,0,12,0,19,15,114,7
2014,9,37,2014W37,Mahel,cs_mahel,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,0,1,5,0,9,1,33,7
2014,9,37,2014W37,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,3,,13,,10,,48,7
2014,9,37,2014W37,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,6,0,21,0,12,0,71,7
2014,9,37,2014W37,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,9,37,2014W37,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,9,38,2014W38,Magude-Sede,cs_magude,,,,,,,,,0,95,3,123,,,,,,,,,,,,,1,118,5,137,14,347,108,161,7
2014,9,38,2014W38,Facazissa,cs_facazissa,,,,,,,,,0,4,0,15,,,,,,,,,,,,,0,8,0,34,0,28,18,54,7
2014,9,38,2014W38,Moine,cs_moine,,,,,,,,,,4,,7,,,,,,,,,,,,,,7,,16,,29,,90,7
2014,9,38,2014W38,Motaze,cs_motaze,,,,,,,,,1,3,0,17,,,,,,,,,,,,,1,30,5,60,15,80,55,273,7
2014,9,38,2014W38,Panjane,cs_panjane,,,,,,,,,0,0,1,3,,,,,,,,,,,,,0,1,1,13,0,24,38,42,7
2014,9,38,2014W38,Mahel,cs_mahel,,,,,,,,,0,0,1,2,,,,,,,,,,,,,1,1,2,10,1,8,6,43,7
2014,9,38,2014W38,Chicutso,cs_chicutso,,,,,,,,,,0,,5,,,,,,,,,,,,,,2,,18,,14,,51,7
2014,9,38,2014W38,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,2,0,,,,,,,,,,,,,1,3,6,30,1,6,7,61,7
2014,9,38,2014W38,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,9,38,2014W38,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,9,39,2014W39,Magude-Sede,cs_magude,,,,,,,,,6,12,40,19,,,,,,,,,,,,,11,35,61,57,38,152,222,61,7
2014,9,39,2014W39,Facazissa,cs_facazissa,,,,,,,,,1,4,6,20,,,,,,,,,,,,,0,9,2,51,0,23,12,95,7
2014,9,39,2014W39,Moine,cs_moine,,,,,,,,,,0,,4,,,,,,,,,,,,,,1,,13,,32,,73,7
2014,9,39,2014W39,Motaze,cs_motaze,,,,,,,,,1,15,9,19,,,,,,,,,,,,,1,55,13,78,16,111,64,150,7
2014,9,39,2014W39,Panjane,cs_panjane,,,,,,,,,0,1,2,1,,,,,,,,,,,,,0,10,3,20,0,38,14,73,7
2014,9,39,2014W39,Mahel,cs_mahel,,,,,,,,,0,0,2,0,,,,,,,,,,,,,0,0,4,4,0,8,25,30,7
2014,9,39,2014W39,Chicutso,cs_chicutso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,9,39,2014W39,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,1,0,,,,,,,,,,,,,0,5,8,13,1,12,16,44,7
2014,9,39,2014W39,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,9,39,2014W39,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,1,4,2014W4,Magude-Sede,cs_magude,,,,,,,,,17,17,14,263,,,,,,,,,,,,,19,45,16,251,48,187,185,804,6
2014,1,4,2014W4,Facazissa,cs_facazissa,,,,,,,,,0,0,15,0,,,,,,,,,,,,,0,0,25,0,8,0,50,0,6
2014,1,4,2014W4,Moine,cs_moine,,,,,,,,,,8,,35,,,,,,,,,,,,,,12,,60,,26,,125,6
2014,1,4,2014W4,Motaze,cs_motaze,,,,,,,,,8,23,19,120,,,,,,,,,,,,,11,59,26,196,24,88,50,338,6
2014,1,4,2014W4,Panjane,cs_panjane,,,,,,,,,0,0,0,7,,,,,,,,,,,,,0,2,0,19,0,21,28,51,6
2014,1,4,2014W4,Mahel,cs_mahel,,,,,,,,,0,3,7,4,,,,,,,,,,,,,1,9,8,21,2,18,14,27,6
2014,1,4,2014W4,Chicutso,cs_chicutso,,,,,,,,,,1,,7,,,,,,,,,,,,,,4,,19,,22,,83,6
2014,1,4,2014W4,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,6,,,,,,,,,,,,,0,16,0,5,0,36,0,7,6
2014,1,4,2014W4,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2014,1,4,2014W4,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2014,10,40,2014W40,Magude-Sede,cs_magude,,,,,,,,,11,83,28,71,,,,,,,,,,,,,15,156,46,330,52,509,278,728,7
2014,10,40,2014W40,Facazissa,cs_facazissa,,,,,,,,,4,0,7,5,,,,,,,,,,,,,5,3,21,12,6,9,40,30,7
2014,10,40,2014W40,Moine,cs_moine,,,,,,,,,,0,,10,,,,,,,,,,,,,,7,,16,,22,,91,7
2014,10,40,2014W40,Motaze,cs_motaze,,,,,,,,,0,2,2,5,,,,,,,,,,,,,0,8,5,15,10,19,89,55,7
2014,10,40,2014W40,Panjane,cs_panjane,,,,,,,,,0,0,1,1,,,,,,,,,,,,,0,4,1,12,0,30,16,65,7
2014,10,40,2014W40,Mahel,cs_mahel,,,,,,,,,0,1,0,1,,,,,,,,,,,,,0,1,0,6,1,4,4,26,7
2014,10,40,2014W40,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,3,,6,,33,7
2014,10,40,2014W40,Mapulanguene,cs_mapulanguene,,,,,,,,,0,1,0,2,,,,,,,,,,,,,0,1,0,12,0,6,2,50,7
2014,10,40,2014W40,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,10,40,2014W40,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,10,41,2014W41,Magude-Sede,cs_magude,,,,,,,,,22,27,22,24,,,,,,,,,,,,,25,92,45,70,60,364,227,218,7
2014,10,41,2014W41,Facazissa,cs_facazissa,,,,,,,,,3,2,8,7,,,,,,,,,,,,,3,2,23,7,3,15,38,45,7
2014,10,41,2014W41,Moine,cs_moine,,,,,,,,,,0,,7,,,,,,,,,,,,,,6,,23,,23,,77,7
2014,10,41,2014W41,Motaze,cs_motaze,,,,,,,,,0,1,20,2,,,,,,,,,,,,,1,4,32,13,13,10,63,34,7
2014,10,41,2014W41,Panjane,cs_panjane,,,,,,,,,0,1,0,1,,,,,,,,,,,,,0,6,1,9,0,18,11,44,7
2014,10,41,2014W41,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,3,0,3,0,34,7
2014,10,41,2014W41,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,11,,11,,53,7
2014,10,41,2014W41,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,0,19,0,13,1,69,7
2014,10,41,2014W41,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,10,41,2014W41,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,10,42,2014W42,Magude-Sede,cs_magude,,,,,,,,,19,11,35,24,,,,,,,,,,,,,28,42,55,102,48,261,190,302,7
2014,10,42,2014W42,Facazissa,cs_facazissa,,,,,,,,,0,1,1,5,,,,,,,,,,,,,0,1,2,11,0,5,12,39,7
2014,10,42,2014W42,Moine,cs_moine,,,,,,,,,,1,,3,,,,,,,,,,,,,,6,,18,,29,,83,7
2014,10,42,2014W42,Motaze,cs_motaze,,,,,,,,,3,7,0,16,,,,,,,,,,,,,4,15,2,36,8,36,58,148,7
2014,10,42,2014W42,Panjane,cs_panjane,,,,,,,,,0,0,2,0,,,,,,,,,,,,,0,1,9,9,0,27,12,55,7
2014,10,42,2014W42,Mahel,cs_mahel,,,,,,,,,0,0,1,0,,,,,,,,,,,,,0,1,2,2,0,4,9,29,7
2014,10,42,2014W42,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,2,,12,,10,,48,7
2014,10,42,2014W42,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,7,2,21,1,13,5,51,7
2014,10,42,2014W42,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,10,42,2014W42,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,10,43,2014W43,Magude-Sede,cs_magude,,,,,,,,,24,2,46,8,,,,,,,,,,,,,27,23,65,61,47,34,155,138,7
2014,10,43,2014W43,Facazissa,cs_facazissa,,,,,,,,,0,1,0,7,,,,,,,,,,,,,0,2,3,14,0,3,3,37,7
2014,10,43,2014W43,Moine,cs_moine,,,,,,,,,,0,,1,,,,,,,,,,,,,,1,,9,,37,,104,7
2014,10,43,2014W43,Motaze,cs_motaze,,,,,,,,,0,9,5,23,,,,,,,,,,,,,1,19,7,57,6,74,31,218,7
2014,10,43,2014W43,Panjane,cs_panjane,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,4,0,7,0,31,2,68,7
2014,10,43,2014W43,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,3,1,7,12,36,7
2014,10,43,2014W43,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,2,,5,,9,,45,7
2014,10,43,2014W43,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,1,,,,,,,,,,,,,1,0,0,12,1,9,4,38,7
2014,10,43,2014W43,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,10,43,2014W43,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,11,44,2014W44,Magude-Sede,cs_magude,,,,,,,,,12,20,49,23,,,,,,,,,,,,,12,55,58,69,20,261,133,206,7
2014,11,44,2014W44,Facazissa,cs_facazissa,,,,,,,,,0,2,12,7,,,,,,,,,,,,,0,7,25,22,0,21,34,33,7
2014,11,44,2014W44,Moine,cs_moine,,,,,,,,,,4,,5,,,,,,,,,,,,,,7,,24,,39,,91,7
2014,11,44,2014W44,Motaze,cs_motaze,,,,,,,,,0,13,3,25,,,,,,,,,,,,,1,29,18,65,15,68,80,197,7
2014,11,44,2014W44,Panjane,cs_panjane,,,,,,,,,0,0,1,3,,,,,,,,,,,,,0,2,1,6,0,29,6,73,7
2014,11,44,2014W44,Mahel,cs_mahel,,,,,,,,,0,0,2,1,,,,,,,,,,,,,0,2,3,3,2,6,10,23,7
2014,11,44,2014W44,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,5,,2,,41,7
2014,11,44,2014W44,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,0,0,7,0,2,1,40,7
2014,11,44,2014W44,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,11,44,2014W44,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,11,45,2014W45,Magude-Sede,cs_magude,,,,,,,,,9,4,29,18,,,,,,,,,,,,,17,25,46,42,20,38,109,120,7
2014,11,45,2014W45,Facazissa,cs_facazissa,,,,,,,,,0,4,7,3,,,,,,,,,,,,,0,7,13,12,0,15,23,24,7
2014,11,45,2014W45,Moine,cs_moine,,,,,,,,,,1,,2,,,,,,,,,,,,,,5,,9,,31,,82,7
2014,11,45,2014W45,Motaze,cs_motaze,,,,,,,,,5,13,12,33,,,,,,,,,,,,,5,23,14,73,22,51,71,187,7
2014,11,45,2014W45,Panjane,cs_panjane,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,1,4,0,30,5,49,7
2014,11,45,2014W45,Mahel,cs_mahel,,,,,,,,,0,1,3,1,,,,,,,,,,,,,0,3,3,3,0,6,5,29,7
2014,11,45,2014W45,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,4,,4,,26,,54,7
2014,11,45,2014W45,Mapulanguene,cs_mapulanguene,,,,,,,,,0,1,0,0,,,,,,,,,,,,,0,1,0,18,0,11,0,49,7
2014,11,45,2014W45,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,11,45,2014W45,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2014,11,46,2014W46,Magude-Sede,cs_magude,,,,,,,,,10,10,15,18,,,,,,,,,,,,,16,34,26,52,24,124,133,132,7
2014,11,46,2014W46,Facazissa,cs_facazissa,,,,,,,,,2,2,4,5,,,,,,,,,,,,,2,11,11,14,2,25,15,30,7
