date	funestus_sc_1_arabiensis_sc_5	funestus_sc_2.5_arabiensis_sc_5	funestus_sc_7_arabiensis_sc_57	observed
20111121	0.0328358225524	0.141116753221	0.195098042488	NaN
20111122	0.0338308475912	0.149238571525	0.19411765039	NaN
20111123	0.0357852876186	0.145177662373	0.195694714785	NaN
20111124	0.0278330016881	0.147208124399	0.200587078929	NaN
20111125	0.0357852876186	0.165482237935	0.200587078929	NaN
20111126	0.0298507455736	0.154314726591	0.202742412686	NaN
20111127	0.032868526876	0.145177662373	0.191968664527	NaN
20111128	0.0259222332388	0.147208124399	0.205882355571	NaN
20111129	0.0308764949441	0.156345173717	0.19411765039	NaN
20111130	0.0258706472814	0.15736040473	0.197058826685	NaN
20111201	0.0288557205349	0.159390866756	0.205882355571	NaN
20111202	0.0278606973588	0.159390866756	0.198233559728	NaN
20111203	0.036815918982	0.15736040473	0.194308146834	NaN
20111204	0.0298507455736	0.156345173717	0.189401373267	NaN
20111205	0.0348258689046	0.156345173717	0.201762974262	NaN
20111206	0.0288557205349	0.16040609777	0.200783550739	NaN
20111207	0.0348258689046	0.165482237935	0.198824688792	NaN
20111208	0.0308457706124	0.159390866756	0.195886388421	NaN
20111209	0.0378109440207	0.151269033551	0.18217433989	NaN
20111210	0.0288557205349	0.164634153247	0.190009787679	NaN
20111211	0.0358565747738	0.153455287218	0.189823880792	NaN
20111212	0.0258706472814	0.156504064798	0.176125243306	NaN
20111213	0.032868526876	0.14837397635	0.174975559115	NaN
20111214	0.0288844630122	0.156504064798	0.177908107638	NaN
20111215	0.0358208939433	0.14837397635	0.18475073576	NaN
20111216	0.0407960191369	0.155487805605	0.176930591464	NaN
20111217	0.0497017875314	0.153455287218	0.177103713155	NaN
20111218	0.0387673974037	0.150406509638	0.167482852936	NaN
20111219	0.0397614315152	0.141403868794	0.175146773457	NaN
20111220	0.0377733595669	0.154628694057	0.168297454715	NaN
20111221	0.0467661693692	0.152594104409	0.161606267095	NaN
20111222	0.0437810942531	0.141403868794	0.167482852936	NaN
20111223	0.0427860692143	0.144455745816	0.183333337307	NaN
20111224	0.0467661693692	0.146341457963	0.169607847929	NaN
20111225	0.0447761192918	0.130081295967	0.176470592618	NaN
20111226	0.042743537575	0.146341457963	0.187254905701	NaN
20111227	0.0417495034635	0.135162606835	0.19411765039	NaN
20111228	0.0417495034635	0.131097555161	0.189215689898	NaN
20111229	0.0377733595669	0.137195125222	0.198039218783	NaN
20111230	0.0367793254554	0.130081295967	0.183333337307	NaN
20111231	0.0487077534199	0.132994920015	0.174509808421	NaN
20120101	0.0367793254554	0.131979689002	0.179411768913	NaN
20120102	0.0377733595669	0.133874237537	0.165686279535	NaN
20120103	0.0377733595669	0.12068965286	0.169607847929	NaN
20120104	0.0378109440207	0.127789050341	0.161764711142	NaN
20120105	0.0338308475912	0.133874237537	0.151960790157	NaN
20120106	0.0357852876186	0.126774847508	0.150832518935	NaN
20120107	0.0347912535071	0.131845846772	0.146914795041	NaN
20120108	0.0367427989841	0.127789050341	0.146914795041	NaN
20120109	0.0338308475912	0.131845846772	0.144955918193	NaN
20120110	0.0398009940982	0.136916831136	0.138099908829	NaN
20120111	0.0358208939433	0.140973627567	0.135161608458	NaN
20120112	0.0377358496189	0.137931033969	0.142997056246	NaN
20120113	0.0387288965285	0.130831643939	0.150832518935	NaN
20120114	0.0417080447078	0.130831643939	0.14397649467	NaN
20120115	0.0417495034635	0.141987830401	0.147894218564	NaN
20120116	0.0447316095233	0.130831643939	0.149853080511	NaN
20120117	0.0308151096106	0.140973627567	0.164705887437	NaN
20120118	0.0457256473601	0.147058829665	0.159803926945	NaN
20120119	0.0308151096106	0.140973627567	0.171568632126	NaN
20120120	0.0397219471633	0.137931033969	0.173529416323	NaN
20120121	0.0307845082134	0.14908722043	0.168627455831	NaN
20120122	0.0456802397966	0.141987830401	0.179587826133	NaN
20120123	0.0307845082134	0.135902643204	0.186457306147	NaN
20120124	0.0397219471633	0.132860034704	0.176643773913	NaN
20120125	0.0317460335791	0.126774847508	0.187438666821	NaN
20120126	0.0396825410426	0.115618661046	0.186457306147	NaN
20120127	0.033730160445	0.126774847508	0.193326786161	NaN
20120128	0.0416666679084	0.116632856429	0.203140333295	NaN
20120129	0.032738097012	0.128803238273	0.205103039741	NaN
20120130	0.0327706076205	0.125760644674	0.208047106862	NaN
20120131	0.0357142873108	0.125888317823	0.205103039741	NaN
20120201	0.037661049515	0.119796954095	0.207843139768	NaN
20120202	0.029732408002	0.110659897327	0.208823531866	NaN
20120203	0.0336633659899	0.111675128341	0.218413323164	NaN
20120204	0.0306930691004	0.11472081393	0.21743388474	NaN
20120205	0.032673265785	0.110659897327	0.222331047058	NaN
20120206	0.032673265785	0.118781723082	0.227228209376	NaN
20120207	0.032673265785	0.118781723082	0.238001957536	NaN
20120208	0.0257425736636	0.119796954095	0.247311830521	NaN
20120209	0.0316831693053	0.11472081393	0.2421875	NaN
20120210	0.0297029707581	0.117766499519	0.2607421875	NaN
20120211	0.0316831693053	0.11472081393	0.24609375	NaN
20120212	0.0287128705531	0.117766499519	0.248046875	NaN
20120213	0.0277227722108	0.104568526149	0.248046875	NaN
20120214	0.023762376979	0.113705582917	0.2470703125	NaN
20120215	0.032673265785	0.117766499519	0.2421875	NaN
20120216	0.0247524753213	0.107505068183	0.234375	NaN
20120217	0.0267326738685	0.116632856429	0.244379281998	NaN
20120218	0.0257425736636	0.114604465663	0.260997056961	NaN
20120219	0.0286844708025	0.108519271016	0.241951212287	NaN
20120220	0.0217606332153	0.107505068183	0.257560968399	NaN
20120221	0.027695350349	0.111561864615	0.248780488968	NaN
20120222	0.026706231758	0.111561864615	0.241951212287	NaN
20120223	0.027695350349	0.104462474585	0.242926836014	NaN
20120224	0.0297029707581	0.12068965286	0.253658533096	NaN
20120225	0.027695350349	0.110547669232	0.246829271317	NaN
20120226	0.0247279927135	0.121703855693	0.242926836014	NaN
20120227	0.0326409488916	0.111675128341	0.230243906379	NaN
20120228	0.0306627098471	0.129949241877	0.23219512403	NaN
20120229	0.0365974269807	0.11472081393	0.228292688727	NaN
20120301	0.0316831693053	0.121827408671	0.230243906379	NaN
20120302	0.037661049515	0.102538071573	0.237073168158	NaN
20120303	0.0277502480894	0.113705582917	0.239766076207	NaN
20120304	0.0366699695587	0.104568526149	0.239766076207	NaN
20120305	0.0277502480894	0.109533466399	0.234892785549	NaN
20120306	0.037661049515	0.105583757162	0.248780488968	NaN
20120307	0.0277502480894	0.100507616997	0.250244379044	NaN
20120308	0.0336967296898	0.0964467003942	0.259042024612	NaN
20120309	0.029732408002	0.104568526149	0.265884667635	NaN
20120310	0.0356788896024	0.108629442751	0.2724609375	NaN
20120311	0.0317460335791	0.107614211738	0.2783203125	NaN
20120312	0.033730160445	0.108629442751	0.27734375	NaN
20120313	0.0287698414177	0.112462006509	0.2998046875	NaN
20120314	0.0377358496189	0.10536980629	0.2978515625	NaN
20120315	0.0327706076205	0.115501523018	0.3037109375	NaN
20120316	0.0407149940729	0.0992907807231	0.310546875	NaN
20120317	0.0337636545301	0.104356639087	0.3037109375	NaN
20120318	0.0387288965285	0.100303947926	0.322265625	NaN
20120319	0.0347912535071	0.106382980943	0.3203125	NaN
20120320	0.0457711443305	0.100303947926	0.326171875	NaN
20120321	0.0378109440207	0.107287451625	0.3251953125	NaN
20120322	0.0457711443305	0.10222671926	0.333984375	NaN
20120323	0.0378109440207	0.107287451625	0.353515625	NaN
