date	funestus_sc_1_arabiensis_sc_9	funestus_sc_2_arabiensis_sc_7	funestus_sc_4.5_arabiensis_sc_57	observed
20111121	0.119257085025	0.1142578125	0.246492981911	NaN
20111122	0.125122189522	0.1181640625	0.23446893692	NaN
20111123	0.12109375	0.11328125	0.226452901959	NaN
20111124	0.109375	0.11328125	0.235470935702	NaN
20111125	0.115347020328	0.1181640625	0.226452901959	NaN
20111126	0.108504399657	0.118908382952	0.229458913207	NaN
20111127	0.117302052677	0.114035084844	0.231462925672	NaN
20111128	0.115347020328	0.113060429692	0.221442893147	NaN
20111129	0.126099705696	0.123046875	0.225677028298	NaN
20111130	0.123167157173	0.1142578125	0.233701109886	NaN
20111201	0.124144673347	0.125	0.223671019077	NaN
20111202	0.12707722187	0.1318359375	0.241725176573	NaN
20111203	0.116324536502	0.119140625	0.227683052421	NaN
20111204	0.130987286568	0.1220703125	0.216649949551	NaN
20111205	0.113391987979	0.125122189522	0.218655973673	NaN
20111206	0.115347020328	0.126223087311	0.206827312708	NaN
20111207	0.106653623283	0.121330723166	0.210843369365	NaN
20111208	0.115347020328	0.118279568851	0.20281124115	NaN
20111209	0.113391987979	0.125122189522	0.198795184493	NaN
20111210	0.11208576709	0.125244617462	0.191767066717	NaN
20111211	0.117073170841	0.119373776019	0.207831323147	NaN
20111212	0.113170728087	0.120352253318	0.213065326214	NaN
20111213	0.107317075133	0.125367283821	0.196177065372	NaN
20111214	0.1142578125	0.113614104688	0.196177065372	NaN
20111215	0.115234375	0.114593535662	0.183919593692	NaN
20111216	0.106341466308	0.124387852848	0.190954774618	NaN
20111217	0.119024388492	0.127326145768	0.190954774618	NaN
20111218	0.116097562015	0.109696373344	0.181909546256	NaN
20111219	0.113170728087	0.116438359022	0.1899497509	NaN
20111220	0.12195122242	0.114369504154	0.183919593692	NaN
20111221	0.116097562015	0.104390241206	0.181909546256	NaN
20111222	0.117073170841	0.11024390161	0.198994979262	NaN
20111223	0.113170728087	0.107317075133	0.192964822054	NaN
20111224	0.119140625	0.107317075133	0.182914569974	NaN
20111225	0.1064453125	0.113170728087	0.208040207624	NaN
20111226	0.1103515625	0.115009747446	0.20381526649	NaN
