date	funestus_sc_5.5_arabiensis_sc_23	funestus_sc_10_arabiensis_sc_26	funestus_sc_2_arabiensis_sc_42	observed
20111121	0.279527544975	0.365234375	0.149284258485	NaN
20111122	0.279802948236	0.3642578125	0.157464206219	NaN
20111123	0.276847302914	0.3779296875	0.15644171834	NaN
20111124	0.272189348936	0.370731711388	0.153217568994	NaN
20111125	0.282051295042	0.376585364342	0.161224484444	NaN
20111126	0.282051295042	0.379512190819	0.160204082727	NaN
20111127	0.275147914886	0.367804884911	0.161224484444	NaN
20111128	0.285009860992	0.381091624498	0.154081627727	NaN
20111129	0.306706100702	0.375243663788	0.171253815293	NaN
20111130	0.304733723402	0.370370358229	0.167006105185	NaN
20111201	0.308678507805	0.380116969347	0.178207740188	NaN
20111202	0.301775157452	0.384990245104	0.165818914771	NaN
20111203	0.306706100702	0.392787516117	0.179043740034	NaN
20111204	0.301775157452	0.38791424036	0.172939985991	NaN
20111205	0.323152720928	0.388888895512	0.181078329682	NaN
20111206	0.307389169931	0.386939585209	0.175991863012	0.403225806452
20111207	0.29458129406	0.378536581993	0.178026452661	NaN
20111208	0.301477819681	0.379512190819	0.169888094068	NaN
20111209	0.278817743063	0.373658537865	0.161749750376	NaN
20111210	0.281496077776	0.378536581993	0.181078329682	NaN
20111211	0.267716526985	0.384390234947	0.151576802135	NaN
20111212	0.149606302381	0.189268290997	0.0722278729081	NaN
20111213	0.159448817372	0.188292682171	0.0722278729081	NaN
20111214	0.160433068871	0.186159849167	0.0762970522046	NaN
20111215	0.155511811376	0.191033139825	0.0813835188746	NaN
20111216	0.156342178583	0.192982450128	0.0803662240505	NaN
20111217	0.168307080865	0.190058484674	0.0895218700171	NaN
20111218	0.175024583936	0.187925994396	0.0895218700171	NaN
20111219	0.174384236336	0.196689382196	0.0966429263353	NaN
20111220	0.155665025115	0.189873412252	0.0905391648412	NaN
20111221	0.171428576112	0.196498051286	0.0996948108077	NaN
20111222	0.171259835362	0.193768262863	0.103763990104	NaN
20111223	0.173228353262	0.202334627509	0.0895218700171	NaN
20111224	0.172244101763	0.19260700047	0.101832993329	NaN
20111225	0.167158305645	0.195525288582	0.0998980626464	NaN
20111226	0.14749263227	0.186770424247	0.0988786965609	NaN
20111227	0.169124871492	0.190661475062	0.103975534439	NaN
20111228	0.159292042255	0.1750972718	0.101936802268	NaN
20111229	0.165191739798	0.184824898839	0.107942976058	NaN
20111230	0.16322517395	0.169260695577	0.103869654238	NaN
20111231	0.155358895659	0.187560737133	0.106924645603	NaN
20120101	0.157170921564	0.179786205292	0.0977596715093	NaN
20120102	0.164047151804	0.17298348248	0.106924645603	NaN
20120103	0.14636541903	0.17589892447	0.108961306512	NaN
20120104	0.149312376976	0.183495149016	0.103869654238	NaN
20120105	0.138506874442	0.171677976847	0.102851323783	NaN
20120106	0.145383104682	0.178467512131	0.108961306512	NaN
20120107	0.14047151804	0.176527649164	0.0987780019641	NaN
20120108	0.145383104682	0.181201547384	0.0997963324189	NaN
20120109	0.148330062628	0.176356583834	0.101936802268	NaN
20120110	0.151277020574	0.181201547384	0.091743119061	NaN
20120111	0.136542245746	0.180232554674	0.0970377922058	NaN
20120112	0.152259334922	0.188953489065	0.0919305384159	NaN
20120113	0.138506874442	0.182170540094	0.099080696702	NaN
20120114	0.149312376976	0.184466019273	0.0909090936184	NaN
20120115	0.142436146736	0.176870748401	0.0950920209289	NaN
20120116	0.143418461084	0.189504370093	0.0899795517325	NaN
20120117	0.150294691324	0.17395529151	0.0899795517325	NaN
20120118	0.149312376976	0.1750972718	0.0878447368741	NaN
20120119	0.144400790334	0.1750972718	0.099080696702	NaN
20120120	0.15324164927	0.183852136135	0.0919305384159	NaN
20120121	0.148330062628	0.167315170169	0.0918367356062	NaN
20120122	0.152259334922	0.169260695577	0.0938775539398	NaN
20120123	0.154223963618	0.176070034504	0.0949948951602	NaN
20120124	0.162082508206	0.178015559912	0.0991820022464	NaN
20120125	0.16011787951	0.167315170169	0.115541920066	NaN
20120126	0.16699410975	0.17298348248	0.117586910725	NaN
20120127	0.169941067696	0.175267770886	0.119631901383	NaN
20120128	0.174852654338	0.177215188742	0.116564415395	NaN
20120129	0.168627455831	0.168451800942	0.123721882701	NaN
20120130	0.176470592618	0.180933848023	0.118609406054	NaN
20120131	0.167647063732	0.185797661543	0.121304787695	NaN
20120201	0.191176474094	0.19260700047	0.107942976058	NaN
20120202	0.191176474094	0.192419826984	0.114169217646	NaN
20120203	0.196078434587	0.199222549796	0.122324161232	NaN
20120204	0.193137258291	0.189504370093	0.127420991659	NaN
20120205	0.204901963472	0.188532561064	0.124489799142	NaN
20120206	0.20000000298	0.192419826984	0.134693875909	NaN
20120207	0.221568629146	0.189504370093	0.13483145833	NaN
20120208	0.21274510026	0.188532561064	0.132788553834	NaN
20120209	0.207843139768	0.189504370093	0.13483145833	NaN
20120210	0.205882355571	0.181729838252	0.127681300044	NaN
20120211	0.217647060752	0.194552525878	0.135852918029	NaN
20120212	0.206862747669	0.186770424247	0.133810013533	NaN
20120213	0.225490197539	0.186770424247	0.148110315204	NaN
20120214	0.210784316063	0.188715949655	0.146067410708	NaN
20120215	0.237254902721	0.178015559912	0.148110315204	NaN
20120216	0.219607844949	0.17996108532	0.1501532197	NaN
20120217	0.23137255013	0.185797661543	0.154239013791	NaN
20120218	0.229411765933	0.188715949655	0.169734150171	NaN
20120219	0.234313726425	0.176870748401	0.169734150171	NaN
20120220	0.224509805441	0.177842572331	0.17177914083	NaN
20120221	0.247058823705	0.176870748401	0.177914112806	NaN
20120222	0.233333334327	0.176870748401	0.182004094124	NaN
20120223	0.235294118524	0.172011658549	0.169734150171	NaN
20120224	0.220588237047	0.17103984952	0.175869122148	NaN
20120225	0.235294118524	0.168124392629	0.183026582003	NaN
20120226	0.227450981736	0.17103984952	0.174846619368	NaN
20120227	0.229411765933	0.164237126708	0.195296525955	NaN
20120228	0.227450981736	0.160349860787	0.18711656332	NaN
20120229	0.232580959797	0.159378036857	0.180981591344	NaN
20120301	0.219823360443	0.161321669817	0.182004094124	NaN
20120302	0.222767412662	0.163265302777	0.177072674036	NaN
20120303	0.213935226202	0.163265302777	0.188331633806	NaN
20120304	0.228655546904	0.176870748401	0.191206544638	NaN
20120305	0.213935226202	0.170068025589	0.182004094124	NaN
20120306	0.216879293323	0.17298348248	0.18711656332	NaN
20120307	0.214705884457	0.180758014321	0.180981591344	NaN
