date	funestus_sc_16_arabiensis_sc_9	funestus_sc_16_arabiensis_sc_9	funestus_sc_9_arabiensis_sc_87	observed
20111121	0.59021115303	0.59021115303	0.327363193035	NaN
20111122	0.583493292332	0.583493292332	0.332338303328	NaN
20111123	0.602687120438	0.602687120438	0.325373142958	NaN
20111124	0.589251458645	0.589251458645	0.332669317722	NaN
20111125	0.595397889614	0.595397889614	0.33830845356	NaN
20111126	0.589645266533	0.589645266533	0.321393042803	NaN
20111127	0.578139960766	0.578139960766	0.328358203173	NaN
20111128	0.595397889614	0.595397889614	0.341293543577	NaN
20111129	0.589645266533	0.589645266533	0.337313443422	NaN
20111130	0.59156280756	0.59156280756	0.34726369381	NaN
20111201	0.56704980135	0.56704980135	0.335329353809	NaN
20111202	0.577181220055	0.577181220055	0.331337332725	NaN
20111203	0.565675914288	0.565675914288	0.342315375805	NaN
20111204	0.561840832233	0.561840832233	0.329670339823	NaN
20111205	0.554170668125	0.554170668125	0.331999987364	NaN
20111206	0.559923291206	0.559923291206	0.317999988794	NaN
20111207	0.547459244728	0.547459244728	0.334334343672	NaN
20111208	0.554170668125	0.554170668125	0.319319307804	NaN
20111209	0.532118916512	0.532118916512	0.331331342459	NaN
20111210	0.54458296299	0.54458296299	0.3183183074	NaN
20111211	0.532118916512	0.532118916512	0.309619247913	NaN
20111212	0.540747821331	0.540747821331	0.325651288032	NaN
20111213	0.535953998566	0.535953998566	0.321643292904	NaN
20111214	0.543186187744	0.543186187744	0.319639265537	NaN
20111215	0.524951994419	0.524951994419	0.314629256725	NaN
20111216	0.523076951504	0.523076951504	0.313627243042	NaN
20111217	0.507204592228	0.507204592228	0.300601214171	NaN
20111218	0.522574424744	0.522574424744	0.301603198051	NaN
20111219	0.510086476803	0.510086476803	0.312625259161	NaN
20111220	0.519692599773	0.519692599773	0.29659318924	NaN
20111221	0.495192319155	0.495192319155	0.284569144249	NaN
20111222	0.490384608507	0.490384608507	0.294589191675	NaN
20111223	0.479807704687	0.479807704687	0.290581166744	NaN
20111224	0.486538469791	0.486538469791	0.280561119318	NaN
20111225	0.479807704687	0.479807704687	0.28857716918	NaN
20111226	0.457692295313	0.457692295313	0.300601214171	NaN
20111227	0.462500005961	0.462500005961	0.288866609335	NaN
20111228	0.472569793463	0.472569793463	0.290872603655	NaN
20111229	0.471607327461	0.471607327461	0.286860585213	NaN
20111230	0.455769240856	0.455769240856	0.282848536968	NaN
20111231	0.4375	0.4375	0.303911745548	NaN
20120101	0.453846156597	0.453846156597	0.292878627777	NaN
20120102	0.460057735443	0.460057735443	0.301603198051	NaN
20120103	0.436958611012	0.436958611012	0.292585164309	NaN
20120104	0.435033679008	0.435033679008	0.300601214171	NaN
20120105	0.445620775223	0.445620775223	0.298597186804	NaN
20120106	0.427333980799	0.427333980799	0.297595202923	NaN
20120107	0.416746884584	0.416746884584	0.287575155497	NaN
20120108	0.415784418583	0.415784418583	0.284569144249	NaN
20120109	0.42155918479	0.42155918479	0.300601214171	NaN
20120110	0.411934554577	0.411934554577	0.291583180428	NaN
20120111	0.387872964144	0.387872964144	0.290581166744	NaN
20120112	0.402309924364	0.402309924364	0.302605211735	NaN
20120113	0.39364773035	0.39364773035	0.307615220547	NaN
20120114	0.390760332346	0.390760332346	0.322968900204	NaN
20120115	0.380173236132	0.380173236132	0.312938809395	NaN
20120116	0.380173236132	0.380173236132	0.30792376399	NaN
20120117	0.372473537922	0.372473537922	0.303911745548	NaN
20120118	0.386910498142	0.386910498142	0.307615220547	NaN
20120119	0.383060634136	0.383060634136	0.303911745548	NaN
20120120	0.364423066378	0.364423066378	0.320281118154	NaN
20120121	0.373076915741	0.373076915741	0.330321282148	NaN
20120122	0.37403845787	0.37403845787	0.333333343267	NaN
20120123	0.363461524248	0.363461524248	0.346385538578	NaN
20120124	0.365384608507	0.365384608507	0.353413641453	NaN
20120125	0.366346150637	0.366346150637	0.378514051437	NaN
20120126	0.370192319155	0.370192319155	0.389949738979	NaN
20120127	0.367307692766	0.367307692766	0.383919596672	NaN
20120128	0.370797306299	0.370797306299	0.406030148268	NaN
20120129	0.38136407733	0.38136407733	0.417085438967	NaN
20120130	0.368876069784	0.368876069784	0.426706820726	NaN
20120131	0.382324695587	0.382324695587	0.445783138275	NaN
20120201	0.385206520557	0.385206520557	0.437750995159	NaN
20120202	0.372718542814	0.372718542814	0.448795169592	NaN
20120203	0.362151771784	0.362151771784	0.464859426022	NaN
20120204	0.348703175783	0.348703175783	0.475376874208	NaN
20120205	0.359269946814	0.359269946814	0.4804020226	NaN
20120206	0.34293949604	0.34293949604	0.469346731901	NaN
20120207	0.360844522715	0.360844522715	0.475376874208	NaN
20120208	0.328214973211	0.328214973211	0.462311565876	NaN
20120209	0.33493283391	0.33493283391	0.492462307215	NaN
20120210	0.323416501284	0.323416501284	0.486432164908	NaN
20120211	0.332053750753	0.332053750753	0.491457283497	NaN
20120212	0.339731276035	0.339731276035	0.479396998882	NaN
20120213	0.329174667597	0.329174667597	0.491457283497	NaN
20120214	0.314779281616	0.314779281616	0.482412070036	NaN
20120215	0.325335890055	0.325335890055	0.482412070036	NaN
20120216	0.308061420917	0.308061420917	0.48542714119	NaN
20120217	0.306142032146	0.306142032146	0.474371850491	NaN
20120218	0.298464477062	0.298464477062	0.48542714119	NaN
20120219	0.299424171448	0.299424171448	0.506532669067	NaN
20120220	0.294625729322	0.294625729322	0.504522621632	NaN
20120221	0.313819587231	0.313819587231	0.495477378368	NaN
20120222	0.28023031354	0.28023031354	0.504522621632	NaN
20120223	0.308061420917	0.308061420917	0.501507520676	NaN
20120224	0.28023031354	0.28023031354	0.498993963003	NaN
20120225	0.295585423708	0.295585423708	0.510060369968	NaN
20120226	0.285988479853	0.285988479853	0.501006007194	NaN
20120227	0.29010567069	0.29010567069	0.5	NaN
20120228	0.274735838175	0.274735838175	0.505030155182	NaN
20120229	0.285302579403	0.285302579403	0.491951704025	NaN
20120301	0.296153843403	0.296153843403	0.492957741022	NaN
20120302	0.269489884377	0.269489884377	0.484390735626	NaN
20120303	0.291626572609	0.291626572609	0.502517640591	NaN
20120304	0.277189612389	0.277189612389	0.503524661064	NaN
20120305	0.287776708603	0.287776708603	0.520161271095	NaN
20120306	0.270973950625	0.270973950625	0.496975809336	NaN
20120307	0.292189002037	0.292189002037	0.491440087557	NaN
20120308	0.281581491232	0.281581491232	0.497987926006	NaN
20120309	0.292189002037	0.292189002037	0.510552763939	NaN
20120310	0.293153315782	0.293153315782	0.496482402086	NaN
20120311	0.284200400114	0.284200400114	0.502512574196	NaN
20120312	0.280617177486	0.280617177486	0.50050252676	NaN
20120313	0.275795578957	0.275795578957	0.491457283497	NaN
20120314	0.269045323133	0.269045323133	0.505527615547	NaN
20120315	0.261330753565	0.261330753565	0.497487425804	NaN
20120316	0.263259410858	0.263259410858	0.509054303169	NaN
20120317	0.269305020571	0.269305020571	0.518108665943	NaN
20120318	0.271235525608	0.271235525608	0.508048295975	NaN
20120319	0.275096535683	0.275096535683	0.525150895119	NaN
20120320	0.257971018553	0.257971018553	0.522658586502	NaN
20120321	0.267632842064	0.267632842064	0.525679767132	NaN
20120322	0.247342988849	0.247342988849	0.524672687054	NaN
20120323	0.252173900604	0.252173900604	0.525201618671	NaN
20120324	0.243478253484	0.243478253484	0.517658948898	NaN
20120325	0.252173900604	0.252173900604	0.528758823872	NaN
20120326	0.243478253484	0.243478253484	0.522704362869	NaN
20120327	0.237681165338	0.237681165338	0.517658948898	NaN
20120328	0.259903371334	0.259903371334	0.50655901432	NaN
20120329	0.249275356531	0.249275356531	0.512613534927	NaN
20120330	0.252173900604	0.252173900604	0.50655901432	NaN
20120331	0.238647341728	0.238647341728	0.497477293014	NaN
20120401	0.249275356531	0.249275356531	0.505050480366	NaN
20120402	0.243478253484	0.243478253484	0.493440955877	NaN
20120403	0.260869562626	0.260869562626	0.507568120956	NaN
20120404	0.232850238681	0.232850238681	0.500504553318	NaN
20120405	0.254106283188	0.254106283188	0.512096762657	NaN
20120406	0.24830918014	0.24830918014	0.508064508438	NaN
20120407	0.243243247271	0.243243247271	0.517137110233	NaN
20120408	0.248069494963	0.248069494963	0.511088728905	NaN
20120409	0.249034747481	0.249034747481	0.530241906643	NaN
20120410	0.247104242444	0.247104242444	0.53125	NaN
20120411	0.250241547823	0.250241547823	0.525201618671	NaN
20120412	0.242512077093	0.242512077093	0.511088728905	NaN
20120413	0.23961353302	0.23961353302	0.537298381329	NaN
20120414	0.239382237196	0.239382237196	0.518145143986	NaN
20120415	0.245173752308	0.245173752308	0.53326612711	NaN
20120416	0.25	0.25	0.535282254219	NaN
20120417	0.241312742233	0.241312742233	0.534274220467	NaN
20120418	0.237451732159	0.237451732159	0.516129016876	NaN
20120419	0.233365476131	0.233365476131	0.514112889767	NaN
20120420	0.243008673191	0.243008673191	0.503018081188	NaN
20120421	0.232177257538	0.232177257538	0.508048295975	NaN
20120422	0.23795761168	0.23795761168	0.522613048553	NaN
20120423	0.231213867664	0.231213867664	0.512562811375	NaN
20120424	0.225433528423	0.225433528423	0.501507520676	NaN
20120425	0.225650921464	0.225650921464	0.503517568111	NaN
20120426	0.226396918297	0.226396918297	0.513567864895	NaN
20120427	0.225433528423	0.225433528423	0.518592953682	NaN
20120428	0.225433528423	0.225433528423	0.529648244381	NaN
20120429	0.223506748676	0.223506748676	0.538693487644	NaN
20120430	0.22447013855	0.22447013855	0.53969848156	NaN
20120501	0.217726394534	0.217726394534	0.53969848156	NaN
20120502	0.215799614787	0.215799614787	0.545728623867	NaN
20120503	0.214836224914	0.214836224914	0.537688434124	NaN
20120504	0.209055870771	0.209055870771	0.544723629952	NaN
20120505	0.215799614787	0.215799614787	0.517587959766	NaN
20120506	0.221579954028	0.221579954028	0.533668339253	NaN
20120507	0.199421972036	0.199421972036	0.522613048553	NaN
20120508	0.208092480898	0.208092480898	0.526633143425	NaN
20120509	0.211946055293	0.211946055293	0.523092389107	NaN
20120510	0.207892209292	0.207892209292	0.51807230711	NaN
20120511	0.20692974329	0.20692974329	0.51807230711	NaN
20120512	0.20692974329	0.20692974329	0.504016041756	NaN
20120513	0.195380166173	0.195380166173	0.503510534763	NaN
20120514	0.213461533189	0.213461533189	0.515546619892	NaN
20120515	0.203079879284	0.203079879284	0.507028102875	NaN
20120516	0.20692974329	0.20692974329	0.505020081997	NaN
20120517	0.184793069959	0.184793069959	0.513052225113	NaN
20120518	0.191714838147	0.191714838147	0.496987938881	NaN
20120519	0.197495177388	0.197495177388	0.497991979122	NaN
20120520	0.196531787515	0.196531787515	0.488955825567	NaN
20120521	0.192678228021	0.192678228021	0.491967856884	NaN
20120522	0.199230030179	0.199230030179	0.490963846445	NaN
20120523	0.19249278307	0.19249278307	0.495983928442	NaN
20120524	0.201348751783	0.201348751783	0.485943764448	NaN
20120525	0.196531787515	0.196531787515	0.491967856884	NaN
20120526	0.205202311277	0.205202311277	0.470351755619	NaN
20120527	0.195568397641	0.195568397641	0.469346731901	NaN
20120528	0.198458567262	0.198458567262	0.483417093754	NaN
20120529	0.1897880584	0.1897880584	0.477386921644	NaN
20120530	0.198267564177	0.198267564177	0.471830993891	NaN
20120531	0.183830603957	0.183830603957	0.4688128829	NaN
20120601	0.184793069959	0.184793069959	0.463782697916	NaN
20120602	0.173410400748	0.173410400748	0.458752512932	NaN
20120603	0.162656396627	0.162656396627	0.444667994976	NaN
20120604	0.162656396627	0.162656396627	0.448241204023	NaN
20120605	0.161693930626	0.161693930626	0.444667994976	0.100529101
20120606	0.148219436407	0.148219436407	0.438631802797	NaN
20120607	0.164898753166	0.164898753166	0.439637839794	NaN
20120608	0.153179183602	0.153179183602	0.444667994976	NaN
20120609	0.147398844361	0.147398844361	0.444667994976	NaN
20120610	0.113680154085	0.113680154085	0.28772637248	NaN
20120611	0.114643543959	0.114643543959	0.300804823637	NaN
20120612	0.11753372103	0.11753372103	0.301507532597	NaN
20120613	0.115606933832	0.115606933832	0.308542728424	NaN
20120614	0.125120311975	0.125120311975	0.302816897631	NaN
20120615	0.12897016108	0.12897016108	0.314889341593	NaN
20120616	0.127761766315	0.127761766315	0.305835008621	NaN
20120617	0.129558548331	0.129558548331	0.314889341593	NaN
20120618	0.12943431735	0.12943431735	0.307847082615	NaN
20120619	0.132310643792	0.132310643792	0.313883304596	NaN
20120620	0.124521069229	0.124521069229	0.310865193605	NaN
20120621	0.12068965286	0.12068965286	0.297786712646	NaN
20120622	0.106321841478	0.106321841478	0.293762564659	NaN
20120623	0.119731798768	0.119731798768	0.294768601656	NaN
20120624	0.119731798768	0.119731798768	0.26861166954	NaN
20120625	0.117816090584	0.117816090584	0.277666002512	NaN
20120626	0.117816090584	0.117816090584	0.264587521553	NaN
20120627	0.119731798768	0.119731798768	0.271629780531	NaN
20120628	0.126436784863	0.126436784863	0.271629780531	NaN
20120629	0.1159003824	0.1159003824	0.276659965515	NaN
20120630	0.112068966031	0.112068966031	0.264587521553	NaN
20120701	0.121647506952	0.121647506952	0.271629780531	NaN
20120702	0.106118544936	0.106118544936	0.263581484556	NaN
20120703	0.118433617055	0.118433617055	0.274371862412	NaN
20120704	0.100286535919	0.100286535919	0.265326619148	NaN
20120705	0.113658070564	0.113658070564	0.257286429405	NaN
20120706	0.111747853458	0.111747853458	0.258551299572	NaN
20120707	0.120458893478	0.120458893478	0.26559355855	NaN
20120708	0.119502864778	0.119502864778	0.264587521553	NaN
20120709	0.11759082228	0.11759082228	0.256539225578	NaN
20120710	0.109942637384	0.109942637384	0.259818732738	NaN
20120711	0.115678779781	0.115678779781	0.274924457073	NaN
20120712	0.110898658633	0.110898658633	0.256797581911	NaN
20120713	0.110898658633	0.110898658633	0.266599595547	NaN
20120714	0.102294452488	0.102294452488	0.246727094054	NaN
20120715	0.105162523687	0.105162523687	0.265861034393	NaN
20120716	0.0927342250943	0.0927342250943	0.266868084669	NaN
20120717	0.0965583175421	0.0965583175421	0.26559355855	NaN
20120718	0.0946462750435	0.0946462750435	0.254271358252	NaN
20120719	0.0994263887405	0.0994263887405	0.239195972681	NaN
20120720	0.0994263887405	0.0994263887405	0.249496981502	NaN
20120721	0.0946462750435	0.0946462750435	0.249496981502	NaN
20120722	0.0984703600407	0.0984703600407	0.241448685527	NaN
20120723	0.0927342250943	0.0927342250943	0.237424552441	NaN
20120724	0.102196753025	0.102196753025	0.222557902336	NaN
20120725	0.0916030555963	0.0916030555963	0.242698892951	NaN
20120726	0.106870226562	0.106870226562	0.224798381329	NaN
20120727	0.101145036519	0.101145036519	0.231854841113	NaN
20120728	0.103151865303	0.103151865303	0.228830650449	NaN
20120729	0.101241640747	0.101241640747	0.211693555117	NaN
20120730	0.102196753025	0.102196753025	0.199798181653	NaN
20120731	0.106972299516	0.106972299516	0.194752767682	NaN
20120801	0.0936007648706	0.0936007648706	0.199596777558	NaN
20120802	0.100190840661	0.100190840661	0.192540317774	NaN
20120803	0.100190840661	0.100190840661	0.191532254219	NaN
20120804	0.0944656506181	0.0944656506181	0.1875	0.042889391
20120805	0.0963740423322	0.0963740423322	0.169354841113	NaN
20120806	0.101145036519	0.101145036519	0.177419349551	NaN
20120807	0.0992366448045	0.0992366448045	0.189516127109	NaN
20120808	0.100190840661	0.100190840661	0.184475809336	NaN
20120809	0.0515267178416	0.0515267178416	0.146169349551	NaN
20120810	0.0553435124457	0.0553435124457	0.156092643738	NaN
20120811	0.0544412620366	0.0544412620366	0.152064457536	NaN
20120812	0.0582616999745	0.0582616999745	0.162977874279	NaN
20120813	0.0629770979285	0.0629770979285	0.154929578304	NaN
20120814	0.0629170611501	0.0629170611501	0.168008044362	NaN
20120815	0.0667302161455	0.0667302161455	0.171026155353	NaN
20120816	0.0686367973685	0.0686367973685	0.163983896375	NaN
20120817	0.0676835104823	0.0676835104823	0.152064457536	NaN
20120818	0.074356533587	0.074356533587	0.158266127109	NaN
20120819	0.0734032392502	0.0734032392502	0.142137095332	NaN
20120820	0.0839694663882	0.0839694663882	0.14732593298	NaN
20120821	0.0715648829937	0.0715648829937	0.139253273606	NaN
20120822	0.0821394473314	0.0821394473314	0.140262365341	NaN
20120823	0.0764087885618	0.0764087885618	0.137235119939	NaN
20120824	0.0859598889947	0.0859598889947	0.135353535414	NaN
20120825	0.0916905477643	0.0916905477643	0.125252529979	NaN
20120826	0.0907354354858	0.0907354354858	0.13131313026	NaN
20120827	0.0916905477643	0.0916905477643	0.126262620091	NaN
20120828	0.101241640747	0.101241640747	0.1343434304	NaN
20120829	0.081184335053	0.081184335053	0.13131313026	NaN
20120830	0.0830945521593	0.0830945521593	0.127144291997	NaN
20120831	0.0773638933897	0.0773638933897	0.129292935133	NaN
20120901	0.0821394473314	0.0821394473314	0.136226028204	NaN
20120902	0.0830945521593	0.0830945521593	0.138244196773	NaN
20120903	0.0841300189495	0.0841300189495	0.137235119939	NaN
20120904	0.087870106101	0.087870106101	0.133198782802	NaN
20120905	0.0859598889947	0.0859598889947	0.136226028204	NaN
20120906	0.0802292227745	0.0802292227745	0.134207874536	NaN
20120907	0.0821394473314	0.0821394473314	0.127144291997	NaN
20120908	0.0821394473314	0.0821394473314	0.125252529979	NaN
20120909	0.0974212065339	0.0974212065339	0.138383835554	NaN
20120910	0.0859598889947	0.0859598889947	0.134479269385	NaN
20120911	0.0964660942554	0.0964660942554	0.131445899606	NaN
20120912	0.0802292227745	0.0802292227745	0.138523757458	NaN
20120913	0.0936007648706	0.0936007648706	0.137512639165	NaN
20120914	0.0830152705312	0.0830152705312	0.132591098547	NaN
20120915	0.0925572514534	0.0925572514534	0.139676108956	NaN
20120916	0.0888252183795	0.0888252183795	0.134615391493	NaN
20120917	0.0964660942554	0.0964660942554	0.131578952074	NaN
20120918	0.0983763113618	0.0983763113618	0.118421055376	NaN
20120919	0.0983763113618	0.0983763113618	0.127530366182	NaN
20120920	0.0993314236402	0.0993314236402	0.124493926764	NaN
20120921	0.0944656506181	0.0944656506181	0.121457487345	NaN
20120922	0.0935114473104	0.0935114473104	0.120445340872	NaN
20120923	0.101241640747	0.101241640747	0.126518219709	NaN
20120924	0.107927411795	0.107927411795	0.117408908904	NaN
20120925	0.104106970131	0.104106970131	0.131578952074	NaN
20120926	0.106972299516	0.106972299516	0.118301317096	NaN
20120927	0.100190840661	0.100190840661	0.139534890652	NaN
20120928	0.100190840661	0.100190840661	0.129685923457	NaN
20120929	0.10400763154	0.10400763154	0.127530366182	NaN
20120930	0.110687024891	0.110687024891	0.123481780291	NaN
