date	funestus_sc_0.3_arabiensis_sc_3.5	funestus_sc_3_arabiensis_sc_4	funestus_sc_1.5_arabiensis_sc_2.5	observed
20120227	0.0170682724565	0.0437317788601	0.0201409868896	NaN
20120228	0.0160642564297	0.0408163256943	0.0231621358544	NaN
20120229	0.0130522092804	0.0486381314695	0.0231621358544	NaN
20120301	0.0170682724565	0.0408560298383	0.0191339384764	NaN
20120302	0.0160642564297	0.04377431795	0.0201207250357	NaN
20120303	0.0160804018378	0.0398832671344	0.018108651042	NaN
20120304	0.0140703516081	0.0457198433578	0.0211480371654	NaN
20120305	0.0140703516081	0.0408560298383	0.018108651042	NaN
20120306	0.018108651042	0.0505836568773	0.0201005022973	NaN
20120307	0.0130784707144	0.0389105044305	0.0170854274184	NaN
20120308	0.0191146880388	0.0428015552461	0.0221105534583	NaN
20120309	0.0140845067799	0.0418287925422	0.0200803205371	NaN
20120310	0.018108651042	0.0428015552461	0.0210843365639	NaN
20120311	0.0130916414782	0.0349514558911	0.0200803205371	NaN
20120312	0.0181268882006	0.0369290560484	0.0200803205371	NaN
20120313	0.0161290317774	0.0340136066079	0.0160804018378	NaN
20120314	0.0181451607495	0.0417475737631	0.0221105534583	NaN
20120315	0.0151209672913	0.032038833946	0.0180904529989	NaN
20120316	0.019153226167	0.0359223298729	0.0180904529989	NaN
20120317	0.0161453075707	0.0339805819094	0.0170854274184	NaN
20120318	0.0201816353947	0.038834951818	0.0160804018378	NaN
20120319	0.019172552973	0.0349514558911	0.0150753771886	NaN
20120320	0.0181634705514	0.0436893217266	0.0180904529989	NaN
20120321	0.019172552973	0.034046690911	0.0140845067799	NaN
20120322	0.0201816353947	0.0379377417266	0.0161127895117	NaN
20120323	0.019172552973	0.0350535549223	0.0151057401672	NaN
20120324	0.0201816353947	0.0370009727776	0.0181268882006	NaN
20120325	0.0201816353947	0.0331061333418	0.0161127895117	NaN
20120326	0.0221997983754	0.03602726385	0.0171198397875	NaN
20120327	0.0151668349281	0.0359922163189	0.0191339384764	NaN
20120328	0.0202224478126	0.0389105044305	0.0191339384764	NaN
20120329	0.0192307699472	0.0330739282072	0.0191339384764	NaN
20120330	0.0182186234742	0.0418287925422	0.0221550855786	NaN
20120331	0.0141700403765	0.0321011655033	0.019153226167	NaN
20120401	0.0192307699472	0.0359572395682	0.0241935476661	NaN
20120402	0.0141700403765	0.0340136066079	0.0201612897217	NaN
20120403	0.0192307699472	0.0398445092142	0.0211693551391	NaN
20120404	0.016194332391	0.0349854230881	0.019153226167	NaN
20120405	0.016194332391	0.0310679618269	0.0231854841113	NaN
20120406	0.01415571291	0.0359223298729	0.0211693551391	NaN
20120407	0.0182186234742	0.0378640778363	0.0252016130835	NaN
20120408	0.0172064770013	0.0330097079277	0.0241935476661	NaN
20120409	0.0192502532154	0.038834951818	0.0241935476661	NaN
20120410	0.018255578354	0.0300970878452	0.0262096766382	NaN
20120411	0.018255578354	0.0339805819094	0.0262096766382	NaN
20120412	0.0162107404321	0.0310679618269	0.0252016130835	NaN
20120413	0.0182370822877	0.0436893217266	0.0302419345826	NaN
20120414	0.0192502532154	0.032038833946	0.0272177420557	NaN
20120415	0.0222897678614	0.0417070798576	0.0302419345826	NaN
20120416	0.0233029387891	0.0300678946078	0.0241935476661	NaN
20120417	0.0273556225002	0.0417070798576	0.0262096766382	NaN
20120418	0.0243161097169	0.0320699699223	0.0262096766382	NaN
20120419	0.0202429145575	0.0379008762538	0.0282258056104	NaN
20120420	0.0232793521136	0.0330417864025	0.0252016130835	NaN
20120421	0.0263157896698	0.0398445092142	0.0312185306102	NaN
20120422	0.0222897678614	0.0330417864025	0.0251762345433	NaN
20120423	0.021276595071	0.0398445092142	0.0281973816454	NaN
20120424	0.0273279361427	0.0330097079277	0.0291750505567	NaN
20120425	0.0273279361427	0.038834951818	0.0311871226877	NaN
20120426	0.0273279361427	0.0310679618269	0.0281690135598	NaN
20120427	0.0293522272259	0.0378640778363	0.0291750505567	NaN
20120428	0.0313765183091	0.0417475737631	0.0241448692977	NaN
20120429	0.0364004038274	0.0436893217266	0.0291750505567	NaN
20120430	0.0313447937369	0.0368932038546	0.0221105534583	NaN
20120501	0.0353892818093	0.0427184477449	0.0281407032162	NaN
20120502	0.032355915755	0.0427184477449	0.0261044185609	NaN
20120503	0.0293522272259	0.0427184477449	0.0271084345877	NaN
20120504	0.0313765183091	0.0418287925422	0.0221105534583	NaN
20120505	0.028340080753	0.0466926060617	0.0251256283373	NaN
20120506	0.0303643718362	0.0476653687656	0.0190954767168	NaN
20120507	0.028340080753	0.0457643605769	0.0271356776357	NaN
20120508	0.0242669358849	0.0408958122134	0.0190954767168	NaN
20120509	0.0273003038019	0.0467836260796	0.0251256283373	NaN
20120510	0.025278057903	0.0419103316963	0.0231155771762	NaN
20120511	0.0242669358849	0.0467836260796	0.0190954767168	NaN
20120512	0.0212335698307	0.0467836260796	0.0171026159078	NaN
20120513	0.0212335698307	0.0448343083262	0.0201207250357	NaN
20120514	0.0222446918488	0.0438596494496	0.0201207250357	NaN
20120515	0.0212121214718	0.0448343083262	0.0231388323009	NaN
20120516	0.0191919188946	0.039961013943	0.0221327971667	NaN
20120517	0.0232323240489	0.0448343083262	0.0231388323009	NaN
20120518	0.0202020201832	0.0350877195597	0.0221327971667	NaN
20120519	0.0232323240489	0.0419103316963	0.0221327971667	NaN
20120520	0.0212121214718	0.0409356728196	0.0211267601699	NaN
20120521	0.0202020201832	0.0380116961896	0.0201207250357	NaN
20120522	0.0181818176061	0.039961013943	0.0211267601699	NaN
20120523	0.0212121214718	0.0409356728196	0.0241448692977	NaN
20120524	0.0171717163175	0.0360623784363	0.0221327971667	NaN
20120525	0.0242424234748	0.0438596494496	0.0241691842675	NaN
20120526	0.0191919188946	0.0419103316963	0.0191339384764	NaN
20120527	0.024217961356	0.0429268293083	0.0161127895117	NaN
20120528	0.019172552973	0.039961013943	0.0161127895117	NaN
20120529	0.0252270437777	0.0389863550663	0.0181268882006	NaN
20120530	0.0252270437777	0.0409356728196	0.0160965789109	NaN
20120531	0.0252270437777	0.0360623784363	0.0150905428454	NaN
20120601	0.023208880797	0.0350877195597	0.0171026159078	NaN
20120602	0.0312815345824	0.0360975600779	0.0191339384764	NaN
20120603	0.0201816353947	0.0312195122242	0.0120845921338	NaN
20120604	0.0262361243367	0.0360975600779	0.0181268882006	NaN
20120605	0.024217961356	0.0341463424265	0.0161127895117	NaN
20120606	0.0262626260519	0.0351219512522	0.0160965789109	NaN
20120607	0.0242424234748	0.0360975600779	0.0150905428454	NaN
20120608	0.0262891817838	0.0360975600779	0.0150753771886	NaN
20120609	0.0212335698307	0.0360975600779	0.0150753771886	NaN
20120610	0.0101112239063	0.0263414625078	0.0140703516081	NaN
20120611	0.0121334679425	0.0243902429938	0.0140703516081	NaN
20120612	0.0151668349281	0.0234375	0.0150753771886	NaN
20120613	0.0131445908919	0.0341796875	0.0190954767168	NaN
20120614	0.0202224478126	0.0380859375	0.0251256283373	NaN
20120615	0.0192113239318	0.0419921875	0.0190954767168	NaN
20120616	0.0171717163175	0.041015625	0.0271084345877	NaN
20120617	0.0141414143145	0.0419921875	0.025100402534	NaN
20120618	0.0171890798956	0.0399999991059	0.0261044185609	NaN
20120619	0.01415571291	0.0399999991059	0.0200601797551	NaN
20120620	0.0151515156031	0.0429268293083	0.0200601797551	NaN
20120621	0.0111111113802	0.0448780469596	0.0190571714193	NaN
20120622	0.0151515156031	0.0399999991059	0.0200601797551	NaN
20120623	0.0131313130259	0.0448780469596	0.0240722168237	NaN
20120624	0.0151515156031	0.0448780469596	0.0210843365639	NaN
20120625	0.0111111113802	0.0370731689036	0.0200601797551	NaN
20120626	0.0161616168916	0.0419512204826	0.0200601797551	NaN
20120627	0.0131180621684	0.0459433048963	0.0180541630834	NaN
20120628	0.01412714459	0.044921875	0.0200601797551	NaN
20120629	0.0131180621684	0.0439453125	0.0220661982894	NaN
20120630	0.01412714459	0.0391006842256	0.0220661982894	NaN
20120701	0.0131313130259	0.0371456518769	0.0200601797551	NaN
20120702	0.0141414143145	0.0439882688224	0.017051152885	NaN
20120703	0.0141414143145	0.0420332364738	0.0190571714193	NaN
20120704	0.0131313130259	0.0420332364738	0.0200601797551	NaN
20120705	0.0141414143145	0.0410557202995	0.020020019263	NaN
20120706	0.0161616168916	0.0361681319773	0.020020019263	NaN
20120707	0.0181634705514	0.0400782003999	0.020020019263	NaN
20120708	0.0161453075707	0.0361681319773	0.0190190188587	NaN
20120709	0.0151209672913	0.0362035222352	0.0230230223388	NaN
20120710	0.0151209672913	0.0322896279395	0.020020019263	NaN
20120711	0.0201816353947	0.0332681015134	0.0190190188587	NaN
20120712	0.0171717163175	0.0323529429734	0.016016015783	NaN
20120713	0.0171717163175	0.028431372717	0.0189999993891	NaN
20120714	0.0191919188946	0.0342801176012	0.0170000009239	NaN
20120715	0.0171717163175	0.0264446623623	0.0130000002682	NaN
20120716	0.0151515156031	0.028403526172	0.0149999996647	NaN
20120717	0.0151515156031	0.0254652295262	0.0120000001043	NaN
20120718	0.0171717163175	0.0264446623623	0.0140000004321	NaN
20120719	0.0131313130259	0.0283757336438	0.0109999999404	NaN
20120720	0.0151515156031	0.0283757336438	0.0130000002682	NaN
20120721	0.0161453075707	0.0273972600699	0.00999999977648	NaN
20120722	0.0161453075707	0.0273972600699	0.0140000004321	NaN
20120723	0.0161127895117	0.0283479969949	0.0130000002682	NaN
20120724	0.0140986908227	0.0283479969949	0.0149999996647	NaN
20120725	0.0140986908227	0.0263671875	0.00999999977648	NaN
20120726	0.0140986908227	0.02734375	0.0130000002682	NaN
20120727	0.0140986908227	0.0312805473804	0.0119880121201	NaN
20120728	0.0120845921338	0.0322580635548	0.0169830173254	NaN
20120729	0.00906344410032	0.0342130996287	0.0109890112653	NaN
20120730	0.0151057401672	0.035190615803	0.0149850146845	NaN
20120731	0.0100704934448	0.0332681015134	0.0119880121201	NaN
20120801	0.0120724346489	0.0362035222352	0.0129870129749	NaN
20120802	0.0150905428454	0.0313111543655	0.0130000002682	NaN
20120803	0.0130784707144	0.0302734375	0.0170000009239	NaN
20120804	0.0130784707144	0.03125	0.0140000004321	0.0
20120805	0.0120481923223	0.03515625	0.01600000076	NaN
20120806	0.00903614424169	0.02734375	0.0140000004321	NaN
20120807	0.0130522092804	0.0341796875	0.0120000001043	NaN
20120808	0.00803212821484	0.0303030312061	0.0179999992251	NaN
20120809	0.00702811265364	0.0293255131692	0.00999999977648	NaN
20120810	0.00803212821484	0.0195503421128	0.0149999996647	NaN
20120811	0.00702106300741	0.0215053763241	0.0140000004321	NaN
20120812	0.00601805420592	0.022482894361	0.00999999977648	NaN
20120813	0.00601805420592	0.0234604105353	0.0110110109672	NaN
20120814	0.00702106300741	0.0234833657742	0.0140140140429	NaN
20120815	0.00702106300741	0.0283479969949	0.0140140140429	NaN
20120816	0.00802407227457	0.0205278601497	0.0140000004321	NaN
20120817	0.00802407227457	0.0312805473804	0.0140000004321	NaN
20120818	0.00601805420592	0.0273704789579	0.0130000002682	NaN
20120819	0.00501504493877	0.0303326807916	0.0139860138297	NaN
20120820	0.00501504493877	0.0244618393481	0.0119880121201	NaN
20120821	0.00901803653687	0.0293255131692	0.0159840155393	NaN
20120822	0.00501001998782	0.0224609375	0.0119880121201	NaN
20120823	0.0100200399756	0.02734375	0.0149850146845	NaN
20120824	0.00901803653687	0.0205078125	0.0159840155393	NaN
20120825	0.015045135282	0.0282926820219	0.0159840155393	NaN
20120826	0.0100200399756	0.0243902429938	0.0139860138297	NaN
20120827	0.0110220443457	0.0253658536822	0.0139581253752	NaN
20120828	0.0110220443457	0.0214634146541	0.0119641078636	NaN
20120829	0.0140140140429	0.0234146341682	0.0139720560983	NaN
20120830	0.0110110109672	0.0243902429938	0.00998003967106	NaN
20120831	0.0140280565247	0.0243902429938	0.0119760483503	NaN
20120901	0.0110110109672	0.0185365844518	0.00998003967106	NaN
20120902	0.0140000004321	0.0195121951401	0.00898203626275	NaN
20120903	0.0130130127072	0.0146341463551	0.00499001983553	NaN
20120904	0.0140000004321	0.0136585365981	0.00898203626275	NaN
20120905	0.0120000001043	0.0195121951401	0.00898203626275	NaN
20120906	0.00999999977648	0.0146341463551	0.0129740517587	NaN
20120907	0.0109999999404	0.0165853649378	0.00598802417517	NaN
20120908	0.00999999977648	0.0243902429938	0.00898203626275	NaN
20120909	0.00999999977648	0.0243902429938	0.00798403192312	NaN
20120910	0.0120000001043	0.0273170731962	0.00998003967106	NaN
20120911	0.00800000037998	0.0234146341682	0.00798403192312	NaN
20120912	0.0110110109672	0.0302439015359	0.00998003967106	NaN
20120913	0.00900900922716	0.0282651074231	0.00998003967106	NaN
20120914	0.0110110109672	0.0331384018063	0.00798403192312	NaN
20120915	0.00600600615144	0.0272904485464	0.00598802417517	NaN
20120916	0.0100100096315	0.0321637429297	0.00998003967106	NaN
20120917	0.00700700702146	0.0302144251764	0.00399201596156	NaN
20120918	0.00700700702146	0.0311587154865	0.00598802417517	NaN
20120919	0.00600600615144	0.0262645911425	0.00798403192312	NaN
20120920	0.00700700702146	0.0272373538464	0.00797607190907	NaN
20120921	0.00700700702146	0.0282101165503	0.00597609579563	NaN
20120922	0.00600600615144	0.0291828792542	0.00896414369345	NaN
20120923	0.00600600615144	0.0233463030308	0.00996015965939	NaN
20120924	0.00700700702146	0.0262645911425	0.00896414369345	NaN
20120925	0.00800800789148	0.0233463030308	0.00697211176157	NaN
20120926	0.00800800789148	0.0291828792542	0.00796812772751	NaN
20120927	0.00800800789148	0.0272373538464	0.00896414369345	NaN
20120928	0.00900900922716	0.0291828792542	0.00996015965939	NaN
20120929	0.00500500481576	0.0291828792542	0.00796812772751	NaN
20120930	0.00801603216678	0.0262645911425	0.0109561756253	NaN
20121001	0.00702811265364	0.0243190657347	0.0139442235231	NaN
20121002	0.00803212821484	0.0282101165503	0.0129482075572	NaN
20121003	0.00702106300741	0.0233463030308	0.0149402394891	0.098484848
20121004	0.0110330991447	0.0282101165503	0.00996015965939	NaN
20121005	0.00801603216678	0.0223735403269	0.0149402394891	NaN
20121006	0.0100200399756	0.0262390673161	0.0139442235231	NaN
20121007	0.0100200399756	0.0252672489733	0.015936255455	NaN
20121008	0.00900900922716	0.0252672489733	0.00796812772751	NaN
20121009	0.00900900922716	0.0223517976701	0.00995024852455	NaN
20121010	0.00900900922716	0.0243190657347	0.00796019937843	NaN
20121011	0.00800800789148	0.0223735403269	0.00796019937843	NaN
20121012	0.0130260521546	0.0252918284386	0.00696517433971	NaN
20121013	0.0110220443457	0.0233463030308	0.00795228593051	NaN
20121014	0.0140421260148	0.0214007776231	0.00596421491355	NaN
20121015	0.0100300898776	0.0204479061067	0.00596421491355	NaN
20121016	0.013039117679	0.0223953258246	0.00795228593051	NaN
20121017	0.00902708154172	0.0185004863888	0.00596421491355	NaN
20121018	0.0120361084119	0.0223953258246	0.00695825042203	NaN
20121019	0.00702106300741	0.0233690366149	0.00596421491355	NaN
20121020	0.0100300898776	0.0233463030308	0.00596421491355	NaN
20121021	0.00601805420592	0.0184824895114	0.00695825042203	NaN
20121022	0.00903614424169	0.0214007776231	0.00596421491355	NaN
20121023	0.00602409616113	0.0253164563328	0.00695825042203	NaN
20121024	0.00702811265364	0.0311587154865	0.00596421491355	NaN
20121025	0.00802407227457	0.0253164563328	0.00695825042203	NaN
20121026	0.00702106300741	0.0292112957686	0.0049701789394	NaN
20121027	0.00601805420592	0.0311587154865	0.00596421491355	NaN
20121028	0.00401203613728	0.0292397662997	0.00298210745677	NaN
20121029	0.00200601806864	0.031189084053	0.0039721946232	NaN
20121030	0.00702106300741	0.0272904485464	0.00595829216763	NaN
20121031	0.00501001998782	0.0272638760507	0.00496524339542	NaN
20121101	0.00601202389225	0.0302144251764	0.00496524339542	NaN
20121102	0.00601202389225	0.0253164563328	0.00595829216763	NaN
20121103	0.00601202389225	0.0262645911425	0.00496524339542	NaN
20121104	0.00501001998782	0.0272373538464	0.00496524339542	NaN
20121105	0.00801603216678	0.0291828792542	0.00595829216763	NaN
20121106	0.00501001998782	0.0262645911425	0.00397614296526	NaN
20121107	0.00701402826235	0.0282101165503	0.00298210745677	NaN
20121108	0.00300601194613	0.0282101165503	0.0049701789394	NaN
20121109	0.00400801608339	0.0272373538464	0.00198807148263	NaN
20121110	0.00701402826235	0.0204280149192	0.00497512426227	NaN
20121111	0.00601202389225	0.0272373538464	0.00199004984461	NaN
20121112	0.00601202389225	0.0223735403269	0.0029850746505	NaN
20121113	0.00501504493877	0.0262390673161	0.00199004984461	NaN
20121114	0.00501504493877	0.0223517976701	0.00696517433971	NaN
20121115	0.00401203613728	0.0291545186192	0.00199004984461	NaN
20121116	0.00400801608339	0.0233236160129	0.00596421491355	NaN
20121117	0.00601202389225	0.0252672489733	0.00397614296526	NaN
20121118	0.00701402826235	0.030126336962	0.00596421491355	NaN
20121119	0.0100200399756	0.0291545186192	0.00695825042203	NaN
20121120	0.00801603216678	0.0272373538464	0.0049701789394	NaN
20121121	0.00901803653687	0.0272373538464	0.0049701789394	NaN
20121122	0.00600600615144	0.0204280149192	0.00695825042203	NaN
20121123	0.0120000001043	0.0252918284386	0.00695134047419	NaN
20121124	0.00700000021607	0.0282101165503	0.00695134047419	NaN
20121125	0.0109999999404	0.0282101165503	0.0039721946232	NaN
20121126	0.00800000037998	0.0252918284386	0.00695134047419	NaN
20121127	0.00800000037998	0.0223735403269	0.00595829216763	NaN
20121128	0.00700000021607	0.0262645911425	0.00297914608382	NaN
20121129	0.00800000037998	0.0272373538464	0.00496524339542	NaN
20121130	0.00600000005215	0.0252672489733	0.00595829216763	NaN
20121201	0.00699300691485	0.0252672489733	0.00595829216763	NaN
20121202	0.00799200776964	0.0262645911425	0.0039721946232	NaN
20121203	0.00899100862443	0.0262645911425	0.0039721946232	NaN
20121204	0.00499500520527	0.0184824895114	0.00496524339542	NaN
20121205	0.00699300691485	0.0214007776231	0.0039721946232	NaN
20121206	0.00699300691485	0.0214007776231	0.00496524339542	NaN
20121207	0.00799200776964	0.0223953258246	0.00595238106325	NaN
20121208	0.0059820539318	0.0184824895114	0.00694444449619	NaN
20121209	0.0119521915913	0.0233463030308	0.00595238106325	NaN
20121210	0.00895522348583	0.0253164563328	0.00595238106325	NaN
20121211	0.0129224648699	0.0301556419581	0.00793650839478	NaN
20121212	0.0109343938529	0.0330739282072	0.00793650839478	NaN
20121213	0.0129224648699	0.0340798459947	0.00892857182771	NaN
20121214	0.0109452735633	0.0292112957686	0.00793650839478	NaN
20121215	0.0129353236407	0.0292112957686	0.00496031763032	NaN
20121216	0.011940298602	0.0253411307931	0.00595238106325	NaN
20121217	0.0109452735633	0.0331384018063	0.00496031763032	NaN
20121218	0.0109452735633	0.0282651074231	0.00595238106325	NaN
20121219	0.0129353236407	0.0321951210499	0.00595238106325	NaN
20121220	0.0139303486794	0.0253658536822	0.00496031763032	NaN
20121221	0.0109452735633	0.0302439015359	0.00297619053163	NaN
20121222	0.0129353236407	0.0312195122242	0.00396825419739	NaN
20121223	0.0139303486794	0.0331707298756	0.00198216061108	NaN
20121224	0.0109452735633	0.0302439015359	0.00396432122216	NaN
20121225	0.0119521915913	0.0351219512522	0.00396432122216	NaN
20121226	0.0109561756253	0.0312195122242	0.0029732408002	NaN
20121227	0.0109561756253	0.0282926820219	0.00495049497113	NaN
20121228	0.00896414369345	0.0273170731962	0.0029732408002	NaN
20121229	0.0119521915913	0.0282926820219	0.0029732408002	NaN
20121230	0.0109561756253	0.0243902429938	0.00693069305271	NaN
20121231	0.0139442235231	0.0282926820219	0.00495049497113	NaN
20130101	0.00996015965939	0.0263414625078	0.00495049497113	NaN
20130102	0.0149402394891	0.0321951210499	0.00495540117845	NaN
20130103	0.0129482075572	0.0263414625078	0.00693756202236	NaN
20130104	0.0129482075572	0.0312195122242	0.00396432122216	NaN
20130105	0.0109561756253	0.0302439015359	0.00297619053163	NaN
20130106	0.0149402394891	0.0331707298756	0.00496524339542	NaN
20130107	0.0139442235231	0.0282926820219	0.00595829216763	NaN
20130108	0.0149402394891	0.0321637429297	0.00695825042203	NaN
20130109	0.0129482075572	0.0272904485464	0.00397614296526	NaN
20130110	0.0129353236407	0.0272904485464	0.0049701789394	NaN
20130111	0.0119521915913	0.0223735403269	0.0049701789394	NaN
20130112	0.0139442235231	0.0262645911425	0.00198807148263	NaN
20130113	0.00996015965939	0.0223735403269	0.00596421491355	NaN
20130114	0.0109561756253	0.0233463030308	0.00198807148263	NaN
20130115	0.00896414369345	0.0233463030308	0.00397614296526	NaN
20130116	0.0119521915913	0.0243190657347	0.0029850746505	NaN
20130117	0.00896414369345	0.0282101165503	0.00696517433971	NaN
20130118	0.00896414369345	0.028182702139	0.00398009968922	NaN
20130119	0.00997008942068	0.030126336962	0.00497512426227	NaN
20130120	0.00996015965939	0.0272108837962	0.00497512426227	NaN
20130121	0.00996015965939	0.028182702139	0.00597014930099	NaN
20130122	0.00996015965939	0.0252672489733	0.00597014930099	NaN
20130123	0.00498007982969	0.0301556419581	0.00497512426227	NaN
20130124	0.0109670991078	0.0301556419581	0.00497512426227	NaN
20130125	0.00897308066487	0.0262645911425	0.00497512426227	NaN
20130126	0.0119641078636	0.0262901652604	0.0029850746505	NaN
