date	funestus_sc_0.3_arabiensis_sc_1.25	funestus_sc_0.05_arabiensis_sc_1.75	funestus_sc_0.3_arabiensis_sc_1.25	observed
20120114	0.0109343938529	0.0189620759338	0.0109343938529	NaN
20120115	0.00695825042203	0.0139720560983	0.00695825042203	NaN
20120116	0.00795228593051	0.0159680638462	0.00795228593051	NaN
20120117	0.00695825042203	0.0139720560983	0.00695825042203	NaN
20120118	0.00894632190466	0.0159521438181	0.00894632190466	NaN
20120119	0.00596421491355	0.0119641078636	0.00596421491355	NaN
20120120	0.00795228593051	0.014955134131	0.00795228593051	NaN
20120121	0.00595829216763	0.0139720560983	0.00595829216763	NaN
20120122	0.00695134047419	0.0139720560983	0.00695134047419	NaN
20120123	0.00496524339542	0.0149850146845	0.00496524339542	NaN
20120124	0.00496524339542	0.0159840155393	0.00496524339542	NaN
20120125	0.00496524339542	0.0149850146845	0.00496524339542	NaN
20120126	0.00595829216763	0.0159840155393	0.00595829216763	NaN
20120127	0.0039721946232	0.0159840155393	0.0039721946232	NaN
20120128	0.00793650839478	0.0169830173254	0.00793650839478	NaN
20120129	0.00496031763032	0.0109890112653	0.00496031763032	NaN
20120130	0.00793650839478	0.0149700595066	0.00793650839478	NaN
20120131	0.00694444449619	0.0139720560983	0.00694444449619	NaN
20120201	0.00892857182771	0.0189620759338	0.00892857182771	NaN
20120202	0.00694444449619	0.0169660672545	0.00694444449619	NaN
20120203	0.00892857182771	0.0189620759338	0.00892857182771	NaN
20120204	0.00792864244431	0.0169660672545	0.00792864244431	NaN
20120205	0.00891972240061	0.0199800208211	0.00891972240061	NaN
20120206	0.00693756202236	0.0149850146845	0.00693756202236	NaN
20120207	0.00792864244431	0.0189999993891	0.00792864244431	NaN
20120208	0.00495540117845	0.0149999996647	0.00495540117845	NaN
20120209	0.00793650839478	0.0199800208211	0.00793650839478	NaN
20120210	0.00595238106325	0.0129870129749	0.00595238106325	NaN
20120211	0.00793650839478	0.01600000076	0.00793650839478	NaN
20120212	0.0039721946232	0.0109999999404	0.0039721946232	NaN
20120213	0.00695825042203	0.0149850146845	0.00695825042203	NaN
20120214	0.00695134047419	0.00899100862443	0.00695134047419	NaN
20120215	0.00595829216763	0.00999001041055	0.00595829216763	NaN
20120216	0.00496524339542	0.0109890112653	0.00496524339542	NaN
20120217	0.00695134047419	0.0149850146845	0.00695134047419	NaN
20120218	0.00595829216763	0.00899100862443	0.00595829216763	NaN
20120219	0.00595829216763	0.0129870129749	0.00595829216763	NaN
20120220	0.00695134047419	0.00799200776964	0.00695134047419	NaN
20120221	0.00893743801862	0.0130000002682	0.00893743801862	NaN
20120222	0.0079443892464	0.00600000005215	0.0079443892464	NaN
20120223	0.0109235355631	0.0140000004321	0.0109235355631	NaN
20120224	0.0079443892464	0.00600000005215	0.0079443892464	NaN
20120225	0.00993048679084	0.0120000001043	0.00993048679084	NaN
20120226	0.00695134047419	0.00700000021607	0.00695134047419	NaN
20120227	0.00993048679084	0.0120000001043	0.00993048679084	NaN
20120228	0.0079443892464	0.00999001041055	0.0079443892464	NaN
20120229	0.0079443892464	0.0109890112653	0.0079443892464	NaN
20120301	0.00496524339542	0.00799200776964	0.00496524339542	NaN
20120302	0.0109343938529	0.00999001041055	0.0109343938529	NaN
20120303	0.0049701789394	0.00599400606006	0.0049701789394	NaN
20120304	0.00894632190466	0.0139860138297	0.00894632190466	NaN
20120305	0.00695825042203	0.00699300691485	0.00695825042203	NaN
20120306	0.00795228593051	0.0109890112653	0.00795228593051	NaN
20120307	0.00596421491355	0.00899100862443	0.00596421491355	NaN
20120308	0.0099403578788	0.0119880121201	0.0099403578788	NaN
20120309	0.00397614296526	0.00899100862443	0.00397614296526	NaN
20120310	0.00894632190466	0.0109890112653	0.00894632190466	NaN
20120311	0.00695134047419	0.00899100862443	0.00695134047419	NaN
20120312	0.00894632190466	0.0130000002682	0.00894632190466	NaN
20120313	0.00894632190466	0.0109999999404	0.00894632190466	NaN
20120314	0.0109343938529	0.0149999996647	0.0109343938529	NaN
20120315	0.00894632190466	0.00800000037998	0.00894632190466	NaN
20120316	0.0079443892464	0.0149999996647	0.0079443892464	NaN
20120317	0.00695825042203	0.00999999977648	0.00695825042203	NaN
20120318	0.00894632190466	0.01600000076	0.00894632190466	NaN
20120319	0.00695825042203	0.0109999999404	0.00695825042203	NaN
20120320	0.00995024852455	0.0140000004321	0.00995024852455	NaN
20120321	0.00895522348583	0.0120000001043	0.00895522348583	NaN
20120322	0.0129353236407	0.0140140140429	0.0129353236407	NaN
20120323	0.00995024852455	0.0100100096315	0.00995024852455	NaN
20120324	0.0109452735633	0.0110110109672	0.0109452735633	NaN
20120325	0.00697211176157	0.00900900922716	0.00697211176157	NaN
20120326	0.0119521915913	0.00800800789148	0.0119521915913	NaN
20120327	0.00498007982969	0.00800800789148	0.00498007982969	NaN
20120328	0.0109561756253	0.00800800789148	0.0109561756253	NaN
20120329	0.00597609579563	0.00700700702146	0.00597609579563	NaN
20120330	0.00995024852455	0.0100100096315	0.00995024852455	NaN
20120331	0.00696517433971	0.00700700702146	0.00696517433971	NaN
20120401	0.00995024852455	0.00899999961257	0.00995024852455	NaN
20120402	0.00895522348583	0.00600000005215	0.00895522348583	NaN
20120403	0.00895522348583	0.00899999961257	0.00895522348583	NaN
20120404	0.00995024852455	0.00800000037998	0.00995024852455	NaN
20120405	0.00895522348583	0.0109999999404	0.00895522348583	NaN
20120406	0.00696517433971	0.00499999988824	0.00696517433971	NaN
20120407	0.00896414369345	0.00700000021607	0.00896414369345	NaN
20120408	0.00697211176157	0.00600000005215	0.00697211176157	NaN
20120409	0.00896414369345	0.00798403192312	0.00896414369345	NaN
20120410	0.00896414369345	0.00898203626275	0.00896414369345	NaN
20120411	0.00996015965939	0.00798403192312	0.00996015965939	NaN
20120412	0.00796812772751	0.00798403192312	0.00796812772751	NaN
20120413	0.0109670991078	0.00899100862443	0.0109670991078	NaN
20120414	0.00697906268761	0.00899100862443	0.00697906268761	NaN
20120415	0.00896414369345	0.00899100862443	0.00896414369345	NaN
20120416	0.0059820539318	0.00799200776964	0.0059820539318	NaN
20120417	0.00797607190907	0.00999001041055	0.00797607190907	NaN
20120418	0.0059820539318	0.00699300691485	0.0059820539318	NaN
20120419	0.00897308066487	0.0109999999404	0.00897308066487	NaN
20120420	0.00498504471034	0.00899999961257	0.00498504471034	NaN
20120421	0.00597609579563	0.00899100862443	0.00597609579563	NaN
20120422	0.00597609579563	0.00799200776964	0.00597609579563	NaN
20120423	0.00896414369345	0.00999001041055	0.00896414369345	NaN
20120424	0.00697211176157	0.00999001041055	0.00697211176157	NaN
20120425	0.00597609579563	0.0109890112653	0.00597609579563	NaN
20120426	0.00597609579563	0.00799200776964	0.00597609579563	NaN
20120427	0.00796812772751	0.00999001041055	0.00796812772751	NaN
20120428	0.00498007982969	0.00699300691485	0.00498007982969	NaN
20120429	0.0109452735633	0.0109890112653	0.0109452735633	NaN
20120430	0.00497512426227	0.00899100862443	0.00497512426227	NaN
20120501	0.00696517433971	0.00700000021607	0.00696517433971	NaN
20120502	0.00398009968922	0.00700000021607	0.00398009968922	NaN
20120503	0.00796019937843	0.0109999999404	0.00796019937843	NaN
20120504	0.00796019937843	0.00700000021607	0.00796019937843	NaN
20120505	0.00796019937843	0.0100100096315	0.00796019937843	NaN
20120506	0.00895522348583	0.00900900922716	0.00895522348583	NaN
20120507	0.0109452735633	0.0100100096315	0.0109452735633	NaN
20120508	0.00796019937843	0.00500500481576	0.00796019937843	NaN
20120509	0.0129353236407	0.00700700702146	0.0129353236407	NaN
20120510	0.00995024852455	0.00499999988824	0.00995024852455	NaN
20120511	0.0149253727868	0.00499500520527	0.0149253727868	NaN
20120512	0.00696517433971	0.00299700303003	0.00696517433971	NaN
20120513	0.0109561756253	0.00798403192312	0.0109561756253	NaN
20120514	0.00796019937843	0.00199600798078	0.00796019937843	NaN
20120515	0.00996015965939	0.00598802417517	0.00996015965939	NaN
20120516	0.00896414369345	0.00499001983553	0.00896414369345	NaN
20120517	0.0109561756253	0.00598802417517	0.0109561756253	NaN
20120518	0.00796812772751	0.00499001983553	0.00796812772751	NaN
20120519	0.00996015965939	0.00299401208758	0.00996015965939	NaN
20120520	0.00797607190907	0.00698602804914	0.00797607190907	NaN
20120521	0.00897308066487	0.00698602804914	0.00897308066487	NaN
20120522	0.00797607190907	0.00598802417517	0.00797607190907	NaN
20120523	0.00797607190907	0.00798403192312	0.00797607190907	NaN
20120524	0.00697906268761	0.00399201596156	0.00697906268761	NaN
20120525	0.00797607190907	0.00697906268761	0.00797607190907	NaN
20120526	0.00498504471034	0.0059820539318	0.00498504471034	NaN
20120527	0.00697906268761	0.00697906268761	0.00697906268761	NaN
20120528	0.00498504471034	0.00498504471034	0.00498504471034	NaN
20120529	0.00598802417517	0.00797607190907	0.00598802417517	NaN
20120530	0.00399201596156	0.00199401797727	0.00399201596156	NaN
20120531	0.00798403192312	0.00697906268761	0.00798403192312	NaN
20120601	0.00399201596156	0.00398803595453	0.00399201596156	NaN
20120602	0.00798403192312	0.00897308066487	0.00798403192312	NaN
20120603	0.00299401208758	0.00398803595453	0.00299401208758	NaN
20120604	0.00998003967106	0.00797607190907	0.00998003967106	NaN
20120605	0.00499001983553	0.00398803595453	0.00499001983553	0.012244898
20120606	0.00798403192312	0.00498504471034	0.00798403192312	NaN
20120607	0.00598802417517	0.00598802417517	0.00598802417517	NaN
20120608	0.00698602804914	0.00697906268761	0.00698602804914	NaN
20120609	0.00598802417517	0.0029910269659	0.00598802417517	NaN
20120610	0.00199401797727	0.00199401797727	0.00199401797727	NaN
20120611	0.000997008988634	0.00298804789782	0.000997008988634	NaN
20120612	0.00997008942068	0.011940298602	0.00997008942068	NaN
20120613	0.0059820539318	0.0129353236407	0.0059820539318	NaN
20120614	0.0139442235231	0.0149105368182	0.0139442235231	NaN
20120615	0.0139442235231	0.0149105368182	0.0139442235231	NaN
20120616	0.016932271421	0.0168986078352	0.016932271421	NaN
20120617	0.0139442235231	0.0129224648699	0.0139442235231	NaN
20120618	0.016932271421	0.0139165008441	0.016932271421	NaN
20120619	0.0129482075572	0.0109343938529	0.0129482075572	NaN
20120620	0.0179282873869	0.0109343938529	0.0179282873869	NaN
20120621	0.0149402394891	0.011940298602	0.0149402394891	NaN
20120622	0.0179282873869	0.0139303486794	0.0179282873869	NaN
20120623	0.016932271421	0.011940298602	0.016932271421	NaN
20120624	0.0189243033528	0.0129353236407	0.0189243033528	NaN
20120625	0.0179282873869	0.011940298602	0.0179282873869	NaN
20120626	0.0179282873869	0.0109452735633	0.0179282873869	NaN
20120627	0.0179282873869	0.00895522348583	0.0179282873869	NaN
20120628	0.0179282873869	0.0109343938529	0.0179282873869	NaN
20120629	0.015936255455	0.0109343938529	0.015936255455	NaN
20120630	0.015936255455	0.0099403578788	0.015936255455	NaN
20120701	0.0139442235231	0.0109452735633	0.0139442235231	NaN
20120702	0.015936255455	0.0119284298271	0.015936255455	NaN
20120703	0.0129482075572	0.0119284298271	0.0129482075572	NaN
20120704	0.0139442235231	0.0119284298271	0.0139442235231	NaN
20120705	0.0129482075572	0.0099403578788	0.0129482075572	NaN
20120706	0.0149402394891	0.0129096321762	0.0149402394891	NaN
20120707	0.0129611166194	0.0109235355631	0.0129611166194	NaN
20120708	0.0129611166194	0.0119165843353	0.0129611166194	NaN
20120709	0.0119641078636	0.0119165843353	0.0119641078636	NaN
20120710	0.0129611166194	0.00993048679084	0.0129611166194	NaN
20120711	0.0139581253752	0.0109235355631	0.0139581253752	NaN
20120712	0.0129611166194	0.0119047621265	0.0129611166194	NaN
20120713	0.0119641078636	0.00793650839478	0.0119641078636	NaN
20120714	0.0129740517587	0.00694444449619	0.0129740517587	NaN
20120715	0.00898203626275	0.00694444449619	0.00898203626275	NaN
20120716	0.0109780440107	0.00893743801862	0.0109780440107	NaN
20120717	0.00698602804914	0.00595829216763	0.00698602804914	NaN
20120718	0.00998003967106	0.00695134047419	0.00998003967106	NaN
20120719	0.00399201596156	0.00496524339542	0.00399201596156	NaN
20120720	0.00798403192312	0.00595829216763	0.00798403192312	NaN
20120721	0.0059820539318	0.00496031763032	0.0059820539318	NaN
20120722	0.00898203626275	0.00793650839478	0.00898203626275	NaN
20120723	0.00998003967106	0.00595238106325	0.00998003967106	NaN
20120724	0.00998003967106	0.00595238106325	0.00998003967106	NaN
20120725	0.00998003967106	0.00496031763032	0.00998003967106	NaN
20120726	0.0109780440107	0.00992063526064	0.0109780440107	NaN
20120727	0.00898203626275	0.00892857182771	0.00898203626275	NaN
20120728	0.0119760483503	0.00892857182771	0.0119760483503	NaN
20120729	0.00999001041055	0.00892857182771	0.00999001041055	NaN
20120730	0.0139860138297	0.00892857182771	0.0139860138297	NaN
20120731	0.0119880121201	0.0099108023569	0.0119880121201	NaN
20120801	0.0130000002682	0.00891972240061	0.0130000002682	NaN
20120802	0.0109999999404	0.00792864244431	0.0109999999404	NaN
20120803	0.0140000004321	0.0118929632008	0.0140000004321	NaN
20120804	0.0120000001043	0.00595238106325	0.0120000001043	0.003676471
20120805	0.0149999996647	0.0128968255594	0.0149999996647	NaN
20120806	0.0129870129749	0.00694444449619	0.0129870129749	NaN
20120807	0.0159840155393	0.0109126986936	0.0159840155393	NaN
20120808	0.0109780440107	0.00694444449619	0.0109780440107	NaN
20120809	0.00399201596156	0.00595238106325	0.00399201596156	NaN
20120810	0.00199600798078	0.00496031763032	0.00199600798078	NaN
20120811	0.00299700303003	0.00694444449619	0.00299700303003	NaN
20120812	0.00199800194241	0.00496524339542	0.00199800194241	NaN
20120813	0.00399600388482	0.00695134047419	0.00399600388482	NaN
20120814	0.002000000095	0.00695134047419	0.002000000095	NaN
20120815	0.002000000095	0.00595829216763	0.002000000095	NaN
20120816	0	0.00496524339542	0	NaN
20120817	0.00300000002608	0.0079443892464	0.00300000002608	NaN
20120818	0.00300000002608	0.00695134047419	0.00300000002608	NaN
20120819	0.00399600388482	0.00595829216763	0.00399600388482	NaN
20120820	0.00199800194241	0.00496524339542	0.00199800194241	NaN
20120821	0.00499500520527	0.00496524339542	0.00499500520527	NaN
20120822	0.00299700303003	0.00496031763032	0.00299700303003	NaN
20120823	0.00499500520527	0.0059464816004	0.00499500520527	NaN
20120824	0.00300000002608	0.00495540117845	0.00300000002608	NaN
20120825	0.00400000018999	0.0059464816004	0.00400000018999	NaN
20120826	0.00300000002608	0.00595238106325	0.00300000002608	NaN
20120827	0.00400000018999	0.00496524339542	0.00400000018999	NaN
20120828	0.002000000095	0.00297914608382	0.002000000095	NaN
20120829	0.00400000018999	0.00595829216763	0.00400000018999	NaN
20120830	0.002000000095	0.0019860973116	0.002000000095	NaN
20120831	0.00400000018999	0.00297914608382	0.00400000018999	NaN
20120901	0.0010000000475	0.0009930486558	0.0010000000475	NaN
20120902	0.00300300307572	0.0009930486558	0.00300300307572	NaN
20120903	0.00200200197287	0.0009930486558	0.00200200197287	NaN
20120904	0.00300300307572	0.0019860973116	0.00300300307572	NaN
20120905	0.00400400394574	0.0019860973116	0.00400400394574	NaN
20120906	0.00400400394574	0.00297914608382	0.00400400394574	NaN
20120907	0.00300601194613	0.0019860973116	0.00300601194613	NaN
20120908	0.00501001998782	0.00198807148263	0.00501001998782	NaN
20120909	0.00300601194613	0.00199004984461	0.00300601194613	NaN
20120910	0.00400801608339	0.00199004984461	0.00400801608339	NaN
20120911	0.00400801608339	0.00199004984461	0.00400801608339	NaN
20120912	0.00300601194613	0.00398009968922	0.00300601194613	NaN
20120913	0.00400801608339	0.0029850746505	0.00400801608339	NaN
20120914	0.00501001998782	0.00199004984461	0.00501001998782	NaN
20120915	0.00300601194613	0.000995024922304	0.00300601194613	NaN
20120916	0.00501001998782	0.00597014930099	0.00501001998782	NaN
20120917	0.0020040080417	0.00199004984461	0.0020040080417	NaN
20120918	0.00400801608339	0.00199004984461	0.00400801608339	NaN
20120919	0.00400801608339	0.00497512426227	0.00400801608339	NaN
20120920	0.00501001998782	0.00398009968922	0.00501001998782	NaN
20120921	0.00501001998782	0.0029850746505	0.00501001998782	NaN
20120922	0.00400801608339	0.00497512426227	0.00400801608339	NaN
20120923	0.00300601194613	0.00398009968922	0.00300601194613	NaN
20120924	0.00500500481576	0.00398009968922	0.00500500481576	NaN
20120925	0.00300300307572	0.00398009968922	0.00300300307572	NaN
20120926	0.00200200197287	0.00597014930099	0.00200200197287	NaN
20120927	0.00200200197287	0.0029850746505	0.00200200197287	NaN
20120928	0.00200200197287	0.00597014930099	0.00200200197287	NaN
20120929	0.00100300903432	0.00398009968922	0.00100300903432	NaN
20120930	0.00300902710296	0.00497512426227	0.00300902710296	NaN
20121001	0.00100300903432	0.0019860973116	0.00100300903432	NaN
20121002	0.00300902710296	0.0039721946232	0.00300902710296	NaN
20121003	0.0020040080417	0.0019860973116	0.0020040080417	0.0
20121004	0.00300902710296	0.00297914608382	0.00300902710296	NaN
20121005	0.00300902710296	0.0019860973116	0.00300902710296	NaN
20121006	0.00300902710296	0.00297619053163	0.00300902710296	NaN
20121007	0.00300902710296	0.00198412709869	0.00300902710296	NaN
20121008	0	0.0029732408002	0	NaN
20121009	0	0.000992063549347	0	NaN
20121010	0.00100401602685	0.00297619053163	0.00100401602685	NaN
20121011	0	0.000992063549347	0	NaN
20121012	0.00100401602685	0.000992063549347	0.00100401602685	NaN
20121013	0	0.00198412709869	0	NaN
20121014	0.00200803205371	0.000992063549347	0.00200803205371	NaN
20121015	0	0	0	NaN
20121016	0.00200803205371	0	0.00200803205371	NaN
20121017	0.00100401602685	0	0.00100401602685	NaN
20121018	0.00200803205371	0	0.00200803205371	NaN
20121019	0.00200803205371	0	0.00200803205371	NaN
20121020	0.00200803205371	0	0.00200803205371	NaN
20121021	0.00100401602685	0	0.00100401602685	NaN
20121022	0.00301204808056	0	0.00301204808056	NaN
20121023	0.00200803205371	0	0.00200803205371	NaN
20121024	0.00301204808056	0	0.00301204808056	NaN
20121025	0.00100401602685	0	0.00100401602685	NaN
20121026	0.00301204808056	0	0.00301204808056	NaN
20121027	0.00301204808056	0	0.00301204808056	NaN
20121028	0.00301204808056	0.000992063549347	0.00301204808056	NaN
20121029	0.00300902710296	0	0.00300902710296	NaN
20121030	0.00401203613728	0.0009930486558	0.00401203613728	NaN
20121031	0.00300902710296	0	0.00300902710296	NaN
20121101	0.00300902710296	0.0019860973116	0.00300902710296	NaN
20121102	0.00301204808056	0.0019860973116	0.00301204808056	NaN
20121103	0.00200803205371	0.00297914608382	0.00200803205371	NaN
20121104	0.00100401602685	0.00198412709869	0.00100401602685	NaN
20121105	0.00200803205371	0.00297619053163	0.00200803205371	NaN
20121106	0.00100401602685	0.00297619053163	0.00100401602685	NaN
20121107	0.00301204808056	0.00297619053163	0.00301204808056	NaN
20121108	0.00200803205371	0.000992063549347	0.00200803205371	NaN
20121109	0.00200803205371	0.00198412709869	0.00200803205371	NaN
20121110	0.00100502511486	0.000992063549347	0.00100502511486	NaN
20121111	0.00201005022973	0.00297619053163	0.00201005022973	NaN
20121112	0	0.00198412709869	0	NaN
20121113	0.00200803205371	0.00297619053163	0.00200803205371	NaN
20121114	0	0.0019860973116	0	NaN
20121115	0.00100401602685	0.00198412709869	0.00100401602685	NaN
20121116	0	0.00297619053163	0	NaN
20121117	0	0.00198412709869	0	NaN
20121118	0	0.000992063549347	0	NaN
20121119	0	0.00198412709869	0	NaN
20121120	0	0.000992063549347	0	NaN
20121121	0	0.00297619053163	0	NaN
20121122	0	0.000992063549347	0	NaN
20121123	0	0.0009930486558	0	NaN
20121124	0	0.0009930486558	0	NaN
20121125	0	0.0009930486558	0	NaN
20121126	0	0.000992063549347	0	NaN
20121127	0	0.000992063549347	0	NaN
20121128	0	0	0	NaN
20121129	0	0	0	NaN
20121130	0	0	0	NaN
20121201	0	0	0	NaN
20121202	0	0	0	NaN
20121203	0	0	0	NaN
20121204	0	0	0	NaN
20121205	0	0	0	NaN
20121206	0	0	0	NaN
20121207	0.00200803205371	0.000989119638689	0.00200803205371	NaN
20121208	0.00301204808056	0.000989119638689	0.00301204808056	NaN
20121209	0.00602409616113	0.00593471806496	0.00602409616113	NaN
20121210	0.00401606410742	0.00593471806496	0.00401606410742	NaN
20121211	0.00802407227457	0.00791295710951	0.00802407227457	NaN
20121212	0.00702106300741	0.0079051386565	0.00702106300741	NaN
20121213	0.00803212821484	0.0079051386565	0.00803212821484	NaN
20121214	0.00702811265364	0.00890207756311	0.00702811265364	NaN
20121215	0.00704225338995	0.00791295710951	0.00704225338995	NaN
20121216	0.00503018125892	0.00593471806496	0.00503018125892	NaN
20121217	0.00603621732444	0.00692383758724	0.00603621732444	NaN
20121218	0.00604229606688	0.00692383758724	0.00604229606688	NaN
20121219	0.00603621732444	0.00693069305271	0.00603621732444	NaN
20121220	0.00603621732444	0.00693069305271	0.00603621732444	NaN
20121221	0.00603621732444	0.00693069305271	0.00603621732444	NaN
20121222	0.00402414472774	0.00594059424475	0.00402414472774	NaN
20121223	0.00603621732444	0.00693069305271	0.00603621732444	NaN
20121224	0.00503018125892	0.00594059424475	0.00503018125892	NaN
20121225	0.00503018125892	0.00693069305271	0.00503018125892	NaN
20121226	0.00402414472774	0.00594059424475	0.00402414472774	NaN
20121227	0.00402414472774	0.00693069305271	0.00402414472774	NaN
20121228	0.00402414472774	0.00495049497113	0.00402414472774	NaN
20121229	0.00402414472774	0.00693069305271	0.00402414472774	NaN
20121230	0.00402414472774	0.00495049497113	0.00402414472774	NaN
20121231	0.00502512557432	0.00594059424475	0.00502512557432	NaN
20130101	0.00402010045946	0.00594059424475	0.00402010045946	NaN
20130102	0.00502512557432	0.00693069305271	0.00502512557432	NaN
20130103	0.00402010045946	0.00594059424475	0.00402010045946	NaN
20130104	0.00502512557432	0.00594059424475	0.00502512557432	NaN
20130105	0.00502512557432	0.00495049497113	0.00502512557432	NaN
20130106	0.00402010045946	0.0059464816004	0.00402010045946	NaN
20130107	0.00301507534459	0.00594059424475	0.00301507534459	NaN
20130108	0.00402010045946	0.00495049497113	0.00402010045946	NaN
20130109	0.00301507534459	0.00495049497113	0.00301507534459	NaN
20130110	0.00402010045946	0.00594059424475	0.00402010045946	NaN
20130111	0.00301507534459	0.00396039616317	0.00301507534459	NaN
20130112	0.00502512557432	0.00297029712237	0.00502512557432	NaN
20130113	0.00402010045946	0.00297029712237	0.00402010045946	NaN
20130114	0.00401606410742	0.00297029712237	0.00401606410742	NaN
20130115	0.00300902710296	0.00297029712237	0.00300902710296	NaN
20130116	0.00401606410742	0.00296735903248	0.00401606410742	NaN
20130117	0.00301204808056	0.00297029712237	0.00301204808056	NaN
20130118	0.00602409616113	0.00396039616317	0.00602409616113	NaN
20130119	0.00502008013427	0.00297029712237	0.00502008013427	NaN
20130120	0.00502008013427	0.00396039616317	0.00502008013427	NaN
20130121	0.00301204808056	0.0029732408002	0.00301204808056	NaN
20130122	0.00502008013427	0.0059464816004	0.00502008013427	NaN
20130123	0.00602409616113	0.00198216061108	0.00602409616113	NaN
20130124	0.00602409616113	0.0059464816004	0.00602409616113	NaN
20130125	0.00401606410742	0.00495540117845	0.00401606410742	NaN
20130126	0.00602409616113	0.0059464816004	0.00602409616113	NaN
20130127	0.00301204808056	0.0029732408002	0.00301204808056	NaN
20130128	0.00601202389225	0.00693756202236	0.00601202389225	NaN
20130129	0.00501001998782	0.00297029712237	0.00501001998782	NaN
20130130	0.00600600615144	0.00693069305271	0.00600600615144	NaN
20130131	0.00500500481576	0.00594059424475	0.00500500481576	NaN
20130201	0.00500500481576	0.00693069305271	0.00500500481576	NaN
20130202	0.002000000095	0.00396039616317	0.002000000095	NaN
20130203	0.00499999988824	0.00792079232633	0.00499999988824	NaN
20130204	0.00400000018999	0.00594059424475	0.00400000018999	NaN
20130205	0.00399600388482	0.00792079232633	0.00399600388482	NaN
20130206	0.00399600388482	0.00495049497113	0.00399600388482	NaN
20130207	0.00399600388482	0.00792079232633	0.00399600388482	NaN
20130208	0.00299401208758	0.00692383758724	0.00299401208758	NaN
20130209	0.00399201596156	0.00593471806496	0.00399201596156	NaN
20130210	0.00199600798078	0.00593471806496	0.00199600798078	NaN
20130211	0.00399201596156	0.00692383758724	0.00399201596156	NaN
20130212	0.000998003990389	0.00791295710951	0.000998003990389	NaN
