date	funestus_sc_1_arabiensis_sc_2	funestus_sc_1_arabiensis_sc_2	funestus_sc_4.5_arabiensis_sc_62	observed
20111121	0.0143815912306	0.0143815912306	0.225999996066	NaN
20111122	0.0134228188544	0.0134228188544	0.225999996066	NaN
20111123	0.0143815912306	0.0143815912306	0.240999996662	NaN
20111124	0.0124640464783	0.0124640464783	0.256256252527	NaN
20111125	0.0143815912306	0.0143815912306	0.256256252527	NaN
20111126	0.0134228188544	0.0134228188544	0.257257252932	NaN
20111127	0.0162991378456	0.0162991378456	0.258258253336	NaN
20111128	0.0172579102218	0.0172579102218	0.254000008106	NaN
20111129	0.0162991378456	0.0162991378456	0.26399999857	NaN
20111130	0.0162991378456	0.0162991378456	0.24699999392	NaN
20111201	0.0143815912306	0.0143815912306	0.247247248888	NaN
20111202	0.018216682598	0.018216682598	0.242242246866	NaN
20111203	0.0172579102218	0.0172579102218	0.237237229943	NaN
20111204	0.018216682598	0.018216682598	0.225450903177	NaN
20111205	0.0201342273504	0.0201342273504	0.235235229135	NaN
20111206	0.0220517739654	0.0220517739654	0.235235229135	NaN
20111207	0.0201342273504	0.0201342273504	0.237237229943	NaN
20111208	0.0201342273504	0.0201342273504	0.235235229135	NaN
20111209	0.018216682598	0.018216682598	0.240480959415	NaN
20111210	0.0191754549742	0.0191754549742	0.239478960633	NaN
20111211	0.0210930015892	0.0210930015892	0.220440879464	NaN
20111212	0.0201149433851	0.0201149433851	0.229689061642	NaN
20111213	0.0172413792461	0.0172413792461	0.211634904146	NaN
20111214	0.0191754549742	0.0191754549742	0.21564693749	NaN
20111215	0.0201342273504	0.0201342273504	0.216649949551	NaN
20111216	0.0153403645381	0.0153403645381	0.208835348487	NaN
20111217	0.0239463597536	0.0239463597536	0.207831323147	NaN
20111218	0.0172248799354	0.0172248799354	0.207831323147	NaN
20111219	0.0191387552768	0.0191387552768	0.195979893208	NaN
20111220	0.0172413792461	0.0172413792461	0.206030145287	NaN
20111221	0.0181992333382	0.0181992333382	0.204020097852	NaN
20111222	0.0153256701305	0.0153256701305	0.20000000298	NaN
20111223	0.0153256701305	0.0153256701305	0.1899497509	NaN
20111224	0.0162679422647	0.0162679422647	0.18492461741	NaN
20111225	0.015311004594	0.015311004594	0.193969845772	NaN
20111226	0.0172248799354	0.0172248799354	0.19497486949	NaN
20111227	0.0133971292526	0.0133971292526	0.1899497509	NaN
20111228	0.0162679422647	0.0162679422647	0.193969845772	NaN
20111229	0.0152817573398	0.0152817573398	0.197791159153	NaN
20111230	0.0133715374395	0.0133715374395	0.195783138275	NaN
20111231	0.012416427955	0.012416427955	0.200601801276	NaN
20120101	0.012416427955	0.012416427955	0.183550655842	NaN
20120102	0.0143266478553	0.0143266478553	0.202404811978	NaN
20120103	0.0143129769713	0.0143129769713	0.188376754522	NaN
20120104	0.0152817573398	0.0152817573398	0.184368744492	NaN
