date	funestus_sc_1.5_arabiensis_sc_6	funestus_sc_2_arabiensis_sc_6.5	funestus_sc_3_arabiensis_sc_62	observed
20120218	0.0938416421413	0.102512560785	0.181117534637	NaN
20120219	0.0967741906643	0.0975855141878	0.194605007768	NaN
20120220	0.0859375	0.105633802712	0.183044314385	NaN
20120221	0.0965853631496	0.0985915511847	0.1897880584	NaN
20120222	0.091796875	0.100603625178	0.17919075489	NaN
20120223	0.0965853631496	0.107537686825	0.185934484005	NaN
20120224	0.0965853631496	0.101507537067	0.201348751783	NaN
20120225	0.0946341454983	0.108542710543	0.203079879284	NaN
20120226	0.095609754324	0.104522615671	0.191899716854	NaN
20120227	0.0985365882516	0.106425702572	0.205400198698	NaN
20120228	0.0869140625	0.104417674243	0.189006745815	NaN
20120229	0.0997067466378	0.110441766679	0.194792672992	NaN
20120301	0.0947265625	0.110552765429	0.190935388207	NaN
20120302	0.0947265625	0.096482411027	0.185149475932	NaN
20120303	0.0849609375	0.101507537067	0.192678228021	NaN
20120304	0.0948191583157	0.107537686825	0.181117534637	NaN
20120305	0.0860215052962	0.105527639389	0.193641617894	NaN
20120306	0.0850439891219	0.101507537067	0.20327553153	NaN
20120307	0.0752688199282	0.105633802712	0.208092480898	NaN
20120308	0.0821917802095	0.105527639389	0.214423075318	NaN
20120309	0.0803134217858	0.106532663107	0.213461533189	NaN
20120310	0.0881488770247	0.111557789147	0.229066416621	NaN
20120311	0.0852105766535	0.110552765429	0.254807680845	NaN
20120312	0.0852105766535	0.105527639389	0.254807680845	NaN
20120313	0.0881488770247	0.108542710543	0.266346156597	NaN
20120314	0.0803134217858	0.112562812865	0.265384614468	NaN
20120315	0.0919765159488	0.113567836583	0.27281460166	NaN
20120316	0.0821917802095	0.121608041227	0.27953889966	NaN
20120317	0.0909980461001	0.117587938905	0.27281460166	NaN
20120318	0.0812928527594	0.125628143549	0.285302579403	NaN
20120319	0.0930460318923	0.121608041227	0.281460136175	NaN
20120320	0.0890410989523	0.119597986341	0.300961524248	NaN
20120321	0.0948191583157	0.119597986341	0.301251202822	NaN
20120322	0.0859375	0.109547741711	0.31153845787	NaN
20120323	0.09375	0.124623112381	0.326923072338	NaN
20120324	0.095703125	0.125628143549	0.323076933622	NaN
20120325	0.1005859375	0.105527639389	0.333012521267	NaN
20120326	0.1025390625	0.119597986341	0.343599617481	NaN
20120327	0.1015625	0.114572867751	0.347449481487	NaN
20120328	0.110459432006	0.108542710543	0.361886441708	NaN
20120329	0.106549367309	0.112562812865	0.370548605919	NaN
20120330	0.1064453125	0.104522615671	0.375360935926	NaN
20120331	0.1005859375	0.106532663107	0.390760332346	NaN
20120401	0.1005859375	0.0993975922465	0.407122224569	NaN
20120402	0.1015625	0.113453812897	0.406159758568	NaN
20120403	0.1005859375	0.111557789147	0.424446582794	NaN
20120404	0.101463414729	0.120603017509	0.421001940966	NaN
20120405	0.100487805903	0.115461848676	0.456207901239	NaN
20120406	0.105365850031	0.127510040998	0.441770941019	NaN
20120407	0.0994152054191	0.12449799478	0.447976887226	NaN
20120408	0.102339178324	0.12449799478	0.442196518183	NaN
20120409	0.101364523172	0.12449799478	0.450867056847	NaN
20120410	0.0896686166525	0.12449799478	0.454720616341	NaN
20120411	0.0906432718039	0.12550200522	0.444123327732	NaN
20120412	0.0886939540505	0.12550200522	0.459537565708	NaN
20120413	0.101265825331	0.126506030559	0.459537565708	NaN
20120414	0.0983446910977	0.123493976891	0.467695266008	NaN
20120415	0.0944498553872	0.127638190985	0.459016382694	NaN
20120416	0.0963972732425	0.122613064945	0.457087755203	NaN
20120417	0.0963972732425	0.120603017509	0.455159127712	NaN
20120418	0.106134369969	0.122613064945	0.481195747852	NaN
20120419	0.101364523172	0.116582915187	0.480231434107	NaN
20120420	0.104288496077	0.112562812865	0.485549122095	NaN
20120421	0.101463414729	0.123493976891	0.471098273992	NaN
20120422	0.101463414729	0.117469877005	0.463391125202	NaN
20120423	0.111219510436	0.117587938905	0.482658952475	NaN
20120424	0.112195119262	0.116700202227	0.483622342348	NaN
20120425	0.106341466308	0.122736416757	0.479768782854	NaN
20120426	0.100487805903	0.123742453754	0.475457161665	NaN
20120427	0.10341463238	0.122860021889	0.483156889677	NaN
20120428	0.112195119262	0.129909366369	0.477382093668	NaN
20120429	0.104390241206	0.126888215542	0.486044287682	NaN
20120430	0.104288496077	0.126888215542	0.48508182168	NaN
20120501	0.0993184000254	0.118831820786	0.47307690978	NaN
20120502	0.101265825331	0.123867072165	0.468719929457	NaN
20120503	0.0944498553872	0.129909366369	0.481231957674	NaN
20120504	0.0954235643148	0.129032254219	0.487006723881	NaN
20120505	0.092502437532	0.123991936445	0.484119355679	NaN
20120506	0.0954235643148	0.122983872891	0.486044287682	NaN
20120507	0.0808179154992	0.118831820786	0.467757463455	NaN
20120508	0.0848780497909	0.123991936445	0.481231957674	NaN
20120509	0.0917073190212	0.114919357002	0.457170367241	NaN
20120510	0.095609754324	0.113796576858	0.46346154809	NaN
20120511	0.0908203125	0.104733131826	0.457692295313	NaN
20120512	0.0889540538192	0.11077542603	0.47307690978	NaN
20120513	0.0860215052962	0.0976837873459	0.477884620428	NaN
20120514	0.0869990214705	0.11077542603	0.47307690978	NaN
20120515	0.092864125967	0.111782476306	0.474999994039	NaN
20120516	0.0879765376449	0.124874122441	0.476923078299	NaN
20120517	0.099609375	0.11077542603	0.487500011921	NaN
20120518	0.0830889567733	0.113796576858	0.487500011921	NaN
20120519	0.0967741906643	0.109768375754	0.483653843403	NaN
20120520	0.0909980461001	0.114803627133	0.493269234896	NaN
20120521	0.0919765159488	0.114803627133	0.503368616104	NaN
20120522	0.0861056745052	0.119838871062	0.515384614468	NaN
20120523	0.0783545523882	0.115810677409	0.493269234896	NaN
20120524	0.0852105766535	0.126888215542	0.506730794907	NaN
20120525	0.0763956904411	0.116817727685	0.484615385532	NaN
20120526	0.0821917802095	0.118951611221	0.496631383896	NaN
20120527	0.0802348330617	0.121089808643	0.486044287682	NaN
20120528	0.0792563632131	0.115035317838	0.483156889677	NaN
20120529	0.0792563632131	0.110998988152	0.47834455967	NaN
20120530	0.0752688199282	0.119838871062	0.47834455967	NaN
20120531	0.0723362639546	0.112789526582	0.494706451893	NaN
20120601	0.070381231606	0.115810677409	0.475961536169	NaN
20120602	0.0742913037538	0.11077542603	0.480769217014	NaN
20120603	0.0674486830831	0.102719031274	0.47403845191	NaN
20120604	0.067514680326	0.106747232378	0.467307686806	NaN
20120605	0.0714285746217	0.113796576858	0.467307686806	0.108
20120606	0.0714285746217	0.101711980998	0.458653837442	NaN
20120607	0.0665362030268	0.113796576858	0.456730782986	NaN
20120608	0.0792563632131	0.105846777558	0.456730782986	NaN
20120609	0.0705190971494	0.104838706553	0.456730782986	NaN
20120610	0.0411361418665	0.0534274205565	0.224254086614	NaN
20120611	0.0430950038135	0.059415910393	0.231730774045	NaN
20120612	0.0470127314329	0.052366565913	0.234615385532	NaN
20120613	0.0450538694859	0.0604229606688	0.23749999702	NaN
20120614	0.0440744385123	0.0624370612204	0.232692301273	NaN
20120615	0.0440744385123	0.0584677420557	0.257444769144	NaN
20120616	0.04211557284	0.0635080635548	0.256484150887	NaN
20120617	0.0499510280788	0.0675403252244	0.257444769144	NaN
20120618	0.0499510280788	0.0686868652701	0.258405387402	NaN
20120619	0.0499510280788	0.0727272704244	0.248076915741	NaN
20120620	0.0528893247247	0.0626262649894	0.258653849363	NaN
20120621	0.0440744385123	0.0686868652701	0.260576933622	NaN
20120622	0.0499510280788	0.0595959611237	0.251681089401	NaN
20120623	0.0450538694859	0.0656565651298	0.245917379856	NaN
20120624	0.0499510280788	0.056565657258	0.237271860242	NaN
20120625	0.0479921661317	0.0747474730015	0.235350623727	NaN
20120626	0.0509803928435	0.0656565651298	0.224783867598	NaN
20120627	0.0529411770403	0.0808080807328	0.225527837872	NaN
20120628	0.0471050031483	0.0727272704244	0.217850282788	NaN
20120629	0.0480392165482	0.0747474730015	0.223608449101	NaN
20120630	0.056862745434	0.0616784617305	0.214011520147	NaN
20120701	0.0500000007451	0.0687563195825	0.20921304822	NaN
20120702	0.0529411770403	0.0647118315101	0.225527837872	NaN
20120703	0.0421568639576	0.0667340755463	0.204414591193	NaN
20120704	0.0382352955639	0.0606673397124	0.201342284679	NaN
20120705	0.0460784323514	0.0707785636187	0.202301055193	NaN
20120706	0.0441176481545	0.0707070678473	0.201342284679	NaN
20120707	0.0441176481545	0.0808897912502	0.19865642488	NaN
20120708	0.0411361418665	0.0778564214706	0.197696730495	NaN
20120709	0.0411764718592	0.0707785636187	0.201535508037	NaN
20120710	0.0382352955639	0.0677451938391	0.197696730495	NaN
20120711	0.0333333350718	0.071862347424	0.18809980154	NaN
20120712	0.0303921569139	0.0597166009247	0.185043141246	NaN
20120713	0.0363101065159	0.0678137615323	0.184084370732	NaN
20120714	0.0274779200554	0.0617408901453	0.186001911759	NaN
20120715	0.0274779200554	0.0586450956762	0.188697323203	NaN
20120716	0.0353287532926	0.05662285164	0.175119623542	NaN
20120717	0.0245338566601	0.0616784617305	0.175908222794	NaN
20120718	0.0294406283647	0.0535353533924	0.165391966701	NaN
20120719	0.0264965649694	0.0505050495267	0.177820265293	NaN
20120720	0.0274779200554	0.0515151508153	0.171128109098	NaN
20120721	0.0275049116463	0.0535353533924	0.171128109098	NaN
20120722	0.0235756393522	0.0434343442321	0.175908222794	NaN
20120723	0.0275049116463	0.0505050495267	0.177820265293	NaN
20120724	0.0284872297198	0.0525252521038	0.171128109098	NaN
20120725	0.0334645658731	0.0505561158061	0.179732307792	NaN
20120726	0.0403543300927	0.0444893836975	0.178947374225	NaN
20120727	0.0383858270943	0.0525252521038	0.178947374225	NaN
20120728	0.0403543300927	0.0444444455206	0.163636356592	NaN
20120729	0.0423645302653	0.0616784617305	0.163479924202	NaN
20120730	0.0384236462414	0.0515672378242	0.1663479954	NaN
20120731	0.040394090116	0.0596562176943	0.170172080398	NaN
20120801	0.0374384224415	0.0485338717699	0.171128109098	NaN
20120802	0.0334975384176	0.0587044544518	0.169216066599	NaN
20120803	0.0285714287311	0.0485829971731	0.161722481251	NaN
20120804	0.0295857992023	0.0617408901453	0.162679418922	0.018957346
20120805	0.0394866727293	0.0465116277337	0.159655824304	NaN
20120806	0.0306324101984	0.047474745661	0.162368670106	NaN
20120807	0.0286561269313	0.0444444455206	0.159655824304	NaN
20120808	0.0365612655878	0.0525252521038	0.153110042214	NaN
20120809	0.0148221347481	0.0313131324947	0.0899521559477	NaN
20120810	0.0237154141069	0.0353535339236	0.091778203845	NaN
20120811	0.0217391308397	0.0393939390779	0.0908221825957	NaN
20120812	0.0247279927135	0.0434343442321	0.0956022962928	NaN
20120813	0.0247524753213	0.0394337698817	0.101338431239	NaN
20120814	0.0306930691004	0.0424671396613	0.0994263887405	NaN
20120815	0.0257425736636	0.0475227497518	0.101338431239	NaN
20120816	0.0297029707581	0.0424242429435	0.103151865303	NaN
20120817	0.023762376979	0.0454086773097	0.105162523687	NaN
20120818	0.0247524753213	0.0403632707894	0.108986616135	NaN
20120819	0.0188305247575	0.0312815345824	0.103250481188	NaN
20120820	0.0237859264016	0.0353178605437	0.098564594984	NaN
20120821	0.0237859264016	0.0322906151414	0.108986616135	NaN
20120822	0.0158415846527	0.0423814319074	0.10038240999	NaN
20120823	0.016831682995	0.0322906151414	0.0975143387914	NaN
20120824	0.0237859264016	0.0363269411027	0.104206502438	NaN
20120825	0.016831682995	0.0312815345824	0.0975143387914	NaN
20120826	0.0198019798845	0.0272452067584	0.0879541113973	NaN
20120827	0.0237388722599	0.0312815345824	0.0831739977002	NaN
20120828	0.0197823941708	0.0353178605437	0.0889101326466	NaN
20120829	0.0178041551262	0.0333333350718	0.0783938840032	NaN
20120830	0.0138476751745	0.0302724521607	0.0822179764509	NaN
20120831	0.0177865605801	0.0332996957004	0.091778203845	NaN
20120901	0.0167984198779	0.0362903214991	0.0697896778583	NaN
20120902	0.0177865605801	0.0282258056104	0.076481834054	NaN
20120903	0.0167984198779	0.0332661308348	0.0821394473314	NaN
20120904	0.0217606332153	0.0231854841113	0.0840496644378	NaN
20120905	0.0227497518063	0.0302419345826	0.0907354354858	NaN
20120906	0.0187932737172	0.0332661308348	0.0830945521593	NaN
20120907	0.014851485379	0.0362903214991	0.0859598889947	NaN
20120908	0.014851485379	0.0292338710278	0.0783938840032	NaN
20120909	0.0187932737172	0.0372983887792	0.0802292227745	NaN
20120910	0.0197823941708	0.0393145158887	0.0773638933897	NaN
20120911	0.0168150346726	0.0383064523339	0.081184335053	NaN
20120912	0.0178041551262	0.0322580635548	0.0744985640049	NaN
20120913	0.0178041551262	0.0362903214991	0.0840496644378	NaN
20120914	0.0118694361299	0.0352822579443	0.0869149938226	NaN
20120915	0.0207715127617	0.0372983887792	0.0897803232074	NaN
20120916	0.0197823941708	0.0362903214991	0.0850860401988	NaN
20120917	0.0148367956281	0.0312185306102	0.0802292227745	NaN
20120918	0.015825914219	0.0332326292992	0.0783190056682	NaN
20120919	0.0168150346726	0.0362537764013	0.0850047767162	NaN
20120920	0.015825914219	0.0312185306102	0.0839694663882	NaN
20120921	0.0187932737172	0.0372608266771	0.0801526680589	NaN
20120922	0.0148367956281	0.0352467261255	0.081184335053	NaN
20120923	0.0217391308397	0.041289024055	0.0736137703061	NaN
20120924	0.0167818367481	0.0292338710278	0.0754536762834	NaN
20120925	0.0197433363646	0.0393145158887	0.0773638933897	NaN
20120926	0.017769003287	0.0292338710278	0.0773638933897	NaN
20120927	0.0217176694423	0.0372983887792	0.0772900730372	NaN
20120928	0.0148075027391	0.03125	0.0620229020715	NaN
20120929	0.0217176694423	0.0383064523339	0.0734732821584	NaN
20120930	0.0197238661349	0.0272177420557	0.0629770979285	NaN
20121001	0.0197238661349	0.0352822579443	0.0639313012361	NaN
20121002	0.0167652852833	0.0342741943896	0.0620229020715	NaN
20121003	0.0207100585103	0.0352822579443	0.0610687024891	0.013100437
20121004	0.0177514795214	0.0221774186939	0.0592734217644	NaN
20121005	0.0167652852833	0.0322580635548	0.060229446739	NaN
20121006	0.0167652852833	0.0282258056104	0.0525812618434	NaN
20121007	0.0177514795214	0.0281973816454	0.060229446739	NaN
20121008	0.00591715984046	0.0201612897217	0.0411089882255	NaN
20121009	0.0118343196809	0.019153226167	0.0411089882255	NaN
20121010	0.0128205129877	0.0231854841113	0.0401529632509	NaN
20121011	0.0128205129877	0.0252016130835	0.0420650094747	NaN
20121012	0.0108481263742	0.0221774186939	0.048710603267	NaN
20121013	0.0128205129877	0.0201612897217	0.0477099232376	NaN
20121014	0.0128205129877	0.0231854841113	0.0515267178416	NaN
20121015	0.0108481263742	0.0221774186939	0.053435113281	NaN
20121016	0.0118460021913	0.0221774186939	0.0591603070497	NaN
20121017	0.0148075027391	0.0272177420557	0.0543893128633	NaN
20121018	0.0128331687301	0.0312815345824	0.053435113281	NaN
20121019	0.0128458496183	0.0272452067584	0.0591603070497	NaN
20121020	0.0108695654198	0.0252270437777	0.0582061074674	NaN
20121021	0.0108695654198	0.02825428918	0.0524308867753	NaN
20121022	0.0148075027391	0.0322580635548	0.0562440417707	NaN
20121023	0.0118460021913	0.0332996957004	0.0486177317798	NaN
20121024	0.0108588347212	0.0292633697391	0.0514775961638	NaN
20121025	0.0128331687301	0.0272452067584	0.0486177317798	NaN
20121026	0.0157946702093	0.0282258056104	0.0505725182593	NaN
20121027	0.0128331687301	0.03125	0.053435113281	NaN
20121028	0.0118460021913	0.0262096766382	0.0438512861729	NaN
20121029	0.0148075027391	0.0272177420557	0.0429389327765	NaN
20121030	0.0157946702093	0.0241935476661	0.0420248322189	NaN
20121031	0.0138067062944	0.0262096766382	0.0478011481464	NaN
20121101	0.0108481263742	0.0272177420557	0.0535372830927	NaN
20121102	0.0128205129877	0.0282258056104	0.0506208203733	NaN
20121103	0.0128205129877	0.0292338710278	0.0506208203733	NaN
20121104	0.0108481263742	0.0292338710278	0.0448901616037	NaN
20121105	0.0088757397607	0.0252016130835	0.0477099232376	NaN
20121106	0.0118343196809	0.0292338710278	0.0458015277982	NaN
20121107	0.0108481263742	0.0252016130835	0.0448473282158	NaN
20121108	0.0138067062944	0.0262096766382	0.0448473282158	NaN
20121109	0.0108481263742	0.0221774186939	0.0448473282158	NaN
20121110	0.0128205129877	0.0292338710278	0.0468003824353	NaN
20121111	0.0108481263742	0.0201816353947	0.0439350530505	NaN
20121112	0.0128205129877	0.0302724521607	0.0391595028341	NaN
20121113	0.00788954645395	0.024217961356	0.0372492820025	NaN
20121114	0.0157790929079	0.0252270437777	0.0343839526177	NaN
20121115	0.0108481263742	0.0202020201832	0.0343839526177	NaN
20121116	0.0137931033969	0.0262626260519	0.0382043942809	NaN
20121117	0.0118226604536	0.0191919188946	0.0276981852949	NaN
20121118	0.0147783253342	0.0272727273405	0.0382043942809	NaN
20121119	0.00985221657902	0.0181818176061	0.0382043942809	NaN
20121120	0.00984251964837	0.0222222227603	0.0458452738821	NaN
20121121	0.00689655169845	0.0201816353947	0.0410697236657	NaN
20121122	0.0118226604536	0.0201816353947	0.0448901616037	NaN
20121123	0.00886699464172	0.0241935476661	0.0478011481464	NaN
20121124	0.00985221657902	0.0151209672913	0.0468451231718	NaN
20121125	0.00886699464172	0.0272177420557	0.0401529632509	NaN
20121126	0.0108374385163	0.0241935476661	0.0458452738821	NaN
20121127	0.00591715984046	0.0211693551391	0.0544412620366	NaN
20121128	0.0108481263742	0.0231854841113	0.0486641228199	NaN
20121129	0.0088757397607	0.0241935476661	0.0391221381724	NaN
20121130	0.00987166818231	0.0211693551391	0.0419847331941	NaN
20121201	0.0108695654198	0.0262096766382	0.0372137390077	NaN
20121202	0.0108695654198	0.0252016130835	0.034351143986	NaN
20121203	0.00988142285496	0.0282258056104	0.0333969481289	NaN
20121204	0.0118460021913	0.0302114803344	0.0333969481289	NaN
20121205	0.00987166818231	0.0292044319212	0.0333969481289	NaN
20121206	0.0118460021913	0.0322255790234	0.034351143986	NaN
20121207	0.00789733510464	0.0322255790234	0.0333969481289	NaN
20121208	0.0118460021913	0.0312185306102	0.0324427485466	NaN
20121209	0.0108588347212	0.0261832829565	0.0314885489643	NaN
20121210	0.0108588347212	0.0322580635548	0.0381679385901	NaN
20121211	0.0148075027391	0.0322580635548	0.0428979992867	NaN
20121212	0.0128331687301	0.0302419345826	0.0419447086752	NaN
20121213	0.0167818367481	0.03125	0.0371782667935	NaN
20121214	0.0147928996012	0.0272177420557	0.0352716855705	NaN
20121215	0.0177514795214	0.0292338710278	0.0381315536797	NaN
20121216	0.0128205129877	0.0292338710278	0.0371782667935	NaN
20121217	0.0108374385163	0.0342741943896	0.0400763340294	NaN
20121218	0.00985221657902	0.0292338710278	0.0352716855705	NaN
20121219	0.00886699464172	0.03125	0.0390848442912	NaN
20121220	0.0108374385163	0.0352822579443	0.0371428579092	NaN
20121221	0.0108374385163	0.0322580635548	0.0380589924753	NaN
20121222	0.0127952760086	0.0252016130835	0.0323501415551	NaN
20121223	0.0108267720789	0.0302419345826	0.0304471924901	NaN
20121224	0.0118226604536	0.0231854841113	0.0323501415551	NaN
20121225	0.0118226604536	0.0292633697391	0.0333016179502	NaN
20121226	0.0108374385163	0.0252270437777	0.0332699604332	NaN
20121227	0.00985221657902	0.02825428918	0.0332699604332	NaN
20121228	0.0118343196809	0.024217961356	0.0304182507098	NaN
20121229	0.0118343196809	0.028282828629	0.0313688218594	NaN
20121230	0.0108481263742	0.0212121214718	0.0351711027324	NaN
20121231	0.0108374385163	0.0262626260519	0.0370722450316	NaN
20130101	0.0118226604536	0.0262626260519	0.036121673882	NaN
20130102	0.0088582681492	0.028282828629	0.0351711027324	NaN
20130103	0.0127952760086	0.0242669358849	0.0437262356281	NaN
20130104	0.0088582681492	0.0222446918488	0.0408745259047	NaN
20130105	0.0108267720789	0.0293225478381	0.0409134142101	NaN
20130106	0.0127952760086	0.0242669358849	0.0390104651451	NaN
20130107	0.0127952760086	0.0262891817838	0.0418648906052	NaN
20130108	0.0127952760086	0.0273003038019	0.0399619415402	NaN
20130109	0.0157635472715	0.0313447937369	0.0399619415402	NaN
20130110	0.0128078814596	0.0303643718362	0.0408745259047	NaN
20130111	0.0137931033969	0.0222672056407	0.0380228124559	NaN
20130112	0.0147637799382	0.0273279361427	0.036121673882	NaN
20130113	0.0147783253342	0.0232793521136	0.0380589924753	NaN
20130114	0.0147783253342	0.028340080753	0.0343183986843	NaN
20130115	0.0118226604536	0.0242914985865	0.0371782667935	NaN
20130116	0.0137931033969	0.0283687934279	0.0409914217889	NaN
20130117	0.0118226604536	0.0243161097169	0.0381315536797	NaN
20130118	0.0128078814596	0.0253292806447	0.0390848442912	NaN
20130119	0.0108374385163	0.0253036431968	0.0352716855705	NaN
20130120	0.0108481263742	0.0293819662184	0.0343183986843	NaN
20130121	0.00986193306744	0.0233029387891	0.0343183986843	NaN
20130122	0.0108481263742	0.0273556225002	0.0333651080728	NaN
20130123	0.0108588347212	0.0192502532154	0.0371782667935	NaN
20130124	0.00987166818231	0.0222897678614	0.0333651080728	NaN
20130125	0.00788954645395	0.0182370822877	0.0343183986843	NaN
20130126	0.0108481263742	0.0253292806447	0.036224976182	NaN
20130127	0.00986193306744	0.0192502532154	0.0352716855705	NaN
20130128	0.0088757397607	0.0222897678614	0.0333651080728	NaN
20130129	0.00788954645395	0.0192502532154	0.0352716855705	NaN
20130130	0.00788954645395	0.0222897678614	0.0381679385901	NaN
20130131	0.00986193306744	0.0192502532154	0.0372137390077	NaN
20130201	0.00690335314721	0.0172413792461	0.0410305336118	NaN
20130202	0.00987166818231	0.0192697774619	0.0353053435683	NaN
20130203	0.00789733510464	0.0202839765698	0.0381679385901	NaN
20130204	0.0118460021913	0.0233265720308	0.0333969481289	NaN
20130205	0.00889328029007	0.018255578354	0.0420650094747	NaN
20130206	0.00988142285496	0.0192502532154	0.0391969420016	NaN
20130207	0.00889328029007	0.0162107404321	0.0458891019225	NaN
20130208	0.00889328029007	0.021276595071	0.0468451231718	NaN
20130209	0.0079051386565	0.0202634241432	0.0487571693957	NaN
20130210	0.00988142285496	0.0162107404321	0.0564593300223	NaN
20130211	0.00592885352671	0.0202634241432	0.0545454546809	NaN
20130212	0.0108588347212	0.0192502532154	0.0584291182458	NaN
20130213	0.00888450164348	0.0233029387891	0.0622605346143	NaN
