date	funestus_sc_0.75_arabiensis_sc_5	funestus_sc_2.5_arabiensis_sc_4.5	funestus_sc_0.4_arabiensis_sc_3.5	observed
20120227	0.0235897433013	0.0603700093925	0.0111111113802	NaN
20120228	0.0266666673124	0.0583657585084	0.0131313130259	NaN
20120229	0.0256673507392	0.0553935877979	0.01412714459	NaN
20120301	0.0225872695446	0.0505344979465	0.0121212117374	NaN
20120302	0.0256673507392	0.056365404278	0.0131313130259	NaN
20120303	0.0236382316798	0.0525291822851	0.0121212117374	NaN
20120304	0.0246659815311	0.0505344979465	0.0121212117374	NaN
20120305	0.0226104836911	0.0466472320259	0.0151515156031	NaN
20120306	0.0246659815311	0.0495626814663	0.0141414143145	NaN
20120307	0.0226104836911	0.047619048506	0.0121212117374	NaN
20120308	0.0277492292225	0.0427599623799	0.0131180621684	NaN
20120309	0.0298047270626	0.0437317788601	0.0121212117374	NaN
20120310	0.0267214793712	0.0456754118204	0.0121212117374	NaN
20120311	0.0256937313825	0.0447035953403	0.0111111113802	NaN
20120312	0.0308324769139	0.0457198433578	0.0141414143145	NaN
20120313	0.0287769790739	0.0370009727776	0.0131313130259	NaN
20120314	0.0277492292225	0.0457643605769	0.0151515156031	NaN
20120315	0.0267214793712	0.0487329438329	0.0171717163175	NaN
20120316	0.0256937313825	0.0458089672029	0.0151515156031	NaN
20120317	0.0256937313825	0.0497076027095	0.0161616168916	NaN
20120318	0.0246406570077	0.0516569204629	0.0191919188946	NaN
20120319	0.0297741275281	0.0506822615862	0.0171717163175	NaN
20120320	0.0246659815311	0.0497076027095	0.0212121214718	NaN
20120321	0.0226104836911	0.0448343083262	0.0181818176061	NaN
20120322	0.0236382316798	0.0506822615862	0.0222222227603	NaN
20120323	0.0236382316798	0.0516569204629	0.0181818176061	NaN
20120324	0.0246659815311	0.0536062382162	0.0202020201832	NaN
20120325	0.0225872695446	0.0555555559695	0.0161616168916	NaN
20120326	0.027720740065	0.055609755218	0.0191919188946	NaN
20120327	0.0205338802189	0.0468292683363	0.0181818176061	NaN
20120328	0.0266940444708	0.0536585375667	0.0191919188946	NaN
20120329	0.0184804927558	0.05078125	0.0151515156031	NaN
20120330	0.0256937313825	0.0556640625	0.0181634705514	NaN
20120331	0.0195272359997	0.052734375	0.0161453075707	NaN
20120401	0.0236382316798	0.0537109375	0.0171543899924	NaN
20120402	0.017471736297	0.0517578125	0.0121334679425	NaN
20120403	0.0236625522375	0.0557184740901	0.0161779578775	NaN
20120404	0.0237113405019	0.0547409579158	0.0151668349281	NaN
20120405	0.0237113405019	0.0547409579158	0.0131445908919	NaN
20120406	0.0175257734954	0.0636007860303	0.0151821859181	NaN
20120407	0.0237113405019	0.0596285425127	0.0151668349281	NaN
20120408	0.0195674560964	0.0684261992574	0.0151668349281	NaN
20120409	0.0216271877289	0.0587084144354	0.0161779578775	NaN
20120410	0.0216271877289	0.067514680326	0.016194332391	NaN
20120411	0.0226337444037	0.0655577331781	0.0182186234742	NaN
20120412	0.0154320988804	0.0636007860303	0.0192307699472	NaN
20120413	0.0236625522375	0.0655577331781	0.0172064770013	NaN
20120414	0.0164609048516	0.067514680326	0.0192307699472	NaN
20120415	0.0226337444037	0.0724070444703	0.0141700403765	NaN
20120416	0.0174897126853	0.0724070444703	0.0182186234742	NaN
20120417	0.0226337444037	0.0665362030268	0.0171890798956	NaN
20120418	0.0226337444037	0.0645161271095	0.0151668349281	NaN
20120419	0.023686921224	0.0664711669087	0.0202224478126	NaN
20120420	0.0236625522375	0.0624390244484	0.0192502532154	NaN
20120421	0.0257201641798	0.0712195113301	0.0192502532154	NaN
20120422	0.0205761324614	0.0692682936788	0.0243161097169	NaN
20120423	0.0226337444037	0.0693359375	0.0202634241432	NaN
20120424	0.0174897126853	0.0585365854204	0.0243161097169	NaN
20120425	0.0226337444037	0.0614634156227	0.028340080753	NaN
20120426	0.0205549839884	0.0653658509254	0.0232793521136	NaN
20120427	0.0195272359997	0.0634146332741	0.0253036431968	NaN
20120428	0.0236382316798	0.0565853640437	0.0242914985865	NaN
20120429	0.0195272359997	0.0634146332741	0.0242914985865	NaN
20120430	0.0226104836911	0.0692007765174	0.0253292806447	NaN
20120501	0.0205338802189	0.0681596919894	0.0284263957292	NaN
20120502	0.0174537990242	0.0681596919894	0.0243654828519	NaN
20120503	0.0205338802189	0.0730282366276	0.0243161097169	NaN
20120504	0.0225872695446	0.0720545276999	0.0273556225002	NaN
20120505	0.0164271052927	0.0740019455552	0.0233029387891	NaN
20120506	0.0194871798158	0.0730282366276	0.0283687934279	NaN
20120507	0.0164102558047	0.0759493634105	0.0253292806447	NaN
20120508	0.0184615384787	0.0730282366276	0.0253549702466	NaN
20120509	0.0235897433013	0.0769230797887	0.0263691674918	NaN
20120510	0.0154004106298	0.0632911399007	0.0263691674918	NaN
20120511	0.0184804927558	0.0671859756112	0.0263959392905	NaN
20120512	0.0164271052927	0.0681596919894	0.0304568521678	NaN
20120513	0.0205338802189	0.0593963004649	0.0284263957292	NaN
20120514	0.0133470222354	0.0642023310065	0.0274111684412	NaN
20120515	0.0164271052927	0.062256809324	0.0324873104692	NaN
20120516	0.0102669401094	0.0661478564143	0.0335025377572	NaN
20120517	0.0143737168983	0.0603700093925	0.0314720794558	NaN
20120518	0.0143737168983	0.0584225915372	0.0294416248798	NaN
20120519	0.0164271052927	0.0555014610291	0.0284263957292	NaN
20120520	0.0143737168983	0.0584795325994	0.0294416248798	NaN
20120521	0.0154004106298	0.0555555559695	0.0284263957292	NaN
20120522	0.0154004106298	0.0555555559695	0.0314720794558	NaN
20120523	0.0164271052927	0.05170731619	0.0284263957292	NaN
20120524	0.0164271052927	0.055609755218	0.0274111684412	NaN
20120525	0.0143884895369	0.0565853640437	0.0284263957292	NaN
20120526	0.017471736297	0.0565853640437	0.0254065040499	NaN
20120527	0.017471736297	0.05170731619	0.0284552853554	NaN
20120528	0.0164439883083	0.0487329438329	0.0274669378996	NaN
20120529	0.015416238457	0.0545808970928	0.0274669378996	NaN
20120530	0.0133607396856	0.0555555559695	0.0295015256852	NaN
20120531	0.0143884895369	0.0564751699567	0.0264496430755	NaN
20120601	0.0133607396856	0.0574488788843	0.0274669378996	NaN
20120602	0.0195272359997	0.0555014610291	0.0213631745428	NaN
20120603	0.015416238457	0.0614035092294	0.0244150552899	NaN
20120604	0.017471736297	0.0575048737228	0.0172939971089	NaN
20120605	0.0112936347723	0.0584795325994	0.0243902429938	0.0625
20120606	0.0174537990242	0.0545808970928	0.0193089433014	NaN
20120607	0.0195272359997	0.0594541914761	0.0233739838004	NaN
20120608	0.0164439883083	0.0623781681061	0.0203252024949	NaN
20120609	0.015416238457	0.0574488788843	0.0243902429938	NaN
20120610	0.00822199415415	0.0330739282072	0.0122199589387	NaN
20120611	0.00411522621289	0.0359922163189	0.0152594102547	NaN
20120612	0.0102880662307	0.0418287925422	0.0193285867572	NaN
20120613	0.0123456791043	0.0418287925422	0.0193089433014	NaN
20120614	0.0133744860068	0.0466926060617	0.0263959392905	NaN
20120615	0.0102880662307	0.0505836568773	0.0284552853554	NaN
20120616	0.0144032919779	0.0544747076929	0.026422765106	NaN
20120617	0.0133882593363	0.0496108941734	0.0315040647984	NaN
20120618	0.0133882593363	0.0544747076929	0.026422765106	NaN
20120619	0.0123583935201	0.0466926060617	0.0254065040499	NaN
20120620	0.0144181260839	0.0476653687656	0.0223577227443	NaN
20120621	0.0113285277039	0.0457198433578	0.0254065040499	NaN
20120622	0.0133882593363	0.0447035953403	0.0243902429938	NaN
20120623	0.0123583935201	0.0456754118204	0.0223350245506	NaN
20120624	0.0144181260839	0.0466926060617	0.0223350245506	NaN
20120625	0.0113285277039	0.0457643605769	0.0223577227443	NaN
20120626	0.0123456791043	0.042843233794	0.0213197972626	NaN
20120627	0.0144032919779	0.041869521141	0.0192697774619	NaN
20120628	0.0143884895369	0.0458089672029	0.021298173815	NaN
20120629	0.0133470222354	0.039961013943	0.018255578354	NaN
20120630	0.0133470222354	0.0438596494496	0.0223123729229	NaN
20120701	0.0154004106298	0.0408958122134	0.021298173815	NaN
20120702	0.0154004106298	0.0419103316963	0.021298173815	NaN
20120703	0.0164271052927	0.0419103316963	0.018255578354	NaN
20120704	0.0154004106298	0.0448343083262	0.0172413792461	NaN
20120705	0.0154004106298	0.0467836260796	0.0182741116732	NaN
20120706	0.0153846153989	0.0419103316963	0.0203045681119	NaN
20120707	0.0153846153989	0.0496592000127	0.0243654828519	NaN
20120708	0.0174358971417	0.0467380732298	0.0223350245506	NaN
20120709	0.0164102558047	0.0496592000127	0.0223350245506	NaN
20120710	0.0154004106298	0.0496592000127	0.0192697774619	NaN
20120711	0.0143737168983	0.0535540394485	0.0182741116732	NaN
20120712	0.0164271052927	0.0506329126656	0.0203045681119	NaN
20120713	0.0154004106298	0.0438169427216	0.0192893408239	NaN
20120714	0.0143737168983	0.0448343083262	0.0222897678614	NaN
20120715	0.0112936347723	0.0389483943582	0.0202839765698	NaN
20120716	0.0123203285039	0.041869521141	0.0172413792461	NaN
20120717	0.0102669401094	0.0321324244142	0.0202839765698	NaN
20120718	0.0112936347723	0.034113060683	0.0202634241432	NaN
20120719	0.0112936347723	0.0389863550663	0.0222672056407	NaN
20120720	0.0164271052927	0.0302144251764	0.0182186234742	NaN
20120721	0.0133470222354	0.0380116961896	0.0222672056407	NaN
20120722	0.0154004106298	0.0350535549223	0.0192502532154	NaN
20120723	0.0123329907656	0.0331061333418	0.0172239113599	NaN
20120724	0.0133607396856	0.0350535549223	0.0182370822877	NaN
20120725	0.0123456791043	0.03602726385	0.0192502532154	NaN
20120726	0.0133744860068	0.0331061333418	0.0182370822877	NaN
20120727	0.0123329907656	0.0360623784363	0.0192502532154	NaN
20120728	0.0133607396856	0.0350877195597	0.021276595071	NaN
20120729	0.00924974307418	0.034113060683	0.0172413792461	NaN
20120730	0.0133607396856	0.0292682927102	0.0192502532154	NaN
20120731	0.0123329907656	0.0321951210499	0.0182370822877	NaN
20120801	0.0133470222354	0.0429268293083	0.0182370822877	NaN
20120802	0.0133470222354	0.0429268293083	0.0222897678614	NaN
20120803	0.0143737168983	0.0360975600779	0.0172239113599	NaN
20120804	0.0133607396856	0.0390243902803	0.0192502532154	0.029850746
20120805	0.0164271052927	0.0448780469596	0.0202634241432	NaN
20120806	0.0153846153989	0.0360975600779	0.0202634241432	NaN
20120807	0.0184615384787	0.04296875	0.0222897678614	NaN
20120808	0.0133333336562	0.0390625	0.0172239113599	NaN
20120809	0.0051282052882	0.0205278601497	0.0131712257862	NaN
20120810	0.00410256395116	0.0195503421128	0.0131712257862	NaN
20120811	0.00820512790233	0.0205278601497	0.0121457492933	NaN
20120812	0.0051282052882	0.0244140625	0.0151821859181	NaN
20120813	0.00616016425192	0.0185728259385	0.0141700403765	NaN
20120814	0.00205128197558	0.0195503421128	0.0151821859181	NaN
20120815	0.0051282052882	0.0195503421128	0.0121457492933	NaN
20120816	0.00615384615958	0.0195503421128	0.0131578948349	NaN
20120817	0.00615384615958	0.0185728259385	0.0101214572787	NaN
20120818	0.00307692307979	0.0185728259385	0.0111336028203	NaN
20120819	0.0051282052882	0.0224609375	0.0121457492933	NaN
20120820	0.00307692307979	0.0205078125	0.0111336028203	NaN
20120821	0.0051282052882	0.0243902429938	0.0111336028203	NaN
20120822	0.00410256395116	0.0195121951401	0.0111336028203	NaN
20120823	0.00410256395116	0.0253658536822	0.0131578948349	NaN
20120824	0.00307692307979	0.0224609375	0.0101214572787	NaN
20120825	0.0051282052882	0.0224609375	0.0151821859181	NaN
20120826	0.00410256395116	0.0224609375	0.0131578948349	NaN
20120827	0.0051282052882	0.0185546875	0.0101317120716	NaN
20120828	0.0051282052882	0.0175609756261	0.0162107404321	NaN
20120829	0.00717948703095	0.0185365844518	0.0131712257862	NaN
20120830	0.00410256395116	0.0156097561121	0.0152129819617	NaN
20120831	0.0051282052882	0.015625	0.0152129819617	NaN
20120901	0.00512295076624	0.0146627565846	0.0162271801382	NaN
20120902	0.00819672085345	0.0215053763241	0.0142131978646	NaN
20120903	0.0071721309796	0.0156402736902	0.0131979696453	NaN
20120904	0.00614754110575	0.0136852394789	0.0101317120716	NaN
20120905	0.00409836042672	0.017578125	0.0111448839307	NaN
20120906	0.00512295076624	0.0185546875	0.00911854114384	NaN
20120907	0.00614754110575	0.01953125	0.0111448839307	NaN
20120908	0.00614754110575	0.0244140625	0.0121580548585	NaN
20120909	0.0071721309796	0.0224609375	0.0101317120716	NaN
20120910	0.00512295076624	0.01953125	0.0131712257862	NaN
20120911	0.00614754110575	0.021484375	0.0131712257862	NaN
20120912	0.00613496918231	0.0166340507567	0.009127789177	NaN
20120913	0.00204290100373	0.019588638097	0.0152129819617	NaN
20120914	0.00408580200747	0.0186092071235	0.009127789177	NaN
20120915	0.00306435138919	0.0215475019068	0.0131845837459	NaN
20120916	0.00612870277837	0.0205680709332	0.0101317120716	NaN
20120917	0.00306122447364	0.0176297742873	0.0121580548585	NaN
20120918	0.00510204071179	0.019588638097	0.0121457492933	NaN
20120919	0.0040816324763	0.0156709104776	0.0121457492933	NaN
20120920	0.0040816324763	0.0166503433138	0.0111448839307	NaN
20120921	0.00306122447364	0.00880626216531	0.0131712257862	NaN
20120922	0.00510204071179	0.0136986300349	0.00709939142689	NaN
20120923	0.00510204071179	0.0166340507567	0.0121703855693	NaN
20120924	0.00510204071179	0.0156555771828	0.009127789177	NaN
20120925	0.00306435138919	0.0137254903093	0.00608519278467	NaN
20120926	0.00510204071179	0.0166666675359	0.00709939142689	NaN
20120927	0.00306122447364	0.0166666675359	0.0111561864614	NaN
20120928	0.0040816324763	0.0196078438312	0.00811359006912	NaN
20120929	0.0040816324763	0.0186457317322	0.009127789177	NaN
20120930	0.00612244894728	0.015701668337	0.00608519278467	NaN
20121001	0.0040816324763	0.0176643766463	0.00507099414244	NaN
20121002	0.00612870277837	0.0176470596343	0.00507614202797	NaN
20121003	0.00204290100373	0.0225490201265	0.009127789177	0.011627907
20121004	0.00612870277837	0.0176470596343	0.009127789177	NaN
20121005	0.0040816324763	0.0176470596343	0.0111448839307	NaN
20121006	0.00510204071179	0.0166666675359	0.00910931173712	NaN
20121007	0.00204290100373	0.0176470596343	0.0111448839307	NaN
20121008	0.00306435138919	0.00588235305622	0.00607902742922	NaN
20121009	0.00102145050187	0.00686274515465	0.00709939142689	NaN
20121010	0.00204290100373	0.00784313771874	0.010152284056	NaN
20121011	0.00204290100373	0.00784313771874	0.0111675122753	NaN
20121012	0.00306435138919	0.00979431904852	0.0111675122753	NaN
20121013	0.00204290100373	0.00979431904852	0.0131979696453	NaN
20121014	0.00306435138919	0.00979431904852	0.0121827414259	NaN
20121015	0.00408580200747	0.0136986300349	0.0111675122753	NaN
20121016	0.0040816324763	0.0107632093131	0.00914634112269	NaN
20121017	0.00612244894728	0.0136986300349	0.0132248215377	NaN
20121018	0.0040816324763	0.0137120466679	0.0101729398593	NaN
20121019	0.00510204071179	0.0117531828582	0.0122075276449	NaN
20121020	0.0040816324763	0.0127326147631	0.00915564596653	NaN
20121021	0.00204081623815	0.0137120466679	0.00813835207373	NaN
20121022	0.0040816324763	0.0146914785728	0.00915564596653	NaN
20121023	0.0040816324763	0.0156862754375	0.00508646992967	NaN
20121024	0.00510204071179	0.0147058824077	0.00610376382247	NaN
20121025	0.00510204071179	0.0147203141823	0.00711382133886	NaN
20121026	0.00306122447364	0.0176643766463	0.00813008099794	NaN
20121027	0.0040816324763	0.0147347738966	0.00711382133886	NaN
20121028	0.00611620815471	0.0147347738966	0.00609756074846	NaN
20121029	0.00101936794817	0.0137524558231	0.0101626012474	NaN
20121030	0.00305810407735	0.0117878196761	0.00915564596653	NaN
20121031	0.00203873589635	0.0147347738966	0.0122075276449	NaN
20121101	0.00203873589635	0.0127701377496	0.0111788613722	NaN
20121102	0.00101936794817	0.0108055006713	0.0111788613722	NaN
20121103	0.00305810407735	0.00981354247779	0.0101626012474	NaN
20121104	0.00305810407735	0.00785083416849	0.013211382553	NaN
20121105	0.00305810407735	0.0107948966324	0.00813008099794	NaN
20121106	0.00101936794817	0.00883218832314	0.0121951214969	NaN
20121107	0.00203873589635	0.00883218832314	0.0101729398593	NaN
20121108	0	0.00588812539354	0.00813835207373	NaN
20121109	0.00203873589635	0.00588812539354	0.00610376382247	NaN
20121110	0.00101832998917	0.00588812539354	0.00915564596653	NaN
20121111	0.00203665997833	0.00883218832314	0.00509164948016	NaN
20121112	0.00203665997833	0.00687622791156	0.0081549435854	NaN
20121113	0.00101832998917	0.00392927322537	0.00611620815471	NaN
20121114	0.00203665997833	0.00491159129888	0.00713557610288	NaN
20121115	0.00203665997833	0.00294985249639	0.0040774717927	NaN
20121116	0.00101832998917	0.0078740157187	0.00611620815471	NaN
20121117	0.00203665997833	0.00393700785935	0.00509683974087	NaN
20121118	0.00101832998917	0.00295275589451	0.00917431153357	NaN
20121119	0	0.00492125982419	0.00509683974087	NaN
20121120	0.00101729400922	0.00492610828951	0.0081549435854	NaN
20121121	0.00203458801843	0.0078740157187	0.00713557610288	NaN
20121122	0.00101729400922	0.00492125982419	0.00509683974087	NaN
20121123	0.00305188191123	0.00492125982419	0.00917431153357	NaN
20121124	0.00203458801843	0.00985221657902	0.00917431153357	NaN
20121125	0.00305188191123	0.00886699464172	0.00713557610288	NaN
20121126	0.00203458801843	0.00591133022681	0.0112130483612	NaN
20121127	0.00508646992967	0.00688298931345	0.00917431153357	NaN
20121128	0.00407331995666	0.00884955748916	0.00917431153357	NaN
20121129	0.00509164948016	0.0108161261305	0.0112130483612	NaN
20121130	0.00509164948016	0.00786627363414	0.0112130483612	NaN
20121201	0.00610997946933	0.0108161261305	0.0101936794817	NaN
20121202	0.00407331995666	0.00589390983805	0.0112130483612	NaN
20121203	0.00407331995666	0.0117878196761	0.0101936794817	NaN
20121204	0.00509164948016	0.00884086452425	0.0081549435854	NaN
20121205	0.00509683974087	0.0107948966324	0.00917431153357	NaN
20121206	0.0040774717927	0.00981354247779	0.0081549435854	NaN
20121207	0.0040774717927	0.0117762507871	0.0081549435854	NaN
20121208	0.00611620815471	0.00785854645073	0.00612244894728	NaN
20121209	0.00917431153357	0.0137524558231	0.0102145047858	NaN
20121210	0.00611620815471	0.0117878196761	0.0122574055567	NaN
20121211	0.0101936794817	0.0147492624819	0.0183861088008	NaN
20121212	0.0101832989603	0.0127826938406	0.0163432080299	NaN
20121213	0.0122199589387	0.0176991149783	0.0163432080299	NaN
20121214	0.00713557610288	0.0137659786269	0.0204498972744	NaN
20121215	0.0081549435854	0.016715830192	0.0194472875446	NaN
20121216	0.00611620815471	0.0127701377496	0.0163766629994	NaN
20121217	0.00713557610288	0.0196463651955	0.0143295805901	NaN
20121218	0.0040774717927	0.0127701377496	0.0153531217948	NaN
20121219	0.00713557610288	0.0176991149783	0.0174002051354	NaN
20121220	0.00509683974087	0.0147492624819	0.0143295805901	NaN
20121221	0.00713557610288	0.0137659786269	0.0184237454087	NaN
20121222	0.0040774717927	0.0137795275077	0.0153531217948	NaN
20121223	0.00713557610288	0.0137795275077	0.0174002051354	NaN
20121224	0.00509683974087	0.0108267720789	0.0163599178195	NaN
20121225	0.00612244894728	0.0127826938406	0.013292433694	NaN
20121226	0.00612244894728	0.00786627363414	0.0153374234214	NaN
20121227	0.00510204071179	0.0108161261305	0.0143149280921	NaN
20121228	0.00612870277837	0.00785854645073	0.0163432080299	NaN
20121229	0.00715015316382	0.00392541708425	0.0153217567131	NaN
20121230	0.00510725239292	0.00588812539354	0.0153374234214	NaN
20121231	0.00714285718277	0.00588812539354	0.013292433694	NaN
20130101	0.00510204071179	0.00588812539354	0.0143149280921	NaN
20130102	0.00306122447364	0.00490677123889	0.0143295805901	NaN
20130103	0.00510204071179	0.00686948001385	0.0174002051354	NaN
20130104	0.0040816324763	0.00883218832314	0.0143295805901	NaN
20130105	0.0040816324763	0.00588812539354	0.0174002051354	NaN
20130106	0.00510204071179	0.00983284134418	0.0163599178195	NaN
20130107	0.00612870277837	0.00884955748916	0.0173824131489	NaN
20130108	0.00715015316382	0.00983284134418	0.0174002051354	NaN
20130109	0.00612870277837	0.0108267720789	0.0143295805901	NaN
20130110	0.00612244894728	0.00984251964837	0.0143295805901	NaN
20130111	0.00510204071179	0.0088582681492	0.0143295805901	NaN
20130112	0.00612244894728	0.0137795275077	0.0112704914063	NaN
20130113	0.00306122447364	0.0078740157187	0.0123076923192	NaN
20130114	0.0081632649526	0.0118110235781	0.0112820509821	NaN
20130115	0.00510204071179	0.0108161261305	0.0102564105764	NaN
20130116	0.0081549435854	0.0108055006713	0.0102564105764	NaN
20130117	0.00509683974087	0.0108055006713	0.0102564105764	NaN
20130118	0.0040816324763	0.00785854645073	0.0143589740619	NaN
20130119	0.00204081623815	0.00884086452425	0.0123076923192	NaN
20130120	0.00612244894728	0.00982318259776	0.0112820509821	NaN
20130121	0.00714285718277	0.00785854645073	0.0102564105764	NaN
20130122	0.00510725239292	0.00785854645073	0.0133060384542	NaN
20130123	0.00510725239292	0.00785854645073	0.00920245423913	NaN
20130124	0.00510725239292	0.00982318259776	0.013292433694	NaN
20130125	0.00510725239292	0.00589390983805	0.00817995890975	NaN
20130126	0.00408580200747	0.00884955748916	0.013292433694	NaN
