date	funestus_sc_2_arabiensis_sc_4.5	funestus_sc_2.5_arabiensis_sc_2.5	funestus_sc_4_arabiensis_sc_62	observed
20120301	0.030959751457	0.0429009199142	0.270980775356	NaN
20120302	0.0381443314254	0.0408580191433	0.254802823067	NaN
20120303	0.0319587625563	0.0388151183724	0.269969671965	NaN
20120304	0.0360824726522	0.0357507653534	0.255813956261	NaN
20120305	0.0371134020388	0.0347293168306	0.270980775356	NaN
20120306	0.0381050445139	0.0378323122859	0.256825089455	NaN
20120307	0.0360453128815	0.0377551019192	0.254545450211	NaN
20120308	0.0401234552264	0.0469387769699	0.243680492044	NaN
20120309	0.031893003732	0.0397959165275	0.270242929459	NaN
20120310	0.0380658432841	0.045965269208	0.261133611202	NaN
20120311	0.0339506156743	0.0408580191433	0.270242929459	NaN
20120312	0.0360082313418	0.045965269208	0.273279339075	NaN
20120313	0.031893003732	0.046986721456	0.270242929459	NaN
20120314	0.0370751805604	0.0408580191433	0.283114254475	NaN
20120315	0.0360453128815	0.0450358241796	0.304347813129	NaN
20120316	0.0391349121928	0.0511770732701	0.300303339958	NaN
20120317	0.0329557172954	0.0440122820437	0.334681510925	NaN
20120318	0.0380658432841	0.0440122820437	0.328614771366	NaN
20120319	0.0360453128815	0.0470829084516	0.339051455259	NaN
20120320	0.0288065839559	0.0450358241796	0.358224004507	NaN
20120321	0.0277777779847	0.0450358241796	0.384072571993	NaN
20120322	0.0360082313418	0.0470829084516	0.383064508438	NaN
20120323	0.0288065839559	0.0440122820437	0.410282254219	NaN
20120324	0.0298047270626	0.0542476959526	0.413306444883	NaN
20120325	0.0246659815311	0.0491299889982	0.418346762657	NaN
20120326	0.0308324769139	0.0439672805369	0.431451618671	NaN
20120327	0.0277492292225	0.0450358241796	0.444556444883	NaN
20120328	0.0318602249026	0.047034766525	0.451612889767	NaN
20120329	0.0246659815311	0.0368098169565	0.456653237343	NaN
20120330	0.0308324769139	0.0490797534585	0.456653237343	NaN
20120331	0.0277492292225	0.0347648262978	0.465256810188	NaN
20120401	0.0328879766166	0.0388945750892	0.462235659361	NaN
20120402	0.0308008212596	0.0337768681347	0.474320232868	NaN
20120403	0.0349075980484	0.0368474908173	0.485887110233	NaN
20120404	0.0318275168538	0.0337768681347	0.493951618671	NaN
20120405	0.033846154809	0.0358239524066	0.490413725376	NaN
20120406	0.033846154809	0.0296827014536	0.488395571709	NaN
20120407	0.0307692307979	0.034693878144	0.490927428007	NaN
20120408	0.0307692307979	0.0306435134262	0.498489439488	NaN
20120409	0.0317948721349	0.0286006126553	0.49698188901	NaN
20120410	0.0307692307979	0.0275510195643	0.505030155182	NaN
20120411	0.033846154809	0.0295918360353	0.504531741142	NaN
20120412	0.0327868834138	0.0296220630407	0.506545841694	NaN
20120413	0.0358606539667	0.0296220630407	0.515609264374	NaN
20120414	0.0327868834138	0.0326864160597	0.508064508438	NaN
20120415	0.0327868834138	0.0357507653534	0.493440955877	NaN
20120416	0.0389344245195	0.0275791622698	0.502522706985	NaN
20120417	0.0378710329533	0.0357507653534	0.501513600349	NaN
20120418	0.0317297838628	0.0286006126553	0.497477293014	NaN
20120419	0.0419651977718	0.0377936661243	0.487903237343	NaN
20120420	0.0327533259988	0.0275791622698	0.478830635548	NaN
20120421	0.0388945750892	0.0347293168306	0.485887110233	NaN
20120422	0.0326864160597	0.0337078645825	0.486404836178	NaN
20120423	0.0398365668953	0.0377936661243	0.469284981489	NaN
20120424	0.0398365668953	0.0306435134262	0.48338368535	NaN
20120425	0.0388151183724	0.0368098169565	0.475327283144	NaN
20120426	0.0306435134262	0.0337423309684	0.474320232868	NaN
20120427	0.0397959165275	0.0368098169565	0.47633433342	NaN
20120428	0.0295918360353	0.0357507653534	0.47633433342	NaN
20120429	0.0336734689772	0.0336734689772	0.485397785902	NaN
20120430	0.0316326543689	0.0357142873108	0.480362534523	NaN
20120501	0.0357142873108	0.0366972461343	0.468277931213	NaN
20120502	0.0326530598104	0.0366598777473	0.486404836178	NaN
20120503	0.0367346927524	0.040774717927	0.472782254219	NaN
20120504	0.0316326543689	0.0295616723597	0.474798381329	NaN
20120505	0.0316326543689	0.031600408256	0.463242709637	NaN
20120506	0.0306122452021	0.0366972461343	0.470292031765	NaN
20120507	0.0306748468429	0.0397553518415	0.46579477191	NaN
20120508	0.0255623720586	0.0336391441524	0.459758549929	NaN
20120509	0.0255623720586	0.0387359820306	0.471830993891	NaN
20120510	0.0245398767292	0.0346585102379	0.470824956894	NaN
20120511	0.0255623720586	0.031600408256	0.467336684465	NaN
20120512	0.0265577118844	0.0275229364634	0.48088529706	NaN
20120513	0.0326864160597	0.0275229364634	0.474849104881	NaN
20120514	0.0244897957891	0.0326197743416	0.476861178875	NaN
20120515	0.0244897957891	0.0336391441524	0.475855141878	NaN
20120516	0.0265306122601	0.0295616723597	0.486921519041	NaN
20120517	0.0255102049559	0.0295616723597	0.487927556038	NaN
20120518	0.023469388485	0.0275229364634	0.484909445047	NaN
20120519	0.0265577118844	0.0295616723597	0.487927556038	NaN
20120520	0.0245148111135	0.021428572014	0.503517568111	NaN
20120521	0.0265577118844	0.0295918360353	0.51457285881	NaN
20120522	0.0224719103426	0.021428572014	0.501507520676	NaN
20120523	0.0265577118844	0.0244897957891	0.498993963003	NaN
20120524	0.021428572014	0.017346939072	0.498489439488	NaN
20120525	0.0285714287311	0.019387755543	0.489425987005	NaN
20120526	0.021428572014	0.0193482693285	0.484390735626	NaN
20120527	0.0255102049559	0.0224032588303	0.481369584799	NaN
20120528	0.021428572014	0.0203665979207	0.472306132317	NaN
20120529	0.0265577118844	0.0234215892851	0.488418936729	NaN
20120530	0.0224719103426	0.0224032588303	0.486404836178	NaN
20120531	0.0286298561841	0.0224032588303	0.475327283144	NaN
20120601	0.0286591611803	0.0173116084188	0.470292031765	NaN
20120602	0.0296523515135	0.026476578787	0.484390735626	NaN
20120603	0.0296523515135	0.0224032588303	0.459214508533	NaN
20120604	0.0337423309684	0.0234215892851	0.4688128829	NaN
20120605	0.0275510195643	0.0234215892851	0.458207458258	0.028985507
20120606	0.0336391441524	0.025432350114	0.465725809336	NaN
20120607	0.0295616723597	0.0224032588303	0.462701618671	NaN
20120608	0.0326197743416	0.025432350114	0.447129905224	NaN
20120609	0.0265035685152	0.0244399178773	0.4481369555	NaN
20120610	0.0193679910153	0.0122199589387	0.212487414479	NaN
20120611	0.0132788559422	0.014256618917	0.224572002888	NaN
20120612	0.0122574055567	0.0203873589635	0.224798381329	NaN
20120613	0.0153217567131	0.0152905201539	0.228830650449	NaN
20120614	0.0224489793181	0.0203665979207	0.211480364203	NaN
20120615	0.0183673463762	0.014256618917	0.215508565307	NaN
20120616	0.0224489793181	0.0254582483321	0.205438062549	NaN
20120617	0.023469388485	0.0172939971089	0.227593153715	NaN
20120618	0.0224032588303	0.0223804675043	0.222557902336	NaN
20120619	0.0224032588303	0.0183112919331	0.225579053163	NaN
20120620	0.0193482693285	0.0244150552899	0.214717745781	NaN
20120621	0.0233977623284	0.0162767041475	0.217741936445	NaN
20120622	0.0244150552899	0.0213631745428	0.223790317774	NaN
20120623	0.0244150552899	0.0183112919331	0.21875	NaN
20120624	0.0233977623284	0.0223804675043	0.219758063555	NaN
20120625	0.0244150552899	0.0243902429938	0.211693555117	NaN
20120626	0.0244399178773	0.0192893408239	0.220988899469	NaN
20120627	0.0234215892851	0.0213197972626	0.217961654067	NaN
20120628	0.0213849283755	0.0233502537012	0.225806444883	NaN
20120629	0.0193482693285	0.0203045681119	0.202620968223	NaN
20120630	0.0224032588303	0.0233502537012	0.222782254219	NaN
20120701	0.0203665979207	0.0233502537012	0.208669349551	NaN
20120702	0.0203458797187	0.0203045681119	0.214717745781	NaN
20120703	0.0172939971089	0.0162271801382	0.200604841113	NaN
20120704	0.0203458797187	0.018255578354	0.191532254219	NaN
20120705	0.0233739838004	0.0141987828538	0.200604841113	NaN
20120706	0.0213631745428	0.0162271801382	0.192540317774	NaN
20120707	0.0173116084188	0.0172413792461	0.182459682226	NaN
20120708	0.0224032588303	0.0162271801382	0.183467745781	NaN
20120709	0.0213849283755	0.0141987828538	0.189516127109	NaN
20120710	0.0213849283755	0.0172413792461	0.185483872891	NaN
20120711	0.0223804675043	0.0162271801382	0.178427413106	NaN
20120712	0.025432350114	0.021298173815	0.195564523339	NaN
20120713	0.0224032588303	0.018255578354	0.181634709239	NaN
20120714	0.0244399178773	0.0162107404321	0.181634709239	NaN
20120715	0.0213849283755	0.0172239113599	0.177419349551	NaN
20120716	0.0244399178773	0.0121703855693	0.161127895117	NaN
20120717	0.0183299388737	0.014184396714	0.172205433249	NaN
20120718	0.0183299388737	0.0151975685731	0.161127895117	NaN
20120719	0.0183299388737	0.0121580548585	0.152064457536	NaN
20120720	0.0173116084188	0.0121580548585	0.156092643738	NaN
20120721	0.0183299388737	0.0152129819617	0.150050356984	NaN
20120722	0.0193482693285	0.0141987828538	0.15105740726	NaN
20120723	0.0183486230671	0.0121827414259	0.160120844841	NaN
20120724	0.0193679910153	0.0152284260839	0.14989939332	NaN
20120725	0.0183486230671	0.0162601619959	0.155935615301	NaN
20120726	0.0193679910153	0.0162601619959	0.144869208336	NaN
20120727	0.0163098871708	0.0172764230519	0.142857149243	NaN
20120728	0.0163098871708	0.0233502537012	0.149043306708	NaN
20120729	0.0163098871708	0.0182741116732	0.148185476661	NaN
20120730	0.0203873589635	0.0182741116732	0.138244196773	NaN
20120731	0.0142711522058	0.0182741116732	0.130303025246	NaN
20120801	0.0152905201539	0.0223577227443	0.1343434304	NaN
20120802	0.0152905201539	0.0233739838004	0.129292935133	NaN
20120803	0.0132382893935	0.0213414635509	0.12942366302	NaN
20120804	0.0112016294152	0.0182926822454	0.123481780291	0.018691589
20120805	0.00813835207373	0.0182741116732	0.11943320185	NaN
20120806	0.00915564596653	0.0152129819617	0.119312435389	NaN
20120807	0.00914634112269	0.0202839765698	0.115267947316	NaN
20120808	0.00508130062372	0.0202839765698	0.107178971171	NaN
20120809	0.00712105818093	0.00913705583662	0.0647118315101	NaN
20120810	0.00406917603686	0.010152284056	0.0596562176943	NaN
20120811	0.00712105818093	0.00914634112269	0.0535894855857	NaN
20120812	0.00508646992967	0.00711382133886	0.0758341774344	NaN
20120813	0.0112016294152	0.0101626012474	0.0657229498029	NaN
20120814	0.00610997946933	0.010152284056	0.0788675397634	NaN
20120815	0.0101832989603	0.009127789177	0.0697674453258	NaN
20120816	0.0112016294152	0.0111561864614	0.0859453976154	NaN
20120817	0.0101832989603	0.0101419882849	0.081900909543	NaN
20120818	0.0132382893935	0.0121703855693	0.0920121371746	NaN
20120819	0.0112016294152	0.0101419882849	0.0879676416516	NaN
20120820	0.0112016294152	0.00709939142689	0.081900909543	NaN
20120821	0.0142711522058	0.0131845837459	0.0829120352864	NaN
20120822	0.014256618917	0.0101419882849	0.0900809690356	NaN
20120823	0.0122199589387	0.0111448839307	0.0840080976486	NaN
20120824	0.0132382893935	0.014184396714	0.0869565233588	NaN
20120825	0.0173116084188	0.0151975685731	0.0899898856878	NaN
20120826	0.0112016294152	0.0131712257862	0.0898989886046	NaN
20120827	0.014256618917	0.0151975685731	0.0767676755786	NaN
20120828	0.0122199589387	0.0131578948349	0.081900909543	NaN
20120829	0.014256618917	0.0141700403765	0.0768452957273	NaN
20120830	0.0132382893935	0.0131445908919	0.0798786655068	NaN
20120831	0.0162932798266	0.0131313130259	0.0758341774344	NaN
20120901	0.0132382893935	0.00909090880305	0.0808897912502	NaN
20120902	0.0162932798266	0.0101010100916	0.0717896893621	NaN
20120903	0.0142421163619	0.00808080844581	0.0626895874739	NaN
20120904	0.0172939971089	0.00809716619551	0.0647118315101	NaN
20120905	0.0132248215377	0.00708502018824	0.0657229498029	NaN
20120906	0.014256618917	0.00809716619551	0.0647118315101	NaN
20120907	0.0112016294152	0.00607287464663	0.0617408901453	NaN
20120908	0.0132382893935	0.0101214572787	0.0637651830912	NaN
20120909	0.0101936794817	0.0101214572787	0.0627530366182	NaN
20120910	0.0122324163094	0.00809716619551	0.0617408901453	NaN
20120911	0.0101936794817	0.00809716619551	0.0627530366182	NaN
20120912	0.0081549435854	0.00910931173712	0.0627530366182	NaN
20120913	0.0101936794817	0.00708502018824	0.0608519278467	NaN
20120914	0.0101832989603	0.00607902742922	0.0567375868559	NaN
20120915	0.00814663991332	0.00709219835699	0.06180344522	NaN
20120916	0.00916496943682	0.00709219835699	0.0526849031448	NaN
20120917	0.00814663991332	0.00911854114384	0.0587044544518	NaN
20120918	0.00814663991332	0.00709219835699	0.0506072863936	NaN
20120919	0.00712830945849	0.00608519278467	0.0536437258124	NaN
20120920	0.00610997946933	0.00709939142689	0.0546558722854	NaN
20120921	0.00814663991332	0.00507099414244	0.0576923079789	NaN
20120922	0.00712830945849	0.00709939142689	0.0576923079789	NaN
20120923	0.00610997946933	0.00709939142689	0.0597771033645	NaN
20120924	0.00814663991332	0.00709939142689	0.0607287436724	NaN
20120925	0.00814663991332	0.00913705583662	0.0627530366182	NaN
20120926	0.0112016294152	0.00609137071297	0.0637651830912	NaN
20120927	0.0101832989603	0.0071065989323	0.0597771033645	NaN
20120928	0.00915564596653	0.00913705583662	0.0638297870755	NaN
20120929	0.00915564596653	0.010152284056	0.06180344522	NaN
20120930	0.0101832989603	0.00913705583662	0.0607902742922	NaN
20121001	0.00916496943682	0.0071065989323	0.0638297870755	NaN
20121002	0.0112016294152	0.0111561864614	0.0587639324367	NaN
20121003	0.0112016294152	0.0101419882849	0.0648429617286	0.0
20121004	0.0122199589387	0.00810537021607	0.0536980740726	NaN
20121005	0.00814663991332	0.00607902742922	0.0557244159281	NaN
20121006	0.0101832989603	0.00810537021607	0.0496453903616	NaN
20121007	0.0112016294152	0.00607902742922	0.0567375868559	NaN
20121008	0.00916496943682	0.00709219835699	0.0283687934279	NaN
20121009	0.00610997946933	0.00709219835699	0.0364741645753	NaN
20121010	0.00509164948016	0.00607902742922	0.0395136773586	NaN
20121011	0.00813835207373	0.00607902742922	0.0364741645753	NaN
20121012	0.00915564596653	0.00709219835699	0.0364741645753	NaN
20121013	0.00712105818093	0.00709219835699	0.039473682642	NaN
20121014	0.00712105818093	0.00607287464663	0.0354251004756	NaN
20121015	0.00813835207373	0.00606673397124	0.0364372469485	NaN
20121016	0.00915564596653	0.00606673397124	0.0364372469485	NaN
20121017	0.00915564596653	0.00404448946938	0.0344129540026	NaN
20121018	0.00712105818093	0.00202224473469	0.0353892818093	NaN
20121019	0.0132248215377	0.00404040422291	0.0404448956251	NaN
20121020	0.0111902337521	0.00403632689267	0.0343781597912	NaN
20121021	0.0122075276449	0.0030272451695	0.0424671396613	NaN
20121022	0.0152594102547	0.00201816344634	0.0353892818093	NaN
20121023	0.0122075276449	0.00404040422291	0.0384226478636	NaN
20121024	0.0111902337521	0.00404040422291	0.0343781597912	NaN
20121025	0.0101729398593	0.00303030293435	0.0465116277337	NaN
20121026	0.0101729398593	0.0030272451695	0.0293522272259	NaN
20121027	0.0111902337521	0.0030272451695	0.0374493934214	NaN
20121028	0.00915564596653	0.00706357229501	0.0353892818093	NaN
20121029	0.00712105818093	0.00504540884867	0.032355915755	NaN
20121030	0.00814663991332	0.0060606058687	0.0343781597912	NaN
20121031	0.0101832989603	0.00404040422291	0.0414560176432	NaN
20121101	0.00916496943682	0.0050505050458	0.0364004038274	NaN
20121102	0.00814663991332	0.0050505050458	0.0353535339236	NaN
20121103	0.0101832989603	0.0050505050458	0.0343434326351	NaN
20121104	0.0101832989603	0.00202224473469	0.0353535339236	NaN
20121105	0.0112016294152	0.00404448946938	0.0383838377893	NaN
20121106	0.0101832989603	0.00202224473469	0.0373737365007	NaN
20121107	0.0112016294152	0.00404448946938	0.0444444455206	NaN
20121108	0.0122199589387	0.00303030293435	0.0424242429435	NaN
20121109	0.0112130483612	0.00505561195314	0.0464646480977	NaN
20121110	0.0112130483612	0.00303336698562	0.0424242429435	NaN
20121111	0.00916496943682	0.00404448946938	0.0444444455206	NaN
20121112	0.0101832989603	0.00303336698562	0.0494949482381	NaN
20121113	0.0101832989603	0.00303336698562	0.0494949482381	NaN
20121114	0.00814663991332	0.00202224473469	0.0393939390779	NaN
20121115	0.0112016294152	0.00404448946938	0.0434343442321	NaN
20121116	0.00814663991332	0.00101112236735	0.0424242429435	NaN
20121117	0.0122324163094	0.00303336698562	0.0404040403664	NaN
20121118	0.0112244896591	0.00303336698562	0.0332996957004	NaN
20121119	0.0081632649526	0.00202224473469	0.0393541865051	NaN
20121120	0.00918367318809	0	0.0343087799847	NaN
20121121	0.0112359551713	0.00202020211145	0.0383451059461	NaN
20121122	0.00919305440038	0.00101010105573	0.0393541865051	NaN
20121123	0.00612870277837	0.00101010105573	0.0343087799847	NaN
20121124	0.0102145047858	0.00101010105573	0.037336025387	NaN
20121125	0.00612870277837	0.00101010105573	0.037336025387	NaN
20121126	0.0112359551713	0.00101010105573	0.0333670377731	NaN
20121127	0.00817160401493	0.00202020211145	0.0343781597912	NaN
20121128	0.0102145047858	0.00202020211145	0.0293225478381	NaN
20121129	0.00715015316382	0.0030272451695	0.0344129540026	NaN
20121130	0.00817160401493	0.00201816344634	0.0354251004756	NaN
20121201	0.00817160401493	0.00100908172317	0.028340080753	NaN
20121202	0.00919305440038	0.00201816344634	0.032388664782	NaN
20121203	0.0081632649526	0.00100806448609	0.0303643718362	NaN
20121204	0.0081632649526	0.00201612897217	0.0313765183091	NaN
20121205	0.00918367318809	0.00101010105573	0.0303643718362	NaN
20121206	0.0081632649526	0.00101010105573	0.0273556225002	NaN
20121207	0.00712830945849	0.00100908172317	0.0314083062112	NaN
20121208	0.00915564596653	0	0.0314083062112	NaN
20121209	0.0111902337521	0.00504032243043	0.0283687934279	NaN
20121210	0.0101729398593	0.00504032243043	0.0293819662184	NaN
20121211	0.0152594102547	0.00806451588869	0.0374873355031	NaN
20121212	0.0183112919331	0.00908173527569	0.0364741645753	NaN
20121213	0.0152594102547	0.0131180621684	0.0395136773586	NaN
20121214	0.0162932798266	0.0131180621684	0.0364741645753	NaN
20121215	0.0152749493718	0.0151362260804	0.0395136773586	NaN
20121216	0.0152749493718	0.012108980678	0.0374873355031	NaN
20121217	0.014256618917	0.012108980678	0.0385005064309	NaN
20121218	0.0162932798266	0.0110998991877	0.0324214808643	NaN
20121219	0.014256618917	0.0110998991877	0.0324214808643	NaN
20121220	0.0152749493718	0.0110998991877	0.0324214808643	NaN
20121221	0.0162932798266	0.0110998991877	0.0374873355031	NaN
20121222	0.0152749493718	0.00706357229501	0.0324214808643	NaN
20121223	0.0163098871708	0.0110998991877	0.0344478227198	NaN
20121224	0.0152905201539	0.0100806448609	0.0314083062112	NaN
20121225	0.0163098871708	0.00806451588869	0.0344129540026	NaN
20121226	0.0101936794817	0.00907258037478	0.0354251004756	NaN
20121227	0.0122199589387	0.00806451588869	0.0364741645753	NaN
20121228	0.0122075276449	0.0070564514026	0.0374873355031	NaN
20121229	0.0142276426777	0.00907258037478	0.0303951371461	NaN
20121230	0.0101626012474	0.00605449033901	0.0273556225002	NaN
20121231	0.0121951214969	0.00504540884867	0.0303951371461	NaN
20130101	0.0121951214969	0.00604838691652	0.0243161097169	NaN
20130102	0.0152439028025	0.00604838691652	0.0243161097169	NaN
20130103	0.0142276426777	0.0050352467224	0.0212550610304	NaN
20130104	0.013211382553	0.00604229606688	0.0243161097169	NaN
20130105	0.0142276426777	0.00604229606688	0.0273556225002	NaN
20130106	0.013211382553	0.00704934541136	0.0283687934279	NaN
20130107	0.013211382553	0.00603621732444	0.0283687934279	NaN
20130108	0.0121951214969	0.00804828945547	0.0293819662184	NaN
20130109	0.0142421163619	0.00603621732444	0.0344827584922	NaN
20130110	0.0122075276449	0.00703517580405	0.0294117648154	NaN
20130111	0.0132248215377	0.00502512557432	0.0253036431968	NaN
20130112	0.0122075276449	0.0050352467224	0.0313765183091	NaN
20130113	0.0132248215377	0.00402819737792	0.0222672056407	NaN
20130114	0.0132248215377	0.00402819737792	0.0293522272259	NaN
20130115	0.00916496943682	0.00302114803344	0.0242914985865	NaN
20130116	0.0112016294152	0.00604229606688	0.0314083062112	NaN
20130117	0.0112016294152	0.00302419345826	0.0283975657076	NaN
20130118	0.0111902337521	0.00403225794434	0.0304259639233	NaN
20130119	0.00915564596653	0.0050352467224	0.0222897678614	NaN
20130120	0.0111902337521	0.00604229606688	0.0293819662184	NaN
20130121	0.0101729398593	0.00503018125892	0.0243161097169	NaN
20130122	0.00915564596653	0.00603621732444	0.0283687934279	NaN
20130123	0.00610376382247	0.00704225338995	0.0263424515724	NaN
20130124	0.00915564596653	0.00704225338995	0.0314083062112	NaN
20130125	0.00712105818093	0.00704225338995	0.0283687934279	NaN
20130126	0.0101729398593	0.00704225338995	0.0293819662184	NaN
20130127	0.00814663991332	0.00402414472774	0.0243161097169	NaN
20130128	0.0101729398593	0.00704225338995	0.0314083062112	NaN
20130129	0.00814663991332	0.00704225338995	0.0253292806447	NaN
20130130	0.0101832989603	0.00603621732444	0.0354609936476	NaN
20130131	0.00916496943682	0.00603621732444	0.0385005064309	NaN
20130201	0.00814663991332	0.00704225338995	0.0374493934214	NaN
20130202	0.0081549435854	0.00703517580405	0.0384615398943	NaN
20130203	0.0112016294152	0.00502008013427	0.0435222685337	NaN
