date	funestus_sc_1_arabiensis_sc_3	funestus_sc_1.5_arabiensis_sc_3	funestus_sc_4.5_arabiensis_sc_57	observed
20120302	0.0370009727776	0.0510510504246	0.307537674904	NaN
20120303	0.0311587154865	0.0509999990463	0.313567847013	NaN
20120304	0.03602726385	0.0489999987185	0.309547752142	NaN
20120305	0.0340798459947	0.0469999983907	0.315577894449	NaN
20120306	0.0331061333418	0.0469999983907	0.326633155346	NaN
20120307	0.0311587154865	0.0439999997616	0.32462310791	NaN
20120308	0.0330739282072	0.0470470488071	0.341708540916	NaN
20120309	0.0321011655033	0.0440440438688	0.34472361207	NaN
20120310	0.0350535549223	0.0470470488071	0.356783926487	NaN
20120311	0.0350194536149	0.0390390381217	0.376884430647	NaN
20120312	0.0370009727776	0.0450450442731	0.387939691544	NaN
20120313	0.0340798459947	0.0420420430601	0.410050243139	NaN
20120314	0.0389483943582	0.0430430434644	0.424120604992	NaN
20120315	0.03602726385	0.0480480492115	0.430150747299	NaN
20120316	0.0399221032858	0.0450450442731	0.427135676146	NaN
20120317	0.0398832671344	0.0440440438688	0.447236180305	NaN
20120318	0.0418287925422	0.0500500500202	0.437185943127	NaN
20120319	0.0399221032858	0.0460000000894	0.441206037998	NaN
20120320	0.0379746817052	0.0480000004172	0.436180919409	NaN
20120321	0.0457643605769	0.0450000017881	0.451256275177	NaN
20120322	0.0477582849562	0.0419999994338	0.456281393766	NaN
20120323	0.0487329438329	0.0440440438688	0.471356779337	NaN
20120324	0.0419103316963	0.0450450442731	0.474371850491	NaN
20120325	0.0467836260796	0.0430430434644	0.471356779337	NaN
20120326	0.0438596494496	0.0430861711502	0.470351755619	NaN
20120327	0.0399221032858	0.0410821661353	0.484422117472	NaN
20120328	0.0408958122134	0.0470941886306	0.5	NaN
20120329	0.0379746817052	0.0490981973708	0.493963778019	NaN
20120330	0.0370009727776	0.0521042086184	0.495975852013	NaN
20120331	0.0408958122134	0.0501001998782	0.518108665943	NaN
20120401	0.0379746817052	0.0541624873877	0.501006007194	NaN
20120402	0.0389863550663	0.0491474419832	0.513078451157	NaN
20120403	0.0380116961896	0.0621865615249	0.516096591949	NaN
20120404	0.034113060683	0.0561122260988	0.511581063271	NaN
20120405	0.0389863550663	0.0490981973708	0.504531741142	NaN
20120406	0.0389863550663	0.048096191138	0.512072443962	NaN
20120407	0.0438596494496	0.0521042086184	0.512072443962	NaN
20120408	0.0409356728196	0.0501001998782	0.530181109905	NaN
20120409	0.0438596494496	0.0501001998782	0.528169035912	NaN
20120410	0.0477582849562	0.0571142286062	0.516582906246	NaN
20120411	0.0448343083262	0.0521042086184	0.523618102074	NaN
20120412	0.0487329438329	0.051102206111	0.525679767132	NaN
20120413	0.0457643605769	0.0581745244563	0.521651566029	NaN
20120414	0.042843233794	0.0531594790518	0.503024220467	NaN
20120415	0.0408958122134	0.0531594790518	0.525201618671	NaN
20120416	0.041869521141	0.052156470716	0.527217745781	NaN
20120417	0.0399221032858	0.0461384169757	0.528225779533	NaN
20120418	0.048685491085	0.0531594790518	0.507056474686	NaN
20120419	0.0457643605769	0.0511534586549	0.534274220467	NaN
20120420	0.0477117821574	0.0501504503191	0.504032254219	NaN
20120421	0.0438169427216	0.0481444336474	0.524722516537	NaN
20120422	0.0457643605769	0.0400801599026	0.492431879044	NaN
20120423	0.0438169427216	0.048096191138	0.492929279804	NaN
20120424	0.0379746817052	0.0470941886306	0.505561172962	NaN
20120425	0.0408560298383	0.0490981973708	0.484327614307	NaN
20120426	0.04377431795	0.0470941886306	0.485829949379	NaN
20120427	0.038872692734	0.0420841686428	0.495951414108	NaN
20120428	0.0427184477449	0.0470470488071	0.480769217014	NaN
20120429	0.0407371483743	0.0490981973708	0.477732807398	NaN
20120430	0.0455426350236	0.0501001998782	0.477203637362	NaN
20120501	0.037790697068	0.0440881773829	0.479229986668	NaN
20120502	0.0416263304651	0.0470941886306	0.482269495726	NaN
20120503	0.040618956089	0.048096191138	0.48733535409	NaN
20120504	0.037717603147	0.0420841686428	0.48328268528	NaN
20120505	0.043520309031	0.0470941886306	0.493414372206	NaN
20120506	0.046421661973	0.0460921861231	0.490374863148	NaN
20120507	0.043520309031	0.0420841686428	0.500506579876	NaN
20120508	0.0396135263145	0.0440881773829	0.492401212454	NaN
20120509	0.0396135263145	0.0440881773829	0.486322194338	NaN
20120510	0.037681158632	0.0541082173586	0.492401212454	NaN
20120511	0.0357833653688	0.0440881773829	0.474164128304	NaN
20120512	0.0357833653688	0.0430430434644	0.485309004784	NaN
20120513	0.0357833653688	0.0460460446775	0.488866388798	NaN
20120514	0.0377541147173	0.0410821661353	0.480769217014	NaN
20120515	0.0358180068433	0.0470941886306	0.480769217014	NaN
20120516	0.0396902225912	0.0450450442731	0.477732807398	NaN
20120517	0.0329138450324	0.0430000014603	0.495951414108	NaN
20120518	0.0367860607803	0.0469999983907	0.480769217014	NaN
20120519	0.0348162464797	0.0460000000894	0.481781363487	NaN
20120520	0.0367504842579	0.0440440438688	0.492401212454	NaN
20120521	0.0348162464797	0.0480480492115	0.484295845032	NaN
20120522	0.0396902225912	0.0460460446775	0.49848023057	NaN
20120523	0.0329138450324	0.0460460446775	0.489361703396	NaN
20120524	0.0396902225912	0.037037037313	0.503546118736	NaN
20120525	0.0329138450324	0.0420420430601	0.482269495726	NaN
20120526	0.0367860607803	0.0400400385261	0.474164128304	NaN
20120527	0.0338818989694	0.0410821661353	0.479716032743	NaN
20120528	0.0387221686542	0.0430861711502	0.473096460104	NaN
20120529	0.0338818989694	0.0390781573951	0.472081214189	NaN
20120530	0.0309777352959	0.0380761511624	0.461928933859	NaN
20120531	0.0290416255593	0.0360721461475	0.45279186964	NaN
20120601	0.0300096813589	0.0330661311746	0.457868009806	NaN
20120602	0.0348499529064	0.0350701399147	0.45279186964	NaN
20120603	0.0348499529064	0.0380761511624	0.451776653528	NaN
20120604	0.0329457372427	0.0360721461475	0.453807115555	NaN
20120605	0.0348837226629	0.0350350365043	0.441624373198	0.041025641
20120606	0.0329457372427	0.037037037313	0.438578695059	NaN
20120607	0.0368574187159	0.037037037313	0.420304566622	NaN
20120608	0.0378273539245	0.0330330319703	0.417849898338	NaN
20120609	0.0368574187159	0.0310310311615	0.437119662762	NaN
20120610	0.0193986427039	0.0190190188587	0.238336712122	NaN
20120611	0.0213385056704	0.0209999997169	0.24721378088	NaN
20120612	0.0252182353288	0.0189999993891	0.24721378088	NaN
20120613	0.0310378279537	0.0260000005364	0.244174271822	NaN
20120614	0.0310679618269	0.0309999994934	0.25835865736	NaN
20120615	0.0321011655033	0.0340000018477	0.266464024782	NaN
20120616	0.0350194536149	0.0370000004768	0.258097171783	NaN
20120617	0.0291828792542	0.0379999987781	0.256825089455	NaN
20120618	0.0262645911425	0.0340000018477	0.265925168991	NaN
20120619	0.034046690911	0.0359999984503	0.257836192846	NaN
20120620	0.031128404662	0.0340000018477	0.274291485548	NaN
20120621	0.0330739282072	0.0320000015199	0.261133611202	NaN
20120622	0.0282101165503	0.0329670347273	0.258097171783	NaN
20120623	0.0291828792542	0.0320000015199	0.259109318256	NaN
20120624	0.0321324244142	0.0359999984503	0.248987853527	NaN
20120625	0.0292112957686	0.0340340323746	0.253036439419	NaN
20120626	0.0311587154865	0.0350350365043	0.252024292946	NaN
20120627	0.0262901652604	0.0379999987781	0.243927121162	NaN
20120628	0.0272638760507	0.035000000149	0.233805671334	NaN
20120629	0.0330739282072	0.0329999998212	0.246963560581	NaN
20120630	0.0272373538464	0.0320320315659	0.224696353078	NaN
20120701	0.0282101165503	0.031062124297	0.227732792497	NaN
20120702	0.0233463030308	0.0360721461475	0.23582996428	NaN
20120703	0.0272373538464	0.031062124297	0.236842110753	NaN
20120704	0.0233463030308	0.0350701399147	0.221659913659	NaN
20120705	0.0252918284386	0.0340340323746	0.237854257226	NaN
20120706	0.0252918284386	0.0310310311615	0.21717171371	NaN
20120707	0.0252918284386	0.0340340323746	0.232323229313	NaN
20120708	0.0233463030308	0.0260260254145	0.226262629032	NaN
20120709	0.0262645911425	0.0300300307572	0.227272734046	NaN
20120710	0.0214007776231	0.0240240246058	0.219191923737	NaN
20120711	0.0194552522153	0.0220220219344	0.211111113429	NaN
20120712	0.0223735403269	0.0240240246058	0.193939387798	NaN
20120713	0.0223517976701	0.0240240246058	0.209090903401	NaN
20120714	0.02137998119	0.0250500999391	0.193939387798	NaN
20120715	0.0165208932012	0.020020019263	0.195959597826	NaN
20120716	0.0194552522153	0.0220220219344	0.187689200044	NaN
20120717	0.0194552522153	0.0180180184543	0.176411285996	NaN
20120718	0.0184824895114	0.02102102153	0.177598387003	NaN
20120719	0.0194552522153	0.02102102153	0.181634709239	NaN
20120720	0.015564202331	0.0240240246058	0.176589310169	NaN
20120721	0.0126459142193	0.0190380755812	0.167676761746	NaN
20120722	0.0175267774612	0.0270541086793	0.150657236576	NaN
20120723	0.0165208932012	0.0290581155568	0.160768449306	NaN
20120724	0.0145772593096	0.0270541086793	0.157735079527	NaN
20120725	0.019436346367	0.0270270276815	0.163801819086	NaN
20120726	0.0155490767211	0.0270270276815	0.151668354869	NaN
20120727	0.0155490767211	0.0250250250101	0.156723961234	NaN
20120728	0.02137998119	0.0260260254145	0.153690591455	NaN
20120729	0.02137998119	0.0240240246058	0.156723961234	NaN
20120730	0.019436346367	0.0260260254145	0.141557127237	NaN
20120731	0.019436346367	0.020020019263	0.147623866796	NaN
20120801	0.02137998119	0.020020019263	0.136501520872	NaN
20120802	0.017492711544	0.0240240246058	0.150657236576	NaN
20120803	0.0262390673161	0.0230230223388	0.148634985089	NaN
20120804	0.0252672489733	0.0230230223388	0.148634985089	0.006224066
20120805	0.0232783704996	0.0260260254145	0.139676108956	NaN
20120806	0.019379844889	0.0220220219344	0.152834013104	NaN
20120807	0.0203488375992	0.0240240246058	0.148785427213	NaN
20120808	0.0222868211567	0.0250250250101	0.156882584095	NaN
20120809	0.0106589151546	0.0170170161873	0.0931174084544	NaN
20120810	0.0155038759112	0.0150150153786	0.0941295549274	NaN
20120811	0.0164569225162	0.0180180184543	0.0910931155086	NaN
20120812	0.0155189139769	0.0180180184543	0.0921052619815	NaN
20120813	0.00969932135194	0.0220220219344	0.100202426314	NaN
20120814	0.0145489815623	0.0170170161873	0.0890688225627	NaN
20120815	0.01359223295	0.020020019263	0.0921052619815	NaN
20120816	0.01359223295	0.0220220219344	0.10222671926	NaN
20120817	0.0135790491477	0.0230230223388	0.0890688225627	NaN
20120818	0.0155189139769	0.020020019263	0.0991902798414	NaN
20120819	0.0126091176644	0.020020019263	0.0941295549274	NaN
20120820	0.0126091176644	0.020020019263	0.106167845428	NaN
20120821	0.00969932135194	0.0190190188587	0.0869565233588	NaN
20120822	0.0174587778747	0.0230230223388	0.0940343812108	NaN
20120823	0.0126091176644	0.020020019263	0.0879676416516	NaN
20120824	0.0155189139769	0.016016015783	0.101112231612	NaN
20120825	0.0106692528352	0.0220220219344	0.0970677435398	NaN
20120826	0.0135790491477	0.016016015783	0.0950454995036	NaN
20120827	0.00872938893735	0.0179999992251	0.0940343812108	NaN
20120828	0.0145489815623	0.01600000076	0.0920121371746	NaN
20120829	0.0116279069334	0.01600000076	0.088978767395	NaN
20120830	0.0125968996435	0.0140000004321	0.0869565233588	NaN
20120831	0.0155038759112	0.0130000002682	0.0778564214706	NaN
20120901	0.0125968996435	0.0140000004321	0.0850202441216	NaN
20120902	0.0164728686214	0.0109999999404	0.0809716582298	NaN
20120903	0.0145348841324	0.0140000004321	0.0880566835403	NaN
20120904	0.0155038759112	0.0130000002682	0.0809716582298	NaN
20120905	0.0125968996435	0.00899100862443	0.078947365284	NaN
20120906	0.0145348841324	0.0139860138297	0.0719351544976	NaN
20120907	0.0135790491477	0.0179640725255	0.0678824707866	NaN
20120908	0.0164728686214	0.0169491525739	0.0658561289311	NaN
20120909	0.0135527588427	0.014955134131	0.0729483291507	NaN
20120910	0.0135527588427	0.0169491525739	0.0759878456593	NaN
20120911	0.0164569225162	0.0129611166194	0.0688956454396	NaN
20120912	0.0135527588427	0.0179461613298	0.0638297870755	NaN
20120913	0.0174249764532	0.0159203987569	0.0688956454396	NaN
20120914	0.0145208127797	0.0159203987569	0.0658561289311	NaN
20120915	0.0145208127797	0.0178926438093	0.0759878456593	NaN
20120916	0.0125847049057	0.0168986078352	0.0608519278467	NaN
20120917	0.0125847049057	0.02286282368	0.0638945251703	NaN
20120918	0.015488867648	0.0159203987569	0.0618661269546	NaN
20120919	0.0145208127797	0.0129353236407	0.0608519278467	NaN
20120920	0.0125847049057	0.0179104469717	0.0709219872951	NaN
20120921	0.0135265700519	0.0169154237956	0.0699088126421	NaN
20120922	0.0125603862107	0.0169154237956	0.0719351544976	NaN
20120923	0.0135265700519	0.0149253727868	0.0709219872951	NaN
20120924	0.00967117957771	0.0149253727868	0.0627530366182	NaN
20120925	0.0174081232399	0.0169154237956	0.0647773295641	NaN
20120926	0.012572533451	0.0149253727868	0.0597166009247	NaN
20120927	0.0164410062134	0.0169154237956	0.0668693035841	NaN
20120928	0.00967117957771	0.0178926438093	0.0628803223372	NaN
20120929	0.0135396514088	0.0168986078352	0.0659229233861	NaN
20120930	0.012572533451	0.0178748760372	0.063959389925	NaN
20121001	0.0125847049057	0.0178748760372	0.0649746209383	NaN
20121002	0.0164888463914	0.0129096321762	0.0730964466929	NaN
20121003	0.0126091176644	0.0139026809484	0.0568527914584	0.006535948
20121004	0.0135790491477	0.0119047621265	0.063959389925	NaN
20121005	0.0116391852498	0.0109126986936	0.0720812156796	NaN
20121006	0.0106692528352	0.0119047621265	0.063959389925	NaN
20121007	0.00969932135194	0.00992063526064	0.061928935349	NaN
20121008	0.00775945698842	0.0079443892464	0.0416243672371	NaN
20121009	0.0019379844889	0.0079443892464	0.0436548218131	NaN
20121010	0.00581395346671	0.0079443892464	0.0477157346904	NaN
20121011	0.00679611647502	0.00695134047419	0.0365482233465	NaN
20121012	0.0058195926249	0.0079443892464	0.0487309657037	NaN
20121013	0.00969932135194	0.0118929632008	0.0456852801144	NaN
20121014	0.00969932135194	0.00891089066863	0.0467005074024	NaN
20121015	0.0106796119362	0.016831682995	0.0467005074024	NaN
20121016	0.00776699045673	0.014851485379	0.0497967489064	NaN
20121017	0.0097087379545	0.0128585556522	0.0467479676008	NaN
20121018	0.0106692528352	0.0148367956281	0.0477157346904	NaN
20121019	0.00969932135194	0.0138476751745	0.0436548218131	NaN
20121020	0.0116391852498	0.0178217813373	0.051776651293	NaN
20121021	0.0135790491477	0.014851485379	0.0538617894053	NaN
20121022	0.0135790491477	0.0148367956281	0.0518292672932	NaN
20121023	0.0116391852498	0.0168150346726	0.0538617894053	NaN
20121024	0.0135658914223	0.015825914219	0.0528455302119	NaN
20121025	0.0164728686214	0.0188118815422	0.0548223368823	NaN
20121026	0.0164728686214	0.0158415846527	0.0507099404931	NaN
20121027	0.0145348841324	0.0188118815422	0.0537525340915	NaN
20121028	0.0125968996435	0.0188118815422	0.0547667331994	NaN
20121029	0.0145348841324	0.0207920800895	0.0467005074024	NaN
20121030	0.0135658914223	0.0188118815422	0.0558375641704	NaN
20121031	0.0116279069334	0.0198019798845	0.0588832497597	NaN
20121101	0.0106589151546	0.0207920800895	0.0558375641704	NaN
20121102	0.00872093066573	0.0207920800895	0.0609756112099	NaN
20121103	0.00775193795562	0.0217821784317	0.067073173821	NaN
20121104	0.00775193795562	0.0178394448012	0.0630081295967	NaN
20121105	0.00775193795562	0.014866204001	0.0640243887901	NaN
20121106	0.00678294571117	0.0158572848886	0.0589430890977	NaN
20121107	0.00775193795562	0.021803766489	0.063959389925	NaN
20121108	0.00872093066573	0.0188305247575	0.0628803223372	NaN
20121109	0.00678294571117	0.0168650802225	0.0649087205529	NaN
20121110	0.00872093066573	0.0158730167896	0.0658561289311	NaN
20121111	0.00872093066573	0.016881827265	0.0780141875148	NaN
20121112	0.00872093066573	0.016881827265	0.0709939152002	NaN
20121113	0.00775193795562	0.0178571436554	0.0760649070144	NaN
20121114	0.00968992244452	0.0178571436554	0.0679513216019	NaN
20121115	0.00678294571117	0.0158730167896	0.0700507611036	NaN
20121116	0.00775193795562	0.0138888889924	0.0669371187687	NaN
20121117	0.00872093066573	0.0138888889924	0.0699088126421	NaN
20121118	0.00677637942135	0.00993048679084	0.0658561289311	NaN
20121119	0.0058083254844	0.00993048679084	0.0739614963531	NaN
20121120	0.00774443382397	0.00893743801862	0.06680162251	NaN
20121121	0.00483558978885	0.00893743801862	0.0657229498029	NaN
20121122	0.00580270774663	0.0128968255594	0.0738119333982	NaN
20121123	0.00483558978885	0.0109126986936	0.0697674453258	NaN
20121124	0.00773694412783	0.0109126986936	0.0739614963531	NaN
20121125	0.00483558978885	0.00695134047419	0.0688956454396	NaN
20121126	0.00484027108178	0.00993048679084	0.0668693035841	NaN
20121127	0.00871248822659	0.0109235355631	0.0637651830912	NaN
20121128	0.0058083254844	0.0109235355631	0.0607287436724	NaN
20121129	0.0058083254844	0.00893743801862	0.06680162251	NaN
20121130	0.00872093066573	0.0109235355631	0.06680162251	NaN
20121201	0.00484496122226	0.0119165843353	0.0627530366182	NaN
20121202	0.00581395346671	0.0119165843353	0.0587044544518	NaN
20121203	0.00775193795562	0.0119165843353	0.0617408901453	NaN
20121204	0.00872093066573	0.0109235355631	0.0597166009247	NaN
20121205	0.00872938893735	0.0139026809484	0.0617408901453	NaN
20121206	0.0097087379545	0.0139026809484	0.0637651830912	NaN
20121207	0.0106796119362	0.0158887784928	0.065789476037	NaN
20121208	0.0126213589683	0.0188679248095	0.0587044544518	NaN
20121209	0.0106796119362	0.0228401198983	0.0576923079789	NaN
20121210	0.0116391852498	0.0228401198983	0.0607287436724	NaN
20121211	0.0126091176644	0.0258192643523	0.0577507615089	NaN
20121212	0.0174757279456	0.0278053618968	0.055668015033	NaN
20121213	0.0145631069317	0.0317460335791	0.0576923079789	NaN
20121214	0.0165208932012	0.0267857145518	0.0485829971731	NaN
20121215	0.017492711544	0.0317460335791	0.0455465577543	NaN
20121216	0.0155490767211	0.0287698414177	0.0435222685337	NaN
20121217	0.0165208932012	0.0267857145518	0.0475708507001	NaN
20121218	0.0116618080065	0.0307845082134	0.0485829971731	NaN
20121219	0.0097181731835	0.0307845082134	0.0485829971731	NaN
20121220	0.010689990595	0.0307845082134	0.0455005057156	NaN
20121221	0.010689990595	0.028798410669	0.0546006076038	NaN
20121222	0.0097087379545	0.028798410669	0.0414560176432	NaN
20121223	0.0106796119362	0.0268123131245	0.0465587042272	NaN
20121224	0.00873786397278	0.0258449297398	0.0414979755878	NaN
20121225	0.00873786397278	0.026838965714	0.0536437258124	NaN
20121226	0.00969932135194	0.026838965714	0.0455465577543	NaN
20121227	0.0106692528352	0.0288270376623	0.0546558722854	NaN
20121228	0.0116391852498	0.0258449297398	0.0506072863936	NaN
20121229	0.00775945698842	0.02286282368	0.0516194328666	NaN
20121230	0.00872938893735	0.0218687877059	0.0506072863936	NaN
20121231	0.00969932135194	0.0238331686705	0.0516194328666	NaN
20130101	0.0126091176644	0.0238568596542	0.0536437258124	NaN
20130102	0.0116504849866	0.02286282368	0.0506585612893	NaN
20130103	0.00873786397278	0.0238568596542	0.0476673431694	NaN
20130104	0.0097181731835	0.0218687877059	0.0527383349836	NaN
20130105	0.0116618080065	0.0248508937657	0.0486815422773	NaN
20130106	0.00873786397278	0.0218687877059	0.0588235296309	NaN
20130107	0.00776699045673	0.0238568596542	0.0557809323072	NaN
20130108	0.00873786397278	0.02286282368	0.057809330523	NaN
20130109	0.00776699045673	0.0178926438093	0.0638945251703	NaN
20130110	0.00679611647502	0.0208747517318	0.0709939152002	NaN
20130111	0.00679611647502	0.0169154237956	0.0679513216019	NaN
20130112	0.00775945698842	0.0208955220878	0.0719351544976	NaN
20130113	0.0058195926249	0.0189054720104	0.0709219872951	NaN
20130114	0.00678294571117	0.0189054720104	0.0749746710062	NaN
20130115	0.00484966067597	0.0139303486794	0.0800405293703	NaN
20130116	0.00775945698842	0.0189054720104	0.0770010128617	NaN
20130117	0.00290979631245	0.0139303486794	0.0801217034459	NaN
20130118	0.0058195926249	0.0159203987569	0.0831642970443	NaN
20130119	0.00775193795562	0.015936255455	0.0801217034459	NaN
20130120	0.00581395346671	0.0199203193188	0.0760649070144	NaN
20130121	0.00872093066573	0.015936255455	0.0791075080633	NaN
20130122	0.00872938893735	0.0219123512507	0.0760649070144	NaN
20130123	0.00775193795562	0.0199203193188	0.0801217034459	NaN
20130124	0.00775193795562	0.0219123512507	0.073022313416	NaN
20130125	0.00678952457383	0.0239043831825	0.0699797123671	NaN
20130126	0.00678294571117	0.0239043831825	0.0750507116318	NaN
20130127	0.00678294571117	0.0219123512507	0.073022313416	NaN
20130128	0.0058083254844	0.0229083672166	0.0852791890502	NaN
20130129	0.00387221691199	0.0229083672166	0.0791878178716	NaN
20130130	0.00775193795562	0.0239043831825	0.0760649070144	NaN
20130131	0.00484496122226	0.0209163352847	0.0812182724476	NaN
20130201	0.00775193795562	0.0199004970491	0.0812182724476	NaN
20130202	0.00581395346671	0.0199004970491	0.0772357732058	NaN
20130203	0.00968992244452	0.0179104469717	0.0782520323992	NaN
20130204	0.00581395346671	0.0189054720104	0.0823170766234	NaN
20130205	0.00678294571117	0.0179104469717	0.0853658542037	NaN
