date	funestus_sc_30_arabiensis_sc_117	funestus_sc_42_arabiensis_sc_65	funestus_sc_9_arabiensis_sc_117	observed
20111121	0.493480443955	0.503611981869	0.27380952239	NaN
20111122	0.483450353146	0.490196079016	0.291666656733	NaN
20111123	0.473420262337	0.488132089376	0.284722208977	NaN
20111124	0.494494497776	0.487100094557	0.297619044781	NaN
20111125	0.478478491306	0.482972145081	0.309831172228	NaN
20111126	0.479000002146	0.506707966328	0.296921551228	NaN
20111127	0.479999989271	0.48347106576	0.295928508043	NaN
20111128	0.488999992609	0.477272719145	0.297914594412	NaN
20111129	0.476999998093	0.48347106576	0.297216713428	NaN
20111130	0.469000011682	0.48760330677	0.297512441874	NaN
20111201	0.474000006914	0.48347106576	0.291542291641	NaN
20111202	0.459459453821	0.492768585682	0.286282300949	NaN
20111203	0.472999989986	0.485537201166	0.295228630304	NaN
20111204	0.470999985933	0.476239681244	0.290258437395	NaN
20111205	0.460460454226	0.483971059322	0.295228630304	NaN
20111206	0.469530463219	0.480868667364	0.28699105978	0.406137184116
20111207	0.455544441938	0.482936918735	0.281032770872	NaN
20111208	0.459540456533	0.496380567551	0.268123149872	NaN
20111209	0.456999987364	0.486039310694	0.282025814056	NaN
20111210	0.451999992132	0.495346426964	0.26884919405	NaN
20111211	0.442557454109	0.473629772663	0.270833343267	NaN
20111212	0.190809190273	0.198347106576	0.126984134316	NaN
20111213	0.196803197265	0.191115707159	0.135912701488	NaN
20111214	0.197802200913	0.202479332686	0.134061574936	NaN
20111215	0.201798200607	0.203512400389	0.145978152752	NaN
20111216	0.217782214284	0.209710747004	0.15392254293	NaN
20111217	0.223000004888	0.22291021049	0.144985109568	NaN
20111218	0.21400000155	0.226006194949	0.13704071939	NaN
20111219	0.221000000834	0.220041319728	0.153081506491	NaN
20111220	0.212212204933	0.231404960155	0.157057657838	NaN
20111221	0.226226225495	0.235537186265	0.152929499745	NaN
20111222	0.219219222665	0.219008266926	0.147964254022	NaN
20111223	0.213213220239	0.231644257903	0.152777776122	NaN
20111224	0.232464924455	0.214285716415	0.149801582098	NaN
20111225	0.215430855751	0.217391297221	0.150793656707	NaN
20111226	0.223223224282	0.203933745623	0.145688802004	NaN
20111227	0.23046092689	0.212215319276	0.155599609017	NaN
20111228	0.213640928268	0.1946169734	0.152626365423	NaN
20111229	0.202607825398	0.199792966247	0.154608517885	NaN
20111230	0.206619858742	0.177018627524	0.155445545912	NaN
20111231	0.213426858187	0.185300201178	0.157270029187	NaN
20120101	0.198396787047	0.175983443856	0.160237386823	NaN
20120102	0.212424844503	0.185300201178	0.16138613224	NaN
20120103	0.218436866999	0.18426501751	0.16732673347	NaN
20120104	0.218436866999	0.189637303352	0.176237627864	NaN
20120105	0.213426858187	0.171161830425	0.174257427454	NaN
20120106	0.220440879464	0.187759339809	0.178217828274	NaN
20120107	0.220440879464	0.200207471848	0.187128707767	NaN
20120108	0.23446893692	0.199376940727	0.183168321848	NaN
20120109	0.253507018089	0.190031155944	0.189108908176	NaN
20120110	0.247494995594	0.195223256946	0.189108908176	NaN
20120111	0.249498993158	0.190031155944	0.211881190538	NaN
20120112	0.266533076763	0.194386690855	0.215841591358	NaN
20120113	0.275551110506	0.197505190968	0.209117934108	NaN
20120114	0.282565116882	0.200623705983	0.208910897374	NaN
20120115	0.269809424877	0.199376940727	0.211881190538	NaN
20120116	0.286144584417	0.192107990384	0.217821776867	NaN
20120117	0.260040163994	0.190871372819	0.20198020339	NaN
20120118	0.268072277307	0.193983405828	0.207920789719	NaN
20120119	0.261044174433	0.182572618127	0.206930696964	NaN
20120120	0.265060245991	0.185684651136	0.218379452825	NaN
20120121	0.263052195311	0.177385896444	0.208498030901	NaN
20120122	0.253012061119	0.178423240781	0.193675890565	NaN
20120123	0.256024092436	0.175983443856	0.20335637033	NaN
20120124	0.269076317549	0.19131334126	0.218163862824	NaN
20120125	0.258551299572	0.177869707346	0.226061210036	NaN
20120126	0.26183283329	0.186142712831	0.200394868851	NaN
20120127	0.26183283329	0.188016533852	0.214426875114	NaN
20120128	0.270896285772	0.188016533852	0.223320156336	NaN
20120129	0.273185491562	0.182851240039	0.226284578443	NaN
20120130	0.278952658176	0.192148759961	0.230009868741	NaN
20120131	0.279959708452	0.182851240039	0.231984198093	NaN
20120201	0.275931507349	0.188016533852	0.244575932622	NaN
20120202	0.286002010107	0.175619840622	0.247534513474	NaN
20120203	0.289023160934	0.185950413346	0.25739645958	NaN
20120204	0.294058412313	0.195247933269	0.254437863827	NaN
