date	funestus_sc_0.3_arabiensis_sc_2	funestus_sc_0.02_arabiensis_sc_0.3	funestus_sc_0.3_arabiensis_sc_2	observed
20111121	0.000999000971206	0.0058195926249	0.000999000971206	NaN
20111122	0.00199800194241	0.00387596897781	0.00199800194241	NaN
20111123	0.00299700303003	0.00290697673336	0.00299700303003	NaN
20111124	0.00199800194241	0.00290979631245	0.00199800194241	NaN
20111125	0.00199600798078	0.00290979631245	0.00199600798078	NaN
20111126	0.002000000095	0.00193986424711	0.002000000095	NaN
20111127	0.0010000000475	0.00484966067597	0.0010000000475	NaN
20111128	0.002000000095	0.00290979631245	0.002000000095	NaN
20111129	0.00199800194241	0.0058195926249	0.00199800194241	NaN
20111130	0.000999000971206	0.000969932123553	0.000999000971206	NaN
20111201	0.00299401208758	0.00388349522836	0.00299401208758	NaN
20111202	0.000999000971206	0.000970873807091	0.000999000971206	NaN
20111203	0.00399201596156	0.00194174761418	0.00399201596156	NaN
20111204	0.00299401208758	0.000970873807091	0.00299401208758	NaN
20111205	0.00399201596156	0.00291545200162	0.00399201596156	NaN
20111206	0.00199600798078	0	0.00199600798078	0.00699300699301
20111207	0.00299401208758	0.00291828787886	0.00299401208758	NaN
20111208	0.00299401208758	0.00194741971791	0.00299401208758	NaN
20111209	0.00199600798078	0.00292112957686	0.00199600798078	NaN
20111210	0.000998003990389	0	0.000998003990389	NaN
20111211	0.00199600798078	0.00291828787886	0.00199600798078	NaN
20111212	0	0.000972762645688	0	NaN
20111213	0.000998003990389	0.00389105058275	0.000998003990389	NaN
20111214	0.00299401208758	0.00389105058275	0.00299401208758	NaN
20111215	0.00598802417517	0.015564202331	0.00598802417517	NaN
20111216	0.00798403192312	0.0136186769232	0.00798403192312	NaN
20111217	0.0119760483503	0.0252918284386	0.0119760483503	NaN
20111218	0.0109780440107	0.0252918284386	0.0109780440107	NaN
20111219	0.0109780440107	0.0252918284386	0.0109780440107	NaN
20111220	0.0109670991078	0.0214007776231	0.0109670991078	NaN
20111221	0.0119641078636	0.0214007776231	0.0119641078636	NaN
20111222	0.00897308066487	0.0175097268075	0.00897308066487	NaN
20111223	0.00896414369345	0.0184824895114	0.00896414369345	NaN
20111224	0.00896414369345	0.0175097268075	0.00896414369345	NaN
20111225	0.00995024852455	0.0175097268075	0.00995024852455	NaN
20111226	0.00895522348583	0.0175097268075	0.00895522348583	NaN
20111227	0.00995024852455	0.0165369641036	0.00995024852455	NaN
20111228	0.00895522348583	0.0175097268075	0.00895522348583	NaN
20111229	0.00995024852455	0.0184824895114	0.00995024852455	NaN
20111230	0.00895522348583	0.0165369641036	0.00895522348583	NaN
20111231	0.00995024852455	0.0165369641036	0.00995024852455	NaN
20120101	0.00894632190466	0.0165369641036	0.00894632190466	NaN
20120102	0.0099403578788	0.0165369641036	0.0099403578788	NaN
20120103	0.00894632190466	0.0175097268075	0.00894632190466	NaN
20120104	0.0099403578788	0.0184466019273	0.0099403578788	NaN
20120105	0.00893743801862	0.0174587778747	0.00893743801862	NaN
20120106	0.00893743801862	0.0164888463914	0.00893743801862	NaN
20120107	0.0079443892464	0.0174418613315	0.0079443892464	NaN
