date	funestus_sc_3.5_arabiensis_sc_42	funestus_sc_3_arabiensis_sc_42	funestus_sc_3_arabiensis_sc_62	observed
20111121	0.212301582098	0.186186179519	0.161665052176	NaN
20111122	0.196428567171	0.187187179923	0.181994184852	NaN
20111123	0.205357149243	0.187187179923	0.176015466452	NaN
20111124	0.217261910438	0.179179176688	0.176982596517	NaN
20111125	0.209325402975	0.187000006437	0.171179890633	NaN
20111126	0.21130952239	0.188999995589	0.175048351288	NaN
20111127	0.213293656707	0.181999996305	0.155706003308	NaN
20111128	0.198412701488	0.181999996305	0.170212760568	NaN
20111129	0.204162538052	0.17499999702	0.170212760568	NaN
20111130	0.199207141995	0.187000006437	0.1586073488	NaN
20111201	0.214851483703	0.179000005126	0.157640233636	NaN
20111202	0.196039602161	0.171000003815	0.15942029655	NaN
20111203	0.190099015832	0.17499999702	0.139130428433	NaN
20111204	0.197029709816	0.180000007153	0.157335907221	NaN
20111205	0.199009895325	0.181999996305	0.155405402183	NaN
20111206	0.197224974632	0.175999999046	0.142719388008	0.200164068909
20111207	0.202380955219	0.187999993563	0.152215793729	NaN
20111208	0.19742064178	0.186000004411	0.154142588377	NaN
20111209	0.199404761195	0.189810186624	0.153179183602	NaN
20111210	0.189672291279	0.173826172948	0.170520231128	NaN
20111211	0.193644493818	0.180819183588	0.143545284867	NaN
20111212	0.106256209314	0.100899100304	0.0963391140103	NaN
20111213	0.114200599492	0.119880117476	0.101156070828	NaN
20111214	0.114200599492	0.106893107295	0.103082850575	NaN
20111215	0.122144982219	0.11688311398	0.105973027647	NaN
20111216	0.117179743946	0.109890110791	0.116458132863	NaN
20111217	0.126117184758	0.128742516041	0.116458132863	NaN
20111218	0.122144982219	0.119760476053	0.122232913971	NaN
20111219	0.131082430482	0.12774451077	0.12897016108	NaN
20111220	0.126117184758	0.128742516041	0.115495666861	NaN
20111221	0.125124126673	0.135728538036	0.12127045542	NaN
20111222	0.115193642676	0.117764472961	0.113680154085	NaN
20111223	0.121272362769	0.125748500228	0.115606933832	NaN
20111224	0.131212726235	0.121756486595	0.115495666861	NaN
20111225	0.129224658012	0.118881121278	0.117420598865	NaN
20111226	0.125248506665	0.119880117476	0.108653843403	NaN
20111227	0.119402982295	0.120879121125	0.11249999702	NaN
20111228	0.122388057411	0.119880117476	0.117307692766	NaN
20111229	0.133333340287	0.126873120666	0.121153846383	NaN
20111230	0.132470116019	0.120758481324	0.118269227445	NaN
20111231	0.128486052155	0.128871127963	0.110576920211	NaN
20120101	0.12749004364	0.128999993205	0.11249999702	NaN
20120102	0.138446211815	0.126873120666	0.119230769575	NaN
20120103	0.126494020224	0.120879121125	0.108653843403	NaN
20120104	0.1374502033	0.126873120666	0.109615385532	NaN
20120105	0.129482075572	0.11088911444	0.101923078299	NaN
20120106	0.136454179883	0.125874131918	0.108758419752	NaN
20120107	0.124501995742	0.108891107142	0.113570742309	NaN
20120108	0.1374502033	0.11688311398	0.102983638644	NaN
20120109	0.132470116019	0.117882117629	0.0981713160872	NaN
20120110	0.133466139436	0.106893107295	0.111645810306	NaN
20120111	0.135323390365	0.111888110638	0.10693641752	NaN
20120112	0.13134329021	0.111888110638	0.1068334952	NaN
20120113	0.127363190055	0.105894103646	0.100961536169	NaN
20120114	0.126368165016	0.115884117782	0.111538462341	NaN
20120115	0.130218684673	0.106893107295	0.106730766594	NaN
20120116	0.133200794458	0.111888110638	0.110576920211	NaN
20120117	0.133200794458	0.105894103646	0.108653843403	NaN
20120118	0.13830845058	0.107000000775	0.105769231916	NaN
20120119	0.134328365326	0.104000002146	0.108653843403	NaN
20120120	0.136318415403	0.11400000006	0.110576920211	NaN
20120121	0.129482075572	0.110110111535	0.0980769246817	NaN
20120122	0.136454179883	0.122122123837	0.105769231916	NaN
20120123	0.134596213698	0.119119122624	0.103946104646	NaN
