date	funestus_sc_2.5_arabiensis_sc_20	funestus_sc_4.5_arabiensis_sc_23	funestus_sc_3_arabiensis_sc_47	observed
20111121	0.222333997488	0.248190283775	0.202544033527	NaN
20111122	0.203219309449	0.24715615809	0.203522503376	NaN
20111123	0.223340034485	0.256463289261	0.19960860908	NaN
20111124	0.183098584413	0.259565681219	0.202544033527	NaN
20111125	0.20925553143	0.262668043375	0.183953031898	NaN
20111126	0.196374624968	0.260869562626	0.179060667753	NaN
20111127	0.2074521631	0.255693584681	0.176125243306	NaN
20111128	0.205438062549	0.261904776096	0.16846229136	NaN
20111129	0.205438062549	0.26915115118	0.169441729784	NaN
20111130	0.195367574692	0.260869562626	0.169441729784	NaN
20111201	0.198388725519	0.247412011027	0.18217433989	NaN
20111202	0.187311172485	0.253623187542	0.174338877201	NaN
20111203	0.19335347414	0.233954444528	0.180215477943	NaN
20111204	0.201409876347	0.270941048861	0.178256615996	NaN
20111205	0.213494464755	0.269906938076	0.193927526474	NaN
20111206	0.209466263652	0.265770435333	0.194906949997	0.267175572519
20111207	0.213494464755	0.267838686705	0.189030364156	NaN
20111208	0.211267605424	0.258264452219	0.193927526474	NaN
20111209	0.220321938395	0.273760318756	0.197845250368	NaN
20111210	0.20925553143	0.275362312794	0.199804112315	NaN
20111211	0.210261568427	0.280538290739	0.190989226103	NaN
20111212	0.0955734401941	0.153209105134	0.111764706671	NaN
20111213	0.119718313217	0.146997928619	0.110784314573	NaN
20111214	0.106639839709	0.152173906565	0.115686275065	NaN
20111215	0.11871227622	0.149068325758	0.120470128953	NaN
20111216	0.107645876706	0.150103524327	0.11274509877	NaN
20111217	0.119718313217	0.153050675988	0.113725490868	NaN
20111218	0.105633802712	0.154084801674	0.113725490868	NaN
20111219	0.122736416757	0.164426058531	0.111764706671	NaN
20111220	0.114688128233	0.165460184216	0.105778649449	NaN
20111221	0.125754520297	0.158221304417	0.107737511396	NaN
20111222	0.116700202227	0.163391932845	0.108823530376	NaN
20111223	0.12173037976	0.152016550302	0.106862746179	NaN
20111224	0.123742453754	0.157187178731	0.105882354081	NaN
20111225	0.125754520297	0.145811796188	0.117647059262	NaN
20111226	0.125754520297	0.145811796188	0.115686275065	NaN
20111227	0.120724342763	0.146845921874	0.124509803951	NaN
20111228	0.126760557294	0.146845921874	0.117531828582	NaN
20111229	0.122736416757	0.146694213152	0.123408421874	NaN
20111230	0.111782476306	0.141528919339	0.116552397609	NaN
20111231	0.113796576858	0.147727265954	0.118511267006	NaN
20120101	0.113796576858	0.1663223207	0.11949069798	NaN
20120102	0.11782477051	0.149793386459	0.107737511396	NaN
20120103	0.108761332929	0.144628092647	0.10871694237	NaN
20120104	0.11782477051	0.148760333657	0.104901961982	NaN
20120105	0.108761332929	0.143446847796	0.110784314573	NaN
20120106	0.121852971613	0.13814432919	0.107843138278	NaN
20120107	0.104733131826	0.143298968673	0.109803922474	NaN
20120108	0.118831820786	0.13814432919	0.11274509877	NaN
20120109	0.116817727685	0.136082470417	0.116666667163	NaN
20120110	0.125881165266	0.138002052903	0.120470128953	NaN
20120111	0.127895265818	0.127703398466	0.124266147613	NaN
20120112	0.124874122441	0.132852733135	0.129158511758	NaN
20120113	0.128902316093	0.141091659665	0.124266147613	NaN
20120114	0.129909366369	0.144181251526	0.126223087311	NaN
20120115	0.128902316093	0.142121523619	0.125244617462	NaN
20120116	0.130916416645	0.156539648771	0.139921724796	NaN
20120117	0.123867072165	0.151390314102	0.134050875902	NaN
20120118	0.13897280395	0.148148149252	0.143835619092	NaN
20120119	0.113796576858	0.156539648771	0.146771043539	NaN
20120120	0.126760557294	0.163748711348	0.133072406053	NaN
20120121	0.119718313217	0.160659119487	0.146771043539	NaN
