date	funestus_sc_3.5_arabiensis_sc_5	funestus_sc_4.5_arabiensis_sc_5	funestus_sc_0.1_arabiensis_sc_3.5	observed
20120117	0.0993723869324	0.15612244606	0.0127450982109	NaN
20120118	0.106694564223	0.15612244606	0.0176470596343	NaN
20120119	0.10564853251	0.14387755096	0.0117647061124	NaN
20120120	0.100418411195	0.146938771009	0.0156862754375	NaN
20120121	0.0972803384066	0.14081633091	0.0156862754375	NaN
20120122	0.111924685538	0.145918369293	0.0166666675359	NaN
20120123	0.0993723869324	0.14387755096	0.0146914785728	NaN
20120124	0.109717868268	0.145918369293	0.0186092071235	NaN
20120125	0.107628002763	0.14081633091	0.0117647061124	NaN
20120126	0.119122259319	0.145918369293	0.0196078438312	NaN
20120127	0.106583073735	0.141836732626	0.0186274517327	NaN
20120128	0.108672939241	0.148827731609	0.0166503433138	NaN
20120129	0.107628002763	0.155102044344	0.0127326147631	NaN
20120130	0.111807733774	0.145918369293	0.0176297742873	NaN
20120131	0.103448279202	0.152040809393	0.0127077223733	NaN
20120201	0.107628002763	0.145918369293	0.0175953079015	NaN
20120202	0.11389759928	0.148979589343	0.0136852394789	NaN
20120203	0.108672939241	0.151174664497	0.0166177917272	NaN
20120204	0.105538137257	0.147088870406	0.0146484375	NaN
20120205	0.117032393813	0.164453521371	0.0166015625	NaN
20120206	0.111924685538	0.149131760001	0.015625	NaN
20120207	0.111924685538	0.162244901061	0.0146484375	NaN
20120208	0.10564853251	0.152040809393	0.00977517105639	NaN
20120209	0.108900524676	0.148827731609	0.017578125	NaN
20120210	0.110994763672	0.141692146659	0.0087890625	NaN
20120211	0.114136122167	0.147657841444	0.015625	NaN
20120212	0.112041883171	0.134419545531	0.013671875	NaN
20120213	0.126701563597	0.141547858715	0.015625	NaN
20120214	0.117277488112	0.133401215076	0.0107317073271	NaN
20120215	0.128661081195	0.139653414488	0.015625	NaN
20120216	0.109832637012	0.130612239242	0.013671875	NaN
20120217	0.115062758326	0.140672788024	0.017578125	NaN
20120218	0.114016734064	0.133537203074	0.01171875	NaN
20120219	0.118200838566	0.139653414488	0.017578125	NaN
20120220	0.117154814303	0.129459738731	0.009765625	NaN
20120221	0.124476984143	0.135575950146	0.015625	NaN
20120222	0.109832637012	0.122324161232	0.0107421875	NaN
20120223	0.117154814303	0.13455657661	0.01171875	NaN
20120224	0.121338911355	0.13455657661	0.0078125	NaN
20120225	0.120292887092	0.126401633024	0.0156402736902	NaN
20120226	0.114016734064	0.122324161232	0.00782013684511	NaN
20120227	0.122384935617	0.119387753308	0.0146627565846	NaN
20120228	0.117154814303	0.135714292526	0.0107421875	NaN
20120229	0.120292887092	0.133673474193	0.0146484375	NaN
20120301	0.111924685538	0.126530617476	0.009765625	NaN
20120302	0.11610879004	0.137895807624	0.01171875	NaN
20120303	0.108786612749	0.124616958201	0.0078125	NaN
20120304	0.117154814303	0.135991826653	0.01171875	NaN
20120305	0.110762797296	0.126789361238	0.0126953125	NaN
20120306	0.116910226643	0.128834351897	0.0126829268411	NaN
20120307	0.106471814215	0.121676892042	0.00975609757006	NaN
20120308	0.117954067886	0.126789361238	0.0146341463551	NaN
20120309	0.102296449244	0.121676892042	0.0107317073271	NaN
20120310	0.112734861672	0.126789361238	0.00975609757006	NaN
20120311	0.112734861672	0.126789361238	0.00780487805605	NaN
20120312	0.119122259319	0.135107472539	0.00876338873059	NaN
20120313	0.115987457335	0.134969323873	0.00681596901268	NaN
20120314	0.113778702915	0.138036802411	0.0126459142193	NaN
20120315	0.114822544157	0.137014314532	0.0097181731835	NaN
20120316	0.120041750372	0.142272263765	0.010689990595	NaN
20120317	0.10323253274	0.135107472539	0.0097181731835	NaN
20120318	0.118873827159	0.141248717904	0.010689990595	NaN
20120319	0.106471814215	0.147389963269	0.00777453836054	NaN
20120320	0.10438413173	0.156281918287	0.010689990595	NaN
20120321	0.106471814215	0.152196124196	0.00777453836054	NaN
20120322	0.107515655458	0.157303377986	0.010689990595	NaN
20120323	0.108559496701	0.159346267581	0.00679611647502	NaN
20120324	0.118997909129	0.158324822783	0.0106796119362	NaN
20120325	0.107515655458	0.16036772728	0.00485436897725	NaN
20120326	0.102296449244	0.162410616875	0.0058252424933	NaN
20120327	0.111807733774	0.159346267581	0.0097181731835	NaN
20120328	0.115987457335	0.164453521371	0.00874635577202	NaN
20120329	0.121212124825	0.147088870406	0.00777453836054	NaN
20120330	0.126436784863	0.148110315204	0.00776699045673	NaN
20120331	0.127481713891	0.137755095959	0.00679611647502	NaN
20120401	0.134796231985	0.142857149243	0.0106796119362	NaN
20120402	0.120833329856	0.151020407677	0.00776699045673	NaN
20120403	0.129166662693	0.138775512576	0.0106796119362	NaN
20120404	0.133194595575	0.138917267323	0.00873786397278	NaN
20120405	0.131249994039	0.137895807624	0.0116504849866	NaN
20120406	0.120833329856	0.137895807624	0.0097181731835	NaN
20120407	0.125	0.135852918029	0.0097181731835	NaN
20120408	0.125	0.14504596591	0.00485908659175	NaN
20120409	0.125	0.144897952676	0.0107003888115	NaN
20120410	0.12812499702	0.141836732626	0.00583657575771	NaN
20120411	0.135416671634	0.131632655859	0.0126459142193	NaN
20120412	0.127083331346	0.136734694243	0.00972762610763	NaN
20120413	0.127991676331	0.135714292526	0.00875486340374	NaN
20120414	0.122788764536	0.130745664239	0.00875486340374	NaN
20120415	0.115504682064	0.133810013533	0.00874635577202	NaN
20120416	0.106139436364	0.118488252163	0.00777453836054	NaN
20120417	0.112382933497	0.131901845336	0.00777453836054	NaN
20120418	0.115504682064	0.121676892042	0.00680272094905	NaN
20120419	0.124869927764	0.123721882701	0.010689990595	NaN
20120420	0.116545267403	0.118609406054	0.00388726918027	NaN
20120421	0.127991676331	0.120654396713	0.00583090400323	NaN
20120422	0.121748179197	0.10940695554	0.00485908659175	NaN
20120423	0.131113424897	0.12487205863	0.00873786397278	NaN
20120424	0.121748179197	0.120901636779	0.0058252424933	NaN
20120425	0.125910505652	0.143442615867	0.00873786397278	NaN
20120426	0.121748179197	0.125	0.00775945698842	NaN
20120427	0.11966701597	0.1361310184	0.00775945698842	NaN
20120428	0.118626430631	0.135107472539	0.0058195926249	NaN
20120429	0.11966701597	0.135107472539	0.00969932135194	NaN
20120430	0.109261184931	0.129989758134	0.00484966067597	NaN
20120501	0.112382933497	0.143295809627	0.0058195926249	NaN
20120502	0.116545267403	0.132036849856	0.00290697673336	NaN
20120503	0.11966701597	0.14841350913	0.00678294571117	NaN
20120504	0.11030177027	0.138178095222	0.00290697673336	NaN
20120505	0.112382933497	0.145491808653	0.00387221691199	NaN
20120506	0.109261184931	0.145491808653	0.00387221691199	NaN
20120507	0.109261184931	0.138319671154	0.00484027108178	NaN
20120508	0.111342348158	0.138319671154	0.0058083254844	NaN
20120509	0.112617306411	0.137295082211	0.00484027108178	NaN
20120510	0.116788320243	0.145491808653	0.0058083254844	NaN
20120511	0.111574560404	0.149590164423	0.00871248822659	NaN
20120512	0.111574560404	0.122824974358	0.00387221691199	NaN
20120513	0.116788320243	0.131013303995	0.00871248822659	NaN
20120514	0.11874999851	0.142272263765	0.00677637942135	NaN
20120515	0.129166662693	0.14841350913	0.0106485961005	NaN
20120516	0.123958334327	0.139201641083	0.00677637942135	NaN
20120517	0.12812499702	0.143295809627	0.00968054216355	NaN
20120518	0.114583335817	0.143295809627	0.00484027108178	NaN
20120519	0.131249994039	0.146366432309	0.00968054216355	NaN
20120520	0.119791664183	0.13715454936	0.00484027108178	NaN
20120521	0.127083331346	0.139201641083	0.00677637942135	NaN
20120522	0.117708332837	0.1361310184	0.00484027108178	NaN
20120523	0.122916668653	0.129989758134	0.0058083254844	NaN
20120524	0.122916668653	0.131013303995	0.000968054227997	NaN
20120525	0.11562500149	0.134083926678	0.0058083254844	NaN
20120526	0.11562500149	0.134969323873	0.0029041627422	NaN
20120527	0.120833329856	0.118609406054	0.00387221691199	NaN
20120528	0.101041667163	0.120777890086	0.00387221691199	NaN
20120529	0.114702813327	0.12474437803	0.0029041627422	NaN
20120530	0.111574560404	0.119631901383	0.00387221691199	NaN
20120531	0.114702813327	0.116564415395	0.00387221691199	NaN
20120601	0.118873827159	0.119631901383	0.0029041627422	NaN
20120602	0.114702813327	0.118609406054	0.00387596897781	NaN
20120603	0.107403546572	0.113496929407	0.00290697673336	NaN
20120604	0.110531806946	0.107361964881	0.00387221691199	NaN
20120605	0.107403546572	0.103271983564	0.0029041627422	0.362116992
20120606	0.107403546572	0.104187950492	0.0029041627422	NaN
20120607	0.10323253274	0.0939734429121	0.000968054227997	NaN
20120608	0.106360793114	0.0970377922058	0.00193610845599	NaN
20120609	0.102189779282	0.099080696702	0.00193610845599	NaN
20120610	0.0500521361828	0.0530612245202	0.00387221691199	NaN
20120611	0.0437956191599	0.0510204099119	0.000968054227997	NaN
20120612	0.0604796670377	0.0530612245202	0.00871248822659	NaN
20120613	0.0531803965569	0.0612244904041	0.00676328502595	NaN
20120614	0.0667361840606	0.0724489763379	0.0173913035542	NaN
20120615	0.0574112720787	0.0622448995709	0.015458936803	NaN
20120616	0.0583941601217	0.0704081654549	0.0154440151528	NaN
20120617	0.0583941601217	0.0744897946715	0.0154440151528	NaN
20120618	0.0656934306025	0.0795107036829	0.0173745173961	NaN
20120619	0.0531803965569	0.0774719640613	0.0144927538931	NaN
20120620	0.0636079236865	0.0784913375974	0.0164251215756	NaN
20120621	0.0625651702285	0.0713557600975	0.0125603862107	NaN
20120622	0.0605427958071	0.081549435854	0.0173913035542	NaN
20120623	0.0584551133215	0.0784913375974	0.015458936803	NaN
20120624	0.0594989545643	0.0753564164043	0.015458936803	NaN
20120625	0.056367430836	0.0763747468591	0.0144927538931	NaN
20120626	0.0563086532056	0.0773930773139	0.0173745173961	NaN
20120627	0.0542231500149	0.0784114077687	0.0164092667401	NaN
20120628	0.0604796670377	0.0813835188746	0.0173745173961	NaN
20120629	0.0656934306025	0.0742624625564	0.0144787644967	NaN
20120630	0.0573514066637	0.0773143470287	0.0144787644967	NaN
20120701	0.0563086532056	0.0722278729081	0.0125482622534	NaN
20120702	0.062630482018	0.071210578084	0.017357762903	NaN
20120703	0.0595611296594	0.0722278729081	0.0135135138407	NaN
20120704	0.0574712641537	0.0762970522046	0.0154440151528	NaN
20120705	0.051148224622	0.0742624625564	0.0154440151528	NaN
20120706	0.051148224622	0.0733197554946	0.0164092667401	NaN
20120707	0.0552659034729	0.0651731193066	0.0154291223735	NaN
20120708	0.0542231500149	0.0641547888517	0.0163934417069	NaN
20120709	0.0500000007451	0.0600814670324	0.0144648021087	NaN
20120710	0.0499479696155	0.0621181279421	0.014450866729	NaN
20120711	0.0551508851349	0.0641547888517	0.0154142584652	NaN
20120712	0.0499479696155	0.057026475668	0.014450866729	NaN
20120713	0.0530697181821	0.0560081452131	0.0134874759242	NaN
20120714	0.045785639435	0.0631364583969	0.014450866729	NaN
20120715	0.0405827276409	0.057026475668	0.013500481844	NaN
20120716	0.0395421423018	0.0549898184836	0.013500481844	NaN
20120717	0.0416233092546	0.0448065176606	0.00867888145149	NaN
20120718	0.038501560688	0.0519348271191	0.00867888145149	NaN
20120719	0.0405827276409	0.0458248481154	0.00676328502595	NaN
20120720	0.0426195412874	0.0478615052998	0.00966183561832	NaN
20120721	0.0374220386147	0.0529531575739	0.00772946840152	NaN
20120722	0.0426638908684	0.0448065176606	0.0106280194595	NaN
20120723	0.0405405387282	0.0478615052998	0.00676328502595	NaN
20120724	0.043659042567	0.0458248481154	0.00967117957771	NaN
20120725	0.038501560688	0.0397148691118	0.00676328502595	NaN
20120726	0.0426638908684	0.0559511706233	0.00966183561832	NaN
20120727	0.0374609790742	0.0437436401844	0.00772946840152	NaN
20120728	0.0447450578213	0.0437436401844	0.0125603862107	NaN
20120729	0.0332986488938	0.0457782298327	0.0115942033008	NaN
20120730	0.045785639435	0.0518819950521	0.0125603862107	NaN
20120731	0.0363825373352	0.0498474054038	0.0106280194595	NaN
20120801	0.0363825373352	0.0488301105797	0.0135265700519	NaN
20120802	0.0426195412874	0.0488301105797	0.0115942033008	NaN
20120803	0.048856548965	0.0518819950521	0.015458936803	NaN
20120804	0.0384615398943	0.0528992861509	0.0115942033008	0.056537102
20120805	0.0498960502446	0.0447609350085	0.0144927538931	NaN
20120806	0.043659042567	0.0488798357546	0.00966183561832	NaN
20120807	0.0467775464058	0.0478615052998	0.0135265700519	NaN
20120808	0.043659042567	0.0559511706233	0.0115830115974	NaN
20120809	0.019750520587	0.0243902429938	0.00386100378819	NaN
20120810	0.019750520587	0.0274390242994	0.00386100378819	NaN
20120811	0.0228690225631	0.0243902429938	0.00482625467703	NaN
20120812	0.0176715180278	0.0233977623284	0.00482625467703	NaN
20120813	0.0187304895371	0.025432350114	0.00482625467703	NaN
20120814	0.0280957333744	0.0346232168376	0.00675675692037	NaN
20120815	0.0280957333744	0.0305810403079	0.00771456118673	NaN
20120816	0.0260145682842	0.0366972461343	0.00771456118673	NaN
20120817	0.0322580635548	0.0336391441524	0.00675024092197	NaN
20120818	0.0270833335817	0.0417940877378	0.00578592112288	NaN
20120819	0.0364583320916	0.0407331958413	0.00578034669161	NaN
20120820	0.0322916656733	0.0397148691118	0.00578034669161	NaN
20120821	0.0343750007451	0.0366598777473	0.0067437379621	NaN
20120822	0.0281249992549	0.0346232168376	0.00481695588678	NaN
20120823	0.0395421423018	0.0356415472925	0.00481695588678	NaN
20120824	0.0332986488938	0.0386965386569	0.00385356461629	NaN
20120825	0.0364203937352	0.0417515262961	0.00385356461629	NaN
20120826	0.0322580635548	0.0356415472925	0.00385356461629	NaN
20120827	0.0364583320916	0.0376398786902	0.00481695588678	NaN
20120828	0.0281249992549	0.0396341457963	0.00481695588678	NaN
20120829	0.0343750007451	0.0406504049897	0.0067437379621	NaN
20120830	0.0239583328366	0.0365853644907	0.00481231976301	NaN
20120831	0.0322916656733	0.0365853644907	0.00577478343621	NaN
20120901	0.0218749996275	0.0284552853554	0.00192492781207	NaN
20120902	0.0291666667908	0.0345528461039	0.00480769248679	NaN
20120903	0.0249739848077	0.0325203239918	0.00288461544551	NaN
20120904	0.0301768984646	0.0355691052973	0.00384615384974	NaN
20120905	0.0249739848077	0.0365853644907	0.00288184429519	NaN
20120906	0.0270270276815	0.0426829271019	0.00288184429519	NaN
20120907	0.0239085238427	0.0416666679084	0.00384245906025	NaN
20120908	0.0228690225631	0.0376398786902	0.00384245906025	NaN
20120909	0.0207900200039	0.0376398786902	0.00288184429519	NaN
20120910	0.0218295212835	0.0396744646132	0.00479846447706	NaN
20120911	0.0166320167482	0.0376398786902	0.00191938574426	NaN
20120912	0.0218295212835	0.0345879942179	0.00383877148852	NaN
20120913	0.0156087409705	0.0345528461039	0.0028790787328	NaN
20120914	0.0207900200039	0.0315040647984	0.00479846447706	NaN
20120915	0.0239085238427	0.0243902429938	0.00191754556727	NaN
20120916	0.0228690225631	0.0243902429938	0.00479386374354	NaN
20120917	0.019750520587	0.0192893408239	0.00383509113453	NaN
20120918	0.0207900200039	0.0263959392905	0.00383877148852	NaN
20120919	0.0176715180278	0.0203045681119	0.00191938574426	NaN
20120920	0.0187110193074	0.0182741116732	0.00479846447706	NaN
20120921	0.014553014189	0.0213414635509	0.00383509113453	NaN
20120922	0.0197300110012	0.0325203239918	0.00479386374354	NaN
20120923	0.0155763244256	0.0284842327237	0.000959692872129	NaN
20120924	0.0186915881932	0.0284552853554	0.00862895511091	NaN
20120925	0.0166147463024	0.0365853644907	0.00575263658539	NaN
20120926	0.0186915881932	0.0315040647984	0.00478927185759	NaN
20120927	0.0186721999198	0.0304568521678	0.00383141753264	NaN
20120928	0.0207468885928	0.0334685593843	0.00574712641537	NaN
20120929	0.0197095442563	0.0334685593843	0.00478927185759	NaN
20120930	0.0207253880799	0.0354969576001	0.00766283506527	NaN
20121001	0.0196891184896	0.036511156708	0.00478927185759	NaN
20121002	0.0258799176663	0.036511156708	0.00670498097315	NaN
20121003	0.020703934133	0.0304259639233	0.00574712641537	0.05915493
20121004	0.026915114373	0.0294117648154	0.00764818349853	NaN
20121005	0.023809524253	0.0405268482864	0.00573613774031	NaN
20121006	0.020703934133	0.0354969576001	0.00574162695557	NaN
20121007	0.026915114373	0.0324214808643	0.0047846888192	NaN
20121008	0.0186335407197	0.0151975685731	0.00191387557425	NaN
20121009	0.0144927538931	0.0151975685731	0.00191387557425	NaN
20121010	0.0207253880799	0.0162107404321	0.00191387557425	NaN
20121011	0.0103626940399	0.0162107404321	0	NaN
20121012	0.0155440410599	0.0202634241432	0.000956937787123	NaN
20121013	0.0134715028107	0.0263424515724	0.000956937787123	NaN
20121014	0.014507772401	0.0242914985865	0.000956937787123	NaN
20121015	0.0145228216425	0.0253036431968	0.000956937787123	NaN
20121016	0.0176348555833	0.0314083062112	0.00191387557425	NaN
20121017	0.0165975112468	0.0253549702466	0	NaN
20121018	0.0196891184896	0.036511156708	0.00191387557425	NaN
20121019	0.0196891184896	0.0335025377572	0.000956937787123	NaN
20121020	0.0207253880799	0.0406504049897	0.00191387557425	NaN
20121021	0.0196891184896	0.0406504049897	0.00191387557425	NaN
20121022	0.0217616576701	0.0436991862953	0.00191387557425	NaN
20121023	0.0176165811717	0.0416243672371	0.00191387557425	NaN
20121024	0.0176165811717	0.0365482233465	0.00191387557425	NaN
20121025	0.014507772401	0.0406091362238	0.00191570876632	NaN
20121026	0.0217616576701	0.0426395945251	0.00191570876632	NaN
20121027	0.0134715028107	0.0416243672371	0.000957854383159	NaN
20121028	0.0176165811717	0.0447154454887	0.000957854383159	NaN
20121029	0.0155440410599	0.0345528461039	0	NaN
20121030	0.0175983440131	0.0426829271019	0.00191570876632	NaN
20121031	0.0165631473064	0.0436991862953	0.00191754556727	NaN
20121101	0.020703934133	0.0457317084074	0.00287631829269	NaN
20121102	0.0186335407197	0.0386178866029	0.000958772783633	NaN
20121103	0.0196687374264	0.0406504049897	0	NaN
20121104	0.0155279505998	0.0396744646132	0	NaN
20121105	0.0176165811717	0.0376398786902	0.00191570876632	NaN
20121106	0.0196891184896	0.0325534082949	0.00287356320769	NaN
20121107	0.0217616576701	0.0386571735144	0.00191570876632	NaN
20121108	0.020703934133	0.0386571735144	0.00287356320769	NaN
20121109	0.0217391308397	0.035605289042	0.00383141753264	NaN
20121110	0.023809524253	0.0345879942179	0.00191754556727	NaN
20121111	0.0258799176663	0.033570703119	0.00383877148852	NaN
20121112	0.0196687374264	0.0305188205093	0.00192122953013	NaN
20121113	0.023809524253	0.0305188205093	0.00384615384974	NaN
20121114	0.0217391308397	0.0305188205093	0.00288184429519	NaN
20121115	0.0217391308397	0.0315361134708	0.00288184429519	NaN
20121116	0.020703934133	0.0284842327237	0.00288184429519	NaN
20121117	0.0217391308397	0.0325534082949	0.00192122953013	NaN
20121118	0.020703934133	0.0295015256852	0.00288184429519	NaN
20121119	0.0258799176663	0.035605289042	0.00288184429519	NaN
20121120	0.0227743275464	0.0223804675043	0	NaN
20121121	0.0227743275464	0.0304878056049	0.00384245906025	NaN
20121122	0.0227979272604	0.0233502537012	0.00192122953013	NaN
20121123	0.0259067360312	0.0335025377572	0.00384245906025	NaN
20121124	0.0196891184896	0.0314720794558	0.000960614765063	NaN
20121125	0.0217616576701	0.0325203239918	0.00288184429519	NaN
20121126	0.0207253880799	0.0294416248798	0.00192122953013	NaN
20121127	0.0207253880799	0.0314720794558	0.00192122953013	NaN
20121128	0.0186721999198	0.0233502537012	0.00192122953013	NaN
20121129	0.0217842329294	0.0314720794558	0.00192122953013	NaN
20121130	0.0197095442563	0.0243654828519	0.000960614765063	NaN
20121201	0.0207468885928	0.0304568521678	0.00191938574426	NaN
20121202	0.0186721999198	0.0243654828519	0.000959692872129	NaN
20121203	0.0217842329294	0.0263959392905	0.00191938574426	NaN
20121204	0.0186721999198	0.0213197972626	0.000959692872129	NaN
20121205	0.0228215772659	0.0284263957292	0.00191938574426	NaN
20121206	0.0207253880799	0.0243654828519	0.00191938574426	NaN
20121207	0.0176165811717	0.0294416248798	0.00192122953013	NaN
20121208	0.0196891184896	0.0254065040499	0.000960614765063	NaN
20121209	0.0227979272604	0.0345177650452	0.00864553358406	NaN
20121210	0.0196891184896	0.0375634506345	0.00673076929524	NaN
20121211	0.0259067360312	0.0395939089358	0.0134615385905	NaN
20121212	0.0207253880799	0.0355329960585	0.0144230769947	NaN
20121213	0.026915114373	0.0385395549238	0.0163461547345	NaN
20121214	0.0196687374264	0.0324543602765	0.0125000001863	NaN
20121215	0.0269430056214	0.0375253558159	0.0144230769947	NaN
20121216	0.0196891184896	0.0334685593843	0.011538461782	NaN
20121217	0.0217616576701	0.0385395549238	0.011538461782	NaN
20121218	0.0196891184896	0.0314401611686	0.011538461782	NaN
20121219	0.0227979272604	0.0385005064309	0.0125000001863	NaN
20121220	0.0217616576701	0.0354609936476	0.011538461782	NaN
20121221	0.0269430056214	0.0385005064309	0.011538461782	NaN
20121222	0.0259067360312	0.0314401611686	0.0125000001863	NaN
20121223	0.0238341968507	0.0324543602765	0.0134615385905	NaN
20121224	0.0238341968507	0.0304259639233	0.0125000001863	NaN
20121225	0.0248704664409	0.0385395549238	0.0144230769947	NaN
20121226	0.0186528488994	0.036511156708	0.011538461782	NaN
20121227	0.0207253880799	0.0375253558159	0.0125000001863	NaN
20121228	0.0155279505998	0.0375253558159	0.0125000001863	NaN
20121229	0.0196687374264	0.04259634763	0.0134744951501	NaN
20121230	0.0186335407197	0.0415821485221	0.0105871027335	NaN
20121231	0.0175983440131	0.0415821485221	0.0134744951501	NaN
20130101	0.0165631473064	0.036511156708	0.0125120310113	NaN
20130102	0.020703934133	0.04259634763	0.0134744951501	NaN
20130103	0.0155279505998	0.0375253558159	0.0125120310113	NaN
20130104	0.0196687374264	0.0436105467379	0.0125120310113	NaN
20130105	0.0217391308397	0.0395537540317	0.0115495668724	NaN
20130106	0.0196687374264	0.0385395549238	0.0134615385905	NaN
20130107	0.0165631473064	0.0375253558159	0.0105769233778	NaN
20130108	0.0175983440131	0.0415821485221	0.0144230769947	NaN
20130109	0.0144927538931	0.0385395549238	0.011538461782	NaN
20130110	0.0175983440131	0.0385395549238	0.0105769233778	NaN
20130111	0.0165631473064	0.0344827584922	0.0105871027335	NaN
20130112	0.0175983440131	0.036511156708	0.0105871027335	NaN
20130113	0.0134436404332	0.0263691674918	0.00769971124828	NaN
20130114	0.0196483973414	0.0243407711387	0.00962463952601	NaN
20130115	0.0144628100097	0.0223123729229	0.00866217538714	NaN
20130116	0.0144628100097	0.0243407711387	0.0105871027335	NaN
20130117	0.0144478846341	0.0223123729229	0.00962463952601	NaN
20130118	0.0165118686855	0.0243407711387	0.0115495668724	NaN
20130119	0.0103305783123	0.0233265720308	0.0105667626485	NaN
20130120	0.0113636367023	0.0263691674918	0.0115273771808	NaN
20130121	0.00826446246356	0.0243407711387	0.0105667626485	NaN
20130122	0.0175619833171	0.0294117648154	0.0124879926443	NaN
20130123	0.0154958674684	0.0273833665997	0.0115273771808	NaN
20130124	0.0216942150146	0.0283975657076	0.0115273771808	NaN
20130125	0.0154958674684	0.0233265720308	0.0105667626485	NaN
20130126	0.0185950417072	0.0304259639233	0.0115273771808	NaN
20130127	0.0196281000972	0.0233265720308	0.0115273771808	NaN
20130128	0.024793388322	0.0304568521678	0.0134486071765	NaN
20130129	0.0175619833171	0.0243654828519	0.0124879926443	NaN
20130130	0.0216942150146	0.0284263957292	0.0125000001863	NaN
20130131	0.0196281000972	0.0213197972626	0.0125000001863	NaN
20130201	0.0206398349255	0.0274111684412	0.0134486071765	NaN
20130202	0.0227038189769	0.0253807101399	0.0115273771808	NaN
20130203	0.0247422680259	0.0223577227443	0.0144092217088	NaN
20130204	0.0247422680259	0.0203252024949	0.015369836241	NaN
20130205	0.0268041230738	0.0254065040499	0.0144092217088	NaN
20130206	0.0298969075084	0.0223804675043	0.0115273771808	NaN
20130207	0.0288659799844	0.0305498987436	0.0163304507732	NaN
20130208	0.0299277603626	0.028513237834	0.015369836241	NaN
20130209	0.030959751457	0.0305498987436	0.021133525297	NaN
20130210	0.0288659799844	0.0275229364634	0.0172910671681	NaN
20130211	0.033023737371	0.0346585102379	0.0192307699472	NaN
20130212	0.0299277603626	0.0326197743416	0.0192307699472	NaN
