date	funestus_sc_1.5_arabiensis_sc_5.5	funestus_sc_1_arabiensis_sc_18	funestus_sc_4_arabiensis_sc_57	observed
20120525	0.179718881846	0.160942107439	0.477812170982	NaN
20120526	0.172517552972	0.160942107439	0.477812170982	NaN
20120527	0.178535610437	0.161764711142	0.487073421478	NaN
20120528	0.16950853169	0.160784319043	0.493278175592	NaN
20120529	0.176529586315	0.160784319043	0.487073421478	NaN
20120530	0.179538622499	0.158823534846	0.495346426964	NaN
20120531	0.178535610437	0.154901966453	0.462254405022	NaN
20120601	0.176529586315	0.157843142748	0.48914167285	NaN
20120602	0.178535610437	0.154901966453	0.473629772663	NaN
20120603	0.165496483445	0.159960746765	0.47619047761	NaN
20120604	0.174523577094	0.154072627425	0.46376812458	NaN
20120605	0.16950853169	0.157016679645	0.46010363102	0.152866242
20120606	0.166499495506	0.148184493184	0.469430059195	NaN
20120607	0.152304604649	0.155053973198	0.477720201016	NaN
20120608	0.162324652076	0.153091266751	0.456994831562	NaN
20120609	0.151302605867	0.151277020574	0.466321229935	NaN
20120610	0.0821643322706	0.076620824635	0.255958557129	NaN
20120611	0.0911823660135	0.0804710537195	0.276683926582	NaN
20120612	0.0902708098292	0.0755642801523	0.259067356586	NaN
20120613	0.0852557644248	0.08930324018	0.286307066679	NaN
20120614	0.0921843722463	0.0883218869567	0.280538290739	NaN
20120615	0.0860860869288	0.0991167798638	0.28157350421	NaN
20120616	0.0950950980187	0.0951913669705	0.279503107071	NaN
20120617	0.101202405989	0.0951913669705	0.285714298487	NaN
20120618	0.089178353548	0.0942100062966	0.256728768349	NaN
20120619	0.0951903834939	0.104023553431	0.271975189447	NaN
20120620	0.0981963947415	0.0941176488996	0.251292645931	NaN
20120621	0.0922768339515	0.0960784330964	0.259565681219	NaN
20120622	0.0992978960276	0.0823529437184	0.242236018181	NaN
20120623	0.0962888672948	0.0822722837329	0.239917263389	NaN
20120624	0.096385538578	0.0910871699452	0.233712509274	NaN
20120625	0.0954773873091	0.0919765159488	0.231644257903	NaN
20120626	0.0986908376217	0.0880626216531	0.219234749675	NaN
20120627	0.0996978878975	0.092954993248	0.225206613541	NaN
20120628	0.0886203423142	0.0802348330617	0.222337126732	NaN
20120629	0.0966767370701	0.0802348330617	0.2080745399	NaN
20120630	0.0936555862427	0.0802348330617	0.214285716415	NaN
20120701	0.0926485434175	0.0724779590964	0.217391297221	NaN
20120702	0.0916414931417	0.0695396661758	0.226708069444	NaN
20120703	0.0815709978342	0.0685602352023	0.225672870874	NaN
20120704	0.0926485434175	0.0675808042288	0.227979272604	NaN
20120705	0.0956696867943	0.0647058859468	0.208290159702	NaN
20120706	0.0895372256637	0.0666666701436	0.227178424597	NaN
20120707	0.0855130776763	0.0656862780452	0.225103735924	NaN
20120708	0.0895372256637	0.0637254938483	0.224066391587	NaN
20120709	0.0845070406795	0.0647693797946	0.217842325568	NaN
20120710	0.0865191146731	0.0647693797946	0.220954358578	NaN
20120711	0.0774647891521	0.0588812567294	0.20560747385	NaN
20120712	0.0824949666858	0.0667320936918	0.211018711329	NaN
20120713	0.0824120566249	0.0578431375325	0.221413716674	NaN
20120714	0.0854271352291	0.0656862780452	0.20893971622	NaN
20120715	0.0782347023487	0.0519098937511	0.19542619586	NaN
20120716	0.0792377144098	0.0519098937511	0.197505190968	NaN
20120717	0.0712136402726	0.0587659142911	0.202702701092	NaN
20120718	0.072144292295	0.0587659142911	0.193347200751	NaN
20120719	0.0751503035426	0.0568070523441	0.188149690628	NaN
20120720	0.0631262511015	0.0637254938483	0.180685356259	NaN
20120721	0.0681362748146	0.0656862780452	0.190031155944	NaN
20120722	0.0711422860622	0.0578431375325	0.182762205601	NaN
20120723	0.0600600615144	0.0588235296309	0.18153527379	NaN
20120724	0.062937065959	0.0499510280788	0.172199174762	NaN
20120725	0.0659340694547	0.0607247799635	0.184839040041	NaN
20120726	0.0659340694547	0.0587659142911	0.171339556575	NaN
20120727	0.062937065959	0.0647058859468	0.171339556575	NaN
20120728	0.0688622742891	0.0598039217293	0.177570089698	NaN
20120729	0.0679320693016	0.056862745434	0.173416405916	NaN
20120730	0.0649350658059	0.0587659142911	0.176531672478	NaN
20120731	0.0659340694547	0.0626836419105	0.173416405916	NaN
20120801	0.0729270726442	0.0596868880093	0.15784008801	NaN
20120802	0.0669330656528	0.050880625844	0.171517670155	NaN
20120803	0.0659340694547	0.0577299408615	0.15991692245	NaN
20120804	0.0738522931933	0.0616438351572	0.155763238668	0.044859813
20120805	0.0678642690182	0.0587084144354	0.152647972107	NaN
20120806	0.0738522931933	0.0577864833176	0.161993771792	NaN
20120807	0.0748502984643	0.061704210937	0.15887850523	NaN
20120808	0.0658682659268	0.0607247799635	0.149688154459	NaN
20120809	0.0449101813137	0.0372914634645	0.0893970876932	NaN
20120810	0.0449101813137	0.0343474000692	0.0936524420977	NaN
20120811	0.0329341329634	0.031403336674	0.090530693531	NaN
20120812	0.0438683964312	0.0372549034655	0.090530693531	NaN
20120813	0.0488534383476	0.0382352955639	0.0894901156425	NaN
20120814	0.0538384839892	0.0352941192687	0.103017687797	NaN
20120815	0.049850448966	0.0303921569139	0.10093652457	NaN
20120816	0.0568862259388	0.0352941192687	0.101871103048	NaN
20120817	0.0568862259388	0.028431372717	0.0966736003756	NaN
20120818	0.0518962070346	0.0382352955639	0.112382933497	NaN
20120819	0.0518962070346	0.0274509806186	0.107180021703	NaN
20120820	0.0528414770961	0.0352941192687	0.0947916656733	NaN
20120821	0.046859420836	0.0342801176012	0.0968749970198	NaN
20120822	0.0478564314544	0.037218414247	0.101041667163	NaN
20120823	0.0438683964312	0.0362035222352	0.0979166701436	NaN
20120824	0.0439560450614	0.0293542072177	0.0946930274367	NaN
20120825	0.0409590415657	0.0381231680512	0.0811654552817	NaN
20120826	0.0429570414126	0.0273704789579	0.090530693531	NaN
20120827	0.0349650345743	0.0303030312061	0.0832466185093	NaN
20120828	0.0349650345743	0.0303030312061	0.0884495303035	NaN
20120829	0.0399600416422	0.0273704789579	0.087408952415	NaN
20120830	0.0359640344977	0.0312805473804	0.087408952415	NaN
20120831	0.0309690311551	0.0263929627836	0.10093652457	NaN
20120901	0.0410000011325	0.0322580635548	0.0916666686535	NaN
20120902	0.0300300307572	0.0302734375	0.0843750014901	NaN
20120903	0.0379999987781	0.0263671875	0.0895833298564	NaN
20120904	0.0359999984503	0.0302734375	0.0874999985099	NaN
20120905	0.0390000008047	0.0283203125	0.0907194986939	NaN
20120906	0.0329999998212	0.02734375	0.0865484848619	NaN
20120907	0.0399999991059	0.033203125	0.0865484848619	NaN
20120908	0.0320000015199	0.0282926820219	0.0771637111902	NaN
20120909	0.0289999991655	0.0331707298756	0.0761209577322	NaN
20120910	0.035000000149	0.0263414625078	0.0677789375186	NaN
20120911	0.03493013978	0.0341463424265	0.0792492181063	NaN
20120912	0.0319361276925	0.0273170731962	0.0656934306025	NaN
20120913	0.0329341329634	0.0302439015359	0.0729926973581	NaN
20120914	0.0309381242841	0.0273170731962	0.0657620057464	NaN
20120915	0.0279441121966	0.0283203125	0.0772442594171	NaN
20120916	0.0329341329634	0.0283203125	0.0762004181743	NaN
20120917	0.0299401190132	0.02734375	0.082463465631	NaN
20120918	0.0269461069256	0.0302734375	0.0855949893594	NaN
20120919	0.029910268262	0.029296875	0.0720250532031	NaN
20120920	0.0309072788805	0.0243902429938	0.0803757831454	NaN
20120921	0.0358923226595	0.0243902429938	0.0814196243882	NaN
20120922	0.0338983051479	0.031189084053	0.0720250532031	NaN
20120923	0.0368893332779	0.0253411307931	0.067849688232	NaN
20120924	0.0338645428419	0.0233690366149	0.0751565769315	NaN
20120925	0.0428286865354	0.0321324244142	0.0782881006598	NaN
20120926	0.0348605588079	0.0184645280242	0.0804597735405	NaN
20120927	0.0428286865354	0.0320699699223	0.0753926709294	NaN
20120928	0.0398406386375	0.0233236160129	0.0764397904277	NaN
20120929	0.0438247025013	0.0291262138635	0.0691099464893	NaN
20120930	0.0418326705694	0.0281280316412	0.0659685879946	NaN
20121001	0.0468127503991	0.0291262138635	0.0670157074928	NaN
20121002	0.0498007982969	0.0252427179366	0.0628272220492	NaN
20121003	0.0438247025013	0.0300970878452	0.0544502623379	0.03633218
20121004	0.0507968142629	0.0252427179366	0.0577124878764	NaN
20121005	0.0438247025013	0.0242718439549	0.0556138493121	NaN
20121006	0.0408366546035	0.0242718439549	0.0650577098131	NaN
20121007	0.0418326705694	0.0242718439549	0.0599369071424	NaN
20121008	0.0219341982156	0.01359223295	0.0368033647537	NaN
20121009	0.0189431700855	0.0145631069317	0.0389064140618	NaN
20121010	0.0269192419946	0.0145772593096	0.0421052649617	NaN
20121011	0.0239282157272	0.0165208932012	0.0421052649617	NaN
20121012	0.0229312069714	0.0165208932012	0.0453108549118	NaN
20121013	0.0219341982156	0.0155490767211	0.0442571118474	NaN
20121014	0.0219341982156	0.019436346367	0.050526317209	NaN
20121015	0.0229312069714	0.0223517976701	0.0463157892227	NaN
20121016	0.0219341982156	0.0136054418981	0.0473684221506	NaN
20121017	0.0279162507504	0.02137998119	0.0515789464116	NaN
20121018	0.0229540914297	0.0184645280242	0.0536842122674	NaN
20121019	0.024950100109	0.0165208932012	0.050526317209	NaN
20121020	0.0239520967007	0.0136054418981	0.050526317209	NaN
20121021	0.0309381242841	0.019436346367	0.0515789464116	NaN
20121022	0.024950100109	0.0184645280242	0.0504731871188	NaN
20121023	0.0259481035173	0.0184645280242	0.0557308085263	NaN
20121024	0.0209580846131	0.0165369641036	0.0515247099101	NaN
20121025	0.0299401190132	0.0126459142193	0.0515247099101	NaN
20121026	0.0259481035173	0.00972762610763	0.0599369071424	NaN
20121027	0.0209580846131	0.0145914396271	0.0556722693145	NaN
20121028	0.0269461069256	0.0136186769232	0.0514705888927	NaN
20121029	0.0279441121966	0.0145914396271	0.0483193285763	NaN
20121030	0.0239520967007	0.00972762610763	0.0472689084709	NaN
20121031	0.0289421156049	0.0165369641036	0.0525210089982	NaN
20121101	0.024950100109	0.0126582281664	0.0556722693145	NaN
20121102	0.0279162507504	0.0185004863888	0.0535714291036	NaN
20121103	0.0219341982156	0.0116845183075	0.0514705888927	NaN
20121104	0.029910268262	0.0175438597798	0.0609243698418	NaN
20121105	0.0259222332388	0.0146198831499	0.0483193285763	NaN
20121106	0.0329012945294	0.0175438597798	0.0535714291036	NaN
20121107	0.0269192419946	0.0165692009032	0.05672268942	NaN
20121108	0.029910268262	0.0175267774612	0.0525210089982	NaN
20121109	0.0289132595062	0.0126582281664	0.0472193062305	NaN
20121110	0.0309072788805	0.0175267774612	0.0503672622144	NaN
20121111	0.024925224483	0.0146056478843	0.046169988811	NaN
20121112	0.0259222332388	0.0204479061067	0.0461215935647	NaN
20121113	0.0229312069714	0.0185004863888	0.057591624558	NaN
20121114	0.0239520967007	0.0185185186565	0.0471204183996	NaN
20121115	0.0179640725255	0.0175267774612	0.0544502623379	NaN
20121116	0.0229770224541	0.0204479061067	0.0492146611214	NaN
20121117	0.0229770224541	0.0185004863888	0.0460732989013	NaN
20121118	0.0269730277359	0.0184824895114	0.0481675378978	NaN
20121119	0.0259740259498	0.017492711544	0.0554973818362	NaN
20121120	0.0209790207446	0.019436346367	0.0460251048207	NaN
20121121	0.0269730277359	0.0213385056704	0.0502092055976	NaN
20121122	0.0229770224541	0.0203488375992	0.0470219440758	NaN
20121123	0.0179820172489	0.0164728686214	0.0574712641537	NaN
20121124	0.0259740259498	0.0203291382641	0.0564853549004	NaN
20121125	0.0259740259498	0.015488867648	0.0533472821116	NaN
20121126	0.0249750241637	0.018375242129	0.0502092055976	NaN
20121127	0.0249750241637	0.0164410062134	0.0564853549004	NaN
20121128	0.0279720276594	0.0183574873954	0.0554393306374	NaN
20121129	0.0239760242403	0.0164251215756	0.0565445013344	NaN
20121130	0.0279720276594	0.0251207724214	0.0607329830527	NaN
20121201	0.0239760242403	0.0164410062134	0.0492146611214	NaN
20121202	0.0239760242403	0.02224371396	0.0523560196161	NaN
20121203	0.0259740259498	0.0203094780445	0.0565445013344	NaN
20121204	0.0260000005364	0.021276595071	0.057591624558	NaN
20121205	0.0279720276594	0.0154738882557	0.0470711290836	NaN
20121206	0.0269730277359	0.02224371396	0.0481171533465	NaN
20121207	0.0219780225307	0.0202702693641	0.0428870283067	NaN
20121208	0.0269730277359	0.0202702693641	0.0470711290836	NaN
20121209	0.0219780225307	0.0154440151528	0.0449790805578	NaN
20121210	0.0309690311551	0.0212355218828	0.0407949797809	NaN
20121211	0.0279720276594	0.0260869562626	0.0470711290836	NaN
20121212	0.0329999998212	0.0241545885801	0.0470711290836	NaN
20121213	0.0270000007003	0.0231884066015	0.0449790805578	NaN
20121214	0.0340000018477	0.0222222227603	0.0460251048207	NaN
20121215	0.0250000003725	0.018375242129	0.0554393306374	NaN
20121216	0.0329999998212	0.0241779498756	0.0533472821116	NaN
20121217	0.0230000000447	0.0203094780445	0.0513089001179	NaN
20121218	0.0329670347273	0.0203094780445	0.0481171533465	NaN
20121219	0.0289710294455	0.021276595071	0.0533472821116	NaN
20121220	0.0339660346508	0.0203094780445	0.0533472821116	NaN
20121221	0.0280000008643	0.0154738882557	0.0481171533465	NaN
20121222	0.0329999998212	0.0183930303901	0.0491118095815	NaN
20121223	0.0280000008643	0.0183930303901	0.0491631813347	NaN
20121224	0.0270000007003	0.0164410062134	0.0564853549004	NaN
20121225	0.0270000007003	0.0174081232399	0.051148224622	NaN
20121226	0.0289999991655	0.0203094780445	0.0585161969066	NaN
20121227	0.0260000005364	0.0193236712366	0.0574712641537	NaN
20121228	0.0309999994934	0.0193423591554	0.0574712641537	NaN
20121229	0.0240000002086	0.021276595071	0.0606060624123	NaN
20121230	0.0250000003725	0.0164410062134	0.056367430836	NaN
20121231	0.0270000007003	0.0174249764532	0.0510948896408	NaN
20130101	0.0270000007003	0.0183930303901	0.0594369135797	NaN
20130102	0.0289999991655	0.021276595071	0.0563086532056	NaN
