iteration,sample,Magude_ChannelBySeasonCohortAnalyzer,total,funestus1,funestus10,funestus11,funestus12,funestus2,funestus3,funestus4,funestus5,funestus6,funestus7,funestus8,funestus9,funestus_max,gambiae1,gambiae10,gambiae11,gambiae12,gambiae2,gambiae3,gambiae4,gambiae5,gambiae6,gambiae7,gambiae8,gambiae9,gambiae_max,outputs
0,4,-11.131985879595089,-11.131985879595089,5.781893033655769,8.407032365176658,0.1,17.090180432708518,10.985747964274916,9.913939412949864,0.1,7.381002605156852,2.0670135782227823,1.2426323473111085,3.837043431774983,0.1,6.501917037678043,0.1,0.1,7.407689480572732,18.241883253542934,13.087278021909276,0.1,0.23664647078787365,18.96743124163983,2.172733870678795,0.1,0.6780026728669777,4.840342380450548,5.760408199811878,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter0_20180201_212150\c14\f86\fd9\c14f86fd-9507-e811-9415-f0921c16b9e5
0,12,-10.908145147618976,-10.908145147618976,8.764697182062834,0.1,16.233579307899962,23.27511623421068,0.1,7.661476887034321,0.1,13.179607364512064,1.4481257833392926,0.1,0.1,14.72292497634197,6.156183335748513,9.78915895338109,4.099968314384636,15.49670687115313,8.720744688955719,0.1,0.1,0.1,0.1,0.1,7.0190785053314695,0.1,0.1,6.43552230711433,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter0_20180201_212150\b94\f86\fd9\b94f86fd-9507-e811-9415-f0921c16b9e5
1,7,-10.515727219051307,-10.515727219051307,5.122606665262024,21.56359770986995,4.480284457474332,4.564312293760128,6.905567200072987,0.1732697481369661,0.1,5.2642868828599845,37.94909886778111,4.863953303135472,14.196394975750392,0.1,6.344870616926372,23.763088125986858,8.443196650422788,13.778860104088507,20.407981937219176,0.1,1.8898805587105043,0.1,0.1,0.1,0.1,7.343940550908156,7.354115241373485,4.396008156720928,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter1_20180201_212310\c4a\c24\239\c4ac2423-9607-e811-9415-f0921c16b9e5
0,27,-10.328822232576664,-10.328822232576664,1.7216080295164824,10.744248023557367,22.672399487845574,9.2048235087467,0.1,20.62345825672965,8.998964503781824,4.8473617295689095,4.547932312957432,0.1,0.1,8.157109623108129,6.229345180329593,11.322678389729967,11.409292719887615,29.00514770196321,5.226391292454188,7.895705704866183,0.1,7.602331167279559,0.1,1.0577146868673812,0.1,0.1,0.1,6.0067338377055135,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter0_20180201_212150\ca4\f86\fd9\ca4f86fd-9507-e811-9415-f0921c16b9e5
2,15,-10.290309405235833,-10.290309405235833,0.1,8.338142300645345,3.060117534380696,0.1,16.60427686001944,0.1,11.408868600893882,0.7964900735702294,16.84517822429329,0.1,6.442596190225334,1.180065932717672,3.0,0.1,0.1,24.70905549978955,16.222774663596205,0.1,0.1,10.936252709187304,0.1,22.327861489239144,0.6630922290445769,17.537918081710576,11.506893300637369,6.347359919315869,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter2_20180201_212413\201\db9\479\201db947-9607-e811-9415-f0921c16b9e5
0,10,-9.941039955489467,-9.941039955489467,7.3839663256093075,4.846301385778157,10.723290947014194,0.1,5.313792463949113,1.2596955367916662,10.830991368732075,18.2563369207395,8.42473273481033,9.187020899506882,8.674107597578285,0.1,5.3720304715149725,11.219577819592974,8.554659495668004,0.1,3.3760206146250704,0.1,10.806697266547037,7.015631043049248,13.146800783905684,0.1,0.1,8.208529096615358,8.818407737895859,6.488121757863732,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter0_20180201_212150\bb4\f86\fd9\bb4f86fd-9507-e811-9415-f0921c16b9e5
0,21,-9.628186140232296,-9.628186140232296,5.782638544559733,15.708925113143893,0.1,0.1,0.1,0.1,2.301502638427743,0.1,11.209068181661403,5.518999606202739,18.268345735294,0.1,6.364441247166294,2.4969004382944457,0.1,3.24853510650082,9.39529154321412,1.6896486686265888,1.7151712944112318,19.88918422120759,0.1,5.671578318945618,19.494100006324352,6.398073275293753,7.2987666956960675,6.090444812472615,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter0_20180201_212150\d04\f86\fd9\d04f86fd-9507-e811-9415-f0921c16b9e5
0,16,-9.518662046949817,-9.518662046949817,7.565597955604224,0.1,8.983442053231197,12.919963389830107,8.504996859697469,17.67085673333663,0.1,0.1,0.5973866477615227,4.025390379868707,0.1,0.2720708751511345,6.52895930878439,0.1,0.1,3.2209724115461165,0.1,0.1,0.1,0.1,5.176500294792807,0.1,0.1,0.1,0.1,5.368444666447046,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter0_20180201_212150\b34\f86\fd9\b34f86fd-9507-e811-9415-f0921c16b9e5
1,21,-9.014157911267123,-9.014157911267123,0.1,7.790010156634447,0.1,6.499009433180702,0.1,5.783866796703213,0.16310172911633414,0.5890590450198048,20.118766193727108,8.72416703922139,8.610362881971469,7.364930803138207,3.610632271844573,21.93486502142124,0.1,9.394920857693805,0.1,18.364100020518173,12.511451790759349,1.5344687615208616,0.1,0.1,3.659578692706647,0.1,0.1,6.53853630886494,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter1_20180201_212310\d6a\c24\239\d6ac2423-9607-e811-9415-f0921c16b9e5
0,29,-7.8016699655827715,-7.8016699655827715,0.1,4.029419467744437,0.1,10.465337191782677,6.379500568936534,0.1,5.564766461817305,0.1,4.780744649537227,0.7113448005518371,0.1,2.0731258440796845,6.476306814688492,9.065375023923584,20.326100095612304,0.1,0.1,0.1,0.1,0.1,0.1,3.6514473054957346,0.1,0.1,1.1949020485030215,6.395619232663474,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter0_20180201_212150\c94\f86\fd9\c94f86fd-9507-e811-9415-f0921c16b9e5
0,9,-7.774617183531951,-7.774617183531951,11.14641378239327,20.553322674601475,23.552488955976266,12.459924946747932,0.1,10.304062523796695,0.951788056161168,0.1,8.940074220915797,15.18735613120716,0.1,0.1,6.124602174684801,6.519254593592247,0.1,0.1,11.729850894180329,18.290274955878342,1.854361107876268,0.1,10.766287745525167,0.1,0.1,1.3975561796848472,0.1,5.6632347856712295,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter0_20180201_212150\bc4\f86\fd9\bc4f86fd-9507-e811-9415-f0921c16b9e5
1,2,-7.618401100675224,-7.618401100675224,1.6636787745108268,5.79077448648827,0.1,4.114375186826515,0.1,12.569838575459823,10.529828368884804,5.9072227233529855,26.876780476304702,0.1,8.206188707202092,3.0059023169818126,3.9874241435255513,16.42348108151882,12.968847926201837,28.074896146429143,0.4206132080758272,5.620143494928267,0.1,0.1,11.1189152986359,12.958743571721518,18.53727343918544,10.301887735147156,0.5956709567093958,6.158373904889015,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter1_20180201_212310\c9a\c24\239\c9ac2423-9607-e811-9415-f0921c16b9e5
0,26,-7.213925678930732,-7.213925678930732,0.17987249659391005,7.179250072797794,0.1,0.1,0.1,3.744501566613878,12.464338067005048,0.1,0.1,0.1,0.1,12.5167939318607,6.6219356527071165,8.283607093184836,21.838991838854213,0.7173804324257783,9.683383444153904,7.980673990546856,6.78992152929055,0.1,0.1,0.1,0.1,0.1,6.984170861623154,4.514395666076736,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter0_20180201_212150\cb4\f86\fd9\cb4f86fd-9507-e811-9415-f0921c16b9e5
1,14,-7.162934796387143,-7.162934796387143,0.1,15.74384562188292,12.977796430076694,8.657289149593153,0.1,0.1,0.1,0.1,30.745429868665966,14.257068631413016,0.1,0.1,6.170426472817963,1.542028579590836,0.5801968841652306,13.553717257593243,0.1,0.1,8.02128893209366,5.7716427841097735,0.1,0.1,17.53291982491334,6.587080308119043,13.953876444173934,5.504766447455579,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter1_20180201_212310\bda\c24\239\bdac2423-9607-e811-9415-f0921c16b9e5
1,13,-6.633214825704412,-6.633214825704412,0.1,0.1,0.1,0.1,20.514171727159308,2.6207885515858833,0.1,0.1,32.60036798825196,0.1,6.922367009518036,0.1,4.646272033535545,21.93985922343101,0.1,2.076278806309844,3.947727533513556,2.539131588841341,8.16133872004848,0.1,6.581760812912691,0.1,0.1,1.7484185968720931,0.1,6.506618745499253,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter1_20180201_212310\bea\c24\239\beac2423-9607-e811-9415-f0921c16b9e5
0,6,-6.420242554185855,-6.420242554185855,0.1,4.059584629318588,6.707639296700322,0.1,0.6545060994950146,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.285140428566841,0.1,0.1,3.5826670725759784,14.74974813278507,16.62664772000658,0.1,3.9640392911096254,14.662010530605654,0.1,0.1,4.112979957774547,0.1,6.196406867879142,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter0_20180201_212150\be4\f86\fd9\be4f86fd-9507-e811-9415-f0921c16b9e5
1,10,-6.211267842103915,-6.211267842103915,0.1,16.649398352395842,0.1,3.9193931794973063,0.1,10.80195083278094,0.1,0.1,31.639138240122534,0.1,12.796815932931962,0.1,6.2064203077772495,8.651184448476734,11.981003289865086,35.28786174629436,3.7014647212047054,2.054967446743471,0.1,0.1,0.1,0.1,5.008761144021683,11.569052282092507,11.657540044461994,4.2562937762845,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter1_20180201_212310\c1a\c24\239\c1ac2423-9607-e811-9415-f0921c16b9e5
0,20,-6.1178223927535385,-6.1178223927535385,6.884479319042508,0.1,0.1,7.791233450047143,0.1,0.1,9.82028186955673,0.1,6.316863530023397,3.4766551548376534,1.0011366619982691,7.092860356269879,6.0287238352955805,3.0562775871837986,13.26728702294237,3.3612553414293984,0.1,2.867460816120992,0.1,0.1,4.521482079391067,0.1,21.216401102245122,0.1,8.154701680643972,6.024867759376576,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter0_20180201_212150\d14\f86\fd9\d14f86fd-9507-e811-9415-f0921c16b9e5
2,30,-6.036770003313402,-6.036770003313402,1.7297304164404166,12.618560276636789,0.1,0.1,20.352186067805917,0.1,14.2553336109711,5.748840223536741,32.0273995697672,0.1,10.310174196349081,0.1,3.7936236986157352,16.205277060461,0.1,0.1,21.359956213315012,0.1,16.56219595197864,9.173339041630406,14.29104630318825,0.1,1.7636789603052896,0.18419123064091608,26.22731808536675,3.4421156985492454,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter2_20180201_212413\341\db9\479\341db947-9607-e811-9415-f0921c16b9e5
2,14,-5.996983208018634,-5.996983208018634,0.1,30.750908570645606,7.536982001839541,9.400681525943693,12.016012440201182,19.35036299331004,11.025137589727487,11.822893310979046,25.104995258293517,0.1,13.320045724115538,0.1,3.0,0.1,5.561304306234315,0.1,0.1,0.1,15.494934616866775,0.1,0.1,3.5481769654148945,6.393298287945521,4.555502065097766,6.425297864246449,3.274925854019935,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter2_20180201_212413\241\db9\479\241db947-9607-e811-9415-f0921c16b9e5
2,18,-5.970324503028549,-5.970324503028549,0.1,27.56439494984936,17.4924991735571,10.847999005106475,0.271161415618165,19.5721602281573,9.319889731956353,0.1,34.11770135139355,0.1,4.5565114410418435,0.1,3.372909771097846,1.5940825133023253,4.136357506931336,9.138855732196149,0.1,13.658152142623242,2.9822568654346107,0.9164140318995556,3.585944227594786,0.1,9.585347054891086,0.1,9.01911962676105,3.5433769028148716,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter2_20180201_212413\1f1\db9\479\1f1db947-9607-e811-9415-f0921c16b9e5
2,0,-5.957109317253752,-5.957109317253752,0.1,16.560433497555533,8.103160493449078,0.1,8.42337162453101,0.1,15.038300873643097,3.086408288818854,24.69081318568501,0.1,14.837221709225553,0.1,3.533829935911653,1.7278963042698763,0.1,18.274497002821438,2.5801604369614077,2.7964703380950318,14.845762953183492,0.1,0.1,1.5351718171921704,0.1,0.1,4.997503978497044,3.7863635120084083,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter2_20180201_212413\321\db9\479\321db947-9607-e811-9415-f0921c16b9e5
2,29,-5.941032685366716,-5.941032685366716,14.664644984391499,0.1,24.674280414438687,0.1,4.977911342526107,6.479047164776457,9.565575032796477,0.1,28.11771902209127,0.1,20.466116500744647,8.252075784699091,3.0,8.058726343965484,5.21946001878027,10.219431008248618,3.785432076941068,0.1,32.02263886894339,12.046799709311092,0.1,0.1,0.1,1.3682580514018465,12.776994216791492,3.0,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter2_20180201_212413\351\db9\479\351db947-9607-e811-9415-f0921c16b9e5
2,1,-5.935064965373277,-5.935064965373277,11.710045901506215,16.15177986392056,5.722275680522403,5.260094171234754,20.422454703843563,0.1,29.66189585832049,0.1,36.74874245574116,0.1,5.530425676600883,7.2082340266017635,3.0,0.34571279688911183,4.139520820307212,13.633077025967308,5.918448242360805,16.486992825225332,20.420944515022875,0.1,0.1,4.51490574908477,7.517243640336445,8.866509946102035,0.1,3.7421678203589095,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter2_20180201_212413\311\db9\479\311db947-9607-e811-9415-f0921c16b9e5
1,26,-5.935010000697393,-5.935010000697393,0.1,1.0209508141606585,0.1,8.998376443209663,5.682999507051023,0.1,4.406237543699094,0.1,35.15066152896541,0.1,0.1,13.337661510583795,3.184280206920449,8.313108635965742,7.3813646823271615,5.8287278792742105,11.457346816477529,1.934893827389132,0.1,0.1,1.3707470752292414,0.1,3.9411682726267134,0.1,0.1,4.168408816766043,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter1_20180201_212310\d1a\c24\239\d1ac2423-9607-e811-9415-f0921c16b9e5
2,31,-5.933096909945325,-5.933096909945325,0.1,9.603975298479455,7.631651237231825,7.26651657175784,2.4177262167881466,10.367169275366837,3.6836990977852775,7.98157724588728,40.0,0.1,15.377148790121783,14.698375157794453,3.0,0.1,0.1,22.663068205945557,0.1,1.8585142399599675,32.332748028711556,0.1,9.658559660657366,0.8801085444744309,3.6850844915069625,10.17519658589927,13.229514130502611,3.52042744273439,\\internal.idm.ctr\IDM\Home\pselvaraj\output\MozambiqueEntoCalibTest1_iter2_20180201_212413\331\db9\479\331db947-9607-e811-9415-f0921c16b9e5
